,bomtitle,bomlink,year,genre_text,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
457,Orange County,https://www.boxofficemojo.com/release/rl3429271041/?ref_=bo_yld_table_58,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
458,Windtalkers,https://www.boxofficemojo.com/release/rl2608563713/?ref_=bo_yld_table_59,2002,"['Action', 'Drama', 'War']",Action,Drama,War,,,,,
459,Gosford Park,https://www.boxofficemojo.com/release/rl995591681/?ref_=bo_yld_table_60,2002,"['Comedy', 'Drama', 'Mystery']",Comedy,Drama,Mystery,,,,,
460,Blue Crush,https://www.boxofficemojo.com/release/rl591824385/?ref_=bo_yld_table_61,2002,"['Drama', 'Romance', 'Sport']",Drama,Romance,Sport,,,,,
461,The Master of Disguise,https://www.boxofficemojo.com/release/rl2472773121/?ref_=bo_yld_table_62,2002,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Adventure,Comedy,Family,Fantasy,,,,
462,I Am Sam,https://www.boxofficemojo.com/release/rl3445130753/?ref_=bo_yld_table_63,2002,['Drama'],Drama,,,,,,,
463,Resident Evil,https://www.boxofficemojo.com/release/rl2372765185/?ref_=bo_yld_table_64,2002,"['Action', 'Horror', 'Sci-Fi']",Action,Horror,Sci-Fi,,,,,
464,Collateral Damage,https://www.boxofficemojo.com/release/rl1347061249/?ref_=bo_yld_table_65,2002,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,
465,Enough,https://www.boxofficemojo.com/release/rl3813770753/?ref_=bo_yld_table_66,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
466,Drumline,https://www.boxofficemojo.com/release/rl2320401921/?ref_=bo_yld_table_67,2002,"['Comedy', 'Drama', 'Music', 'Romance']",Comedy,Drama,Music,Romance,,,,
467,Undercover Brother,https://www.boxofficemojo.com/release/rl2792785409/?ref_=bo_yld_table_68,2002,"['Action', 'Comedy']",Action,Comedy,,,,,,
468,Showtime,https://www.boxofficemojo.com/release/rl259098113/?ref_=bo_yld_table_69,2002,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
469,40 Days and 40 Nights,https://www.boxofficemojo.com/release/rl2252441089/?ref_=bo_yld_table_70,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
470,Crossroads,https://www.boxofficemojo.com/release/rl2722989569/?ref_=bo_yld_table_71,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
471,Clockstoppers,https://www.boxofficemojo.com/release/rl457868801/?ref_=bo_yld_table_72,2002,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",Action,Adventure,Comedy,Sci-Fi,Thriller,,,
472,The Mothman Prophecies,https://www.boxofficemojo.com/release/rl2825225729/?ref_=bo_yld_table_73,2002,"['Drama', 'Horror', 'Mystery', 'Thriller']",Drama,Horror,Mystery,Thriller,,,,
473,Star Trek: Nemesis,https://www.boxofficemojo.com/release/rl2859697665/?ref_=bo_yld_table_74,2002,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Action,Adventure,Sci-Fi,Thriller,,,,
474,E.T. the Extra-Terrestrial,https://www.boxofficemojo.com/release/rl1011910145/?ref_=bo_yld_table_75,2002,"['Family', 'Sci-Fi']",Family,Sci-Fi,,,,,,
475,Jimmy Neutron: Boy Genius,https://www.boxofficemojo.com/release/rl173901313/?ref_=bo_yld_table_76,2002,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Action,Adventure,Animation,Comedy,Family,Sci-Fi,,
476,K-19: The Widowmaker,https://www.boxofficemojo.com/release/rl4133324289/?ref_=bo_yld_table_77,2002,"['Drama', 'History', 'Thriller', 'War']",Drama,History,Thriller,War,,,,
477,Gangs of New York,https://www.boxofficemojo.com/release/rl1129678337/?ref_=bo_yld_table_78,2002,"['Crime', 'Drama']",Crime,Drama,,,,,,
478,In the Bedroom,https://www.boxofficemojo.com/release/rl593135105/?ref_=bo_yld_table_79,2002,"['Crime', 'Drama']",Crime,Drama,,,,,,
479,Treasure Planet,https://www.boxofficemojo.com/release/rl2759296513/?ref_=bo_yld_table_80,2002,"['Adventure', 'Animation', 'Family', 'Sci-Fi']",Adventure,Animation,Family,Sci-Fi,,,,
480,I Spy,https://www.boxofficemojo.com/release/rl3109717505/?ref_=bo_yld_table_81,2002,"['Action', 'Adventure', 'Comedy', 'Thriller']",Action,Adventure,Comedy,Thriller,,,,
481,Friday After Next,https://www.boxofficemojo.com/release/rl961906177/?ref_=bo_yld_table_82,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
482,Vanilla Sky,https://www.boxofficemojo.com/release/rl209290753/?ref_=bo_yld_table_83,2002,"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",Fantasy,Mystery,Romance,Sci-Fi,Thriller,,,
483,Murder by Numbers,https://www.boxofficemojo.com/release/rl3278210561/?ref_=bo_yld_table_84,2002,"['Crime', 'Mystery', 'Thriller']",Crime,Mystery,Thriller,,,,,
484,One Hour Photo,https://www.boxofficemojo.com/release/rl3060172289/?ref_=bo_yld_table_85,2002,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
485,Monster's Ball,https://www.boxofficemojo.com/release/rl90539521/?ref_=bo_yld_table_86,2002,"['Drama', 'Romance']",Drama,Romance,,,,,,
486,Halloween: Resurrection,https://www.boxofficemojo.com/release/rl1045857793/?ref_=bo_yld_table_87,2002,"['Horror', 'Thriller']",Horror,Thriller,,,,,,
487,Queen of the Damned,https://www.boxofficemojo.com/release/rl3161097729/?ref_=bo_yld_table_88,2002,"['Drama', 'Fantasy', 'Horror']",Drama,Fantasy,Horror,,,,,
488,Dragonfly,https://www.boxofficemojo.com/release/rl1464763905/?ref_=bo_yld_table_89,2002,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']",Drama,Fantasy,Mystery,Romance,Thriller,,,
489,The Banger Sisters,https://www.boxofficemojo.com/release/rl2286257665/?ref_=bo_yld_table_90,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
490,Bad Company,https://www.boxofficemojo.com/release/rl1514505729/?ref_=bo_yld_table_91,2002,"['Action', 'Adventure', 'Comedy', 'Thriller']",Action,Adventure,Comedy,Thriller,,,,
491,Space Station 3D,https://www.boxofficemojo.com/release/rl3866134017/?ref_=bo_yld_table_92,2002,['Documentary'],Documentary,,,,,,,
492,Kate & Leopold,https://www.boxofficemojo.com/release/rl3244131841/?ref_=bo_yld_table_93,2002,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
493,The New Guy,https://www.boxofficemojo.com/release/rl3596912129/?ref_=bo_yld_table_94,2002,['Comedy'],Comedy,,,,,,,
494,Ghost Ship,https://www.boxofficemojo.com/release/rl3411379713/?ref_=bo_yld_table_95,2002,['Horror'],Horror,,,,,,,
495,Harry Potter and the Sorcerer's Stone,https://www.boxofficemojo.com/release/rl1416332801/?ref_=bo_yld_table_96,2002,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
496,Analyze That,https://www.boxofficemojo.com/release/rl3963848193/?ref_=bo_yld_table_97,2002,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
497,Swimfan,https://www.boxofficemojo.com/release/rl594904577/?ref_=bo_yld_table_98,2002,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
498,The Crocodile Hunter: Collision Course,https://www.boxofficemojo.com/release/rl3125642753/?ref_=bo_yld_table_99,2002,"['Action', 'Adventure', 'Comedy', 'Family']",Action,Adventure,Comedy,Family,,,,
499,Brown Sugar,https://www.boxofficemojo.com/release/rl1179223553/?ref_=bo_yld_table_100,2002,"['Comedy', 'Drama', 'Music', 'Romance']",Comedy,Drama,Music,Romance,,,,
500,Blood Work,https://www.boxofficemojo.com/release/rl809928193/?ref_=bo_yld_table_101,2002,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Action,Crime,Drama,Mystery,Thriller,,,
501,All About the Benjamins,https://www.boxofficemojo.com/release/rl809731585/?ref_=bo_yld_table_102,2002,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
502,The Transporter,https://www.boxofficemojo.com/release/rl3078063617/?ref_=bo_yld_table_103,2002,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
503,Jonah: A VeggieTales Movie,https://www.boxofficemojo.com/release/rl1549633025/?ref_=bo_yld_table_104,2002,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Musical']",Adventure,Animation,Comedy,Drama,Family,Musical,,
504,The Sweetest Thing,https://www.boxofficemojo.com/release/rl712345089/?ref_=bo_yld_table_105,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
505,Beauty and the Beast,https://www.boxofficemojo.com/release/rl21267969/?ref_=bo_yld_table_106,2002,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",Animation,Family,Fantasy,Musical,Romance,,,
506,The Hot Chick,https://www.boxofficemojo.com/release/rl358123009/?ref_=bo_yld_table_107,2002,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,
507,Eight Crazy Nights,https://www.boxofficemojo.com/release/rl1901168129/?ref_=bo_yld_table_108,2002,"['Animation', 'Comedy', 'Musical']",Animation,Comedy,Musical,,,,,
508,City by the Sea,https://www.boxofficemojo.com/release/rl3880486401/?ref_=bo_yld_table_109,2002,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
509,The Wild Thornberrys Movie,https://www.boxofficemojo.com/release/rl2977662465/?ref_=bo_yld_table_110,2002,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
510,Ali,https://www.boxofficemojo.com/release/rl3493889537/?ref_=bo_yld_table_111,2002,"['Biography', 'Drama', 'Sport']",Biography,Drama,Sport,,,,,
511,Van Wilder: Party Liaison,https://www.boxofficemojo.com/release/rl75073025/?ref_=bo_yld_table_112,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
512,Frida,https://www.boxofficemojo.com/release/rl978683393/?ref_=bo_yld_table_113,2002,"['Biography', 'Drama', 'Romance']",Biography,Drama,Romance,,,,,
513,Martin Lawrence Live: Runteldat,https://www.boxofficemojo.com/release/rl745506305/?ref_=bo_yld_table_114,2002,"['Comedy', 'Documentary']",Comedy,Documentary,,,,,,
514,Hart's War,https://www.boxofficemojo.com/release/rl3159787009/?ref_=bo_yld_table_115,2002,"['Drama', 'War']",Drama,War,,,,,,
515,Rollerball,https://www.boxofficemojo.com/release/rl2926347777/?ref_=bo_yld_table_116,2002,"['Action', 'Sci-Fi', 'Sport']",Action,Sci-Fi,Sport,,,,,
516,Tuck Everlasting,https://www.boxofficemojo.com/release/rl829851137/?ref_=bo_yld_table_117,2002,"['Drama', 'Family', 'Fantasy', 'Romance']",Drama,Family,Fantasy,Romance,,,,
517,Super Troopers,https://www.boxofficemojo.com/release/rl3933373953/?ref_=bo_yld_table_118,2002,"['Comedy', 'Crime', 'Mystery']",Comedy,Crime,Mystery,,,,,
518,"Monsters, Inc.",https://www.boxofficemojo.com/release/rl2070251009/?ref_=bo_yld_table_119,2002,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
519,The Four Feathers,https://www.boxofficemojo.com/release/rl2723317249/?ref_=bo_yld_table_120,2002,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",Action,Adventure,Drama,Romance,War,,,
520,Punch-Drunk Love,https://www.boxofficemojo.com/release/rl1969915393/?ref_=bo_yld_table_121,2002,"['Comedy', 'Drama', 'Romance', 'Thriller']",Comedy,Drama,Romance,Thriller,,,,
521,Amélie,https://www.boxofficemojo.com/release/rl1430488577/?ref_=bo_yld_table_122,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
522,Eight Legged Freaks,https://www.boxofficemojo.com/release/rl1934722561/?ref_=bo_yld_table_123,2002,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",Action,Adventure,Comedy,Horror,Sci-Fi,Thriller,,
523,The Country Bears,https://www.boxofficemojo.com/release/rl156075521/?ref_=bo_yld_table_124,2002,"['Comedy', 'Family', 'Music', 'Musical']",Comedy,Family,Music,Musical,,,,
524,Serving Sara,https://www.boxofficemojo.com/release/rl1466861057/?ref_=bo_yld_table_125,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
525,White Oleander,https://www.boxofficemojo.com/release/rl293307905/?ref_=bo_yld_table_126,2002,['Drama'],Drama,,,,,,,
526,Kung Pow: Enter the Fist,https://www.boxofficemojo.com/release/rl3596387841/?ref_=bo_yld_table_127,2002,"['Action', 'Comedy']",Action,Comedy,,,,,,
527,Empire,https://www.boxofficemojo.com/release/rl2605811201/?ref_=bo_yld_table_128,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
528,Half Past Dead,https://www.boxofficemojo.com/release/rl3260515841/?ref_=bo_yld_table_129,2002,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
529,Bowling for Columbine,https://www.boxofficemojo.com/release/rl2336654849/?ref_=bo_yld_table_130,2002,"['Crime', 'Documentary', 'Drama']",Crime,Documentary,Drama,,,,,
530,The Next Best Thing,https://www.boxofficemojo.com/release/rl1063749121/?ref_=bo_yld_table_131,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
531,Solaris,https://www.boxofficemojo.com/release/rl1668318721/?ref_=bo_yld_table_132,2002,"['Drama', 'Mystery', 'Romance', 'Sci-Fi']",Drama,Mystery,Romance,Sci-Fi,,,,
532,Life or Something Like It,https://www.boxofficemojo.com/release/rl2455668225/?ref_=bo_yld_table_133,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
533,Ballistic: Ecks vs. Sever,https://www.boxofficemojo.com/release/rl642876929/?ref_=bo_yld_table_134,2002,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",Action,Crime,Mystery,Sci-Fi,Thriller,,,
534,Stealing Harvard,https://www.boxofficemojo.com/release/rl4168320513/?ref_=bo_yld_table_135,2002,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
535,The Good Girl,https://www.boxofficemojo.com/release/rl3797190145/?ref_=bo_yld_table_136,2002,"['Drama', 'Romance']",Drama,Romance,,,,,,
536,Monsoon Wedding,https://www.boxofficemojo.com/release/rl73762305/?ref_=bo_yld_table_137,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
537,Y Tu Mamá También,https://www.boxofficemojo.com/release/rl3816457729/?ref_=bo_yld_table_138,2002,['Drama'],Drama,,,,,,,
538,Hey Arnold! The Movie,https://www.boxofficemojo.com/release/rl1834583553/?ref_=bo_yld_table_139,2002,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Animation,Comedy,Family,,,,
539,The Emperor's Club,https://www.boxofficemojo.com/release/rl2807137793/?ref_=bo_yld_table_140,2002,['Drama'],Drama,,,,,,,
540,Juwanna Mann,https://www.boxofficemojo.com/release/rl4116547073/?ref_=bo_yld_table_141,2002,"['Comedy', 'Drama', 'Romance', 'Sport']",Comedy,Drama,Romance,Sport,,,,
541,Feardotcom,https://www.boxofficemojo.com/release/rl240354817/?ref_=bo_yld_table_142,2002,"['Crime', 'Horror', 'Thriller']",Crime,Horror,Thriller,,,,,
542,Jason X,https://www.boxofficemojo.com/release/rl3747251713/?ref_=bo_yld_table_143,2002,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Action,Horror,Sci-Fi,Thriller,,,,
543,Frailty,https://www.boxofficemojo.com/release/rl2287109633/?ref_=bo_yld_table_144,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
544,How High,https://www.boxofficemojo.com/release/rl3176695297/?ref_=bo_yld_table_145,2002,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,
545,Undisputed,https://www.boxofficemojo.com/release/rl2222360065/?ref_=bo_yld_table_146,2002,"['Action', 'Crime', 'Drama', 'Sport']",Action,Crime,Drama,Sport,,,,
546,They,https://www.boxofficemojo.com/release/rl125076993/?ref_=bo_yld_table_147,2002,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
547,The Majestic,https://www.boxofficemojo.com/release/rl2254472705/?ref_=bo_yld_table_148,2002,"['Drama', 'Romance']",Drama,Romance,,,,,,
548,Knockaround Guys,https://www.boxofficemojo.com/release/rl4166813185/?ref_=bo_yld_table_149,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
549,The Powerpuff Girls Movie,https://www.boxofficemojo.com/release/rl1164674561/?ref_=bo_yld_table_150,2002,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Action,Adventure,Animation,Comedy,Family,Sci-Fi,,
550,CyberWorld,https://www.boxofficemojo.com/release/rl3779954177/?ref_=bo_yld_table_151,2002,"['Animation', 'Short']",Animation,Short,,,,,,
551,Brotherhood of the Wolf,https://www.boxofficemojo.com/release/rl3091826177/?ref_=bo_yld_table_152,2002,"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']",Action,Adventure,Drama,Horror,Thriller,,,
552,Abandon,https://www.boxofficemojo.com/release/rl692094465/?ref_=bo_yld_table_153,2002,"['Drama', 'Mystery', 'Romance', 'Thriller']",Drama,Mystery,Romance,Thriller,,,,
553,Far from Heaven,https://www.boxofficemojo.com/release/rl3478160897/?ref_=bo_yld_table_154,2002,['Drama'],Drama,,,,,,,
554,Sorority Boys,https://www.boxofficemojo.com/release/rl2339407361/?ref_=bo_yld_table_155,2002,['Comedy'],Comedy,,,,,,,
555,Possession,https://www.boxofficemojo.com/release/rl1718322689/?ref_=bo_yld_table_156,2002,"['Drama', 'Mystery', 'Romance']",Drama,Mystery,Romance,,,,,
556,S1m0ne,https://www.boxofficemojo.com/release/rl1148290561/?ref_=bo_yld_table_157,2002,"['Comedy', 'Drama', 'Sci-Fi']",Comedy,Drama,Sci-Fi,,,,,
557,The Shipping News,https://www.boxofficemojo.com/release/rl963741185/?ref_=bo_yld_table_158,2002,['Drama'],Drama,,,,,,,
558,Behind Enemy Lines,https://www.boxofficemojo.com/release/rl1380222465/?ref_=bo_yld_table_159,2002,"['Action', 'Drama', 'Thriller', 'War']",Action,Drama,Thriller,War,,,,
559,The Importance of Being Earnest,https://www.boxofficemojo.com/release/rl1113294337/?ref_=bo_yld_table_160,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
560,Death to Smoochy,https://www.boxofficemojo.com/release/rl4148987393/?ref_=bo_yld_table_161,2002,"['Comedy', 'Crime', 'Drama', 'Thriller']",Comedy,Crime,Drama,Thriller,,,,
561,Joe Somebody,https://www.boxofficemojo.com/release/rl1918731777/?ref_=bo_yld_table_162,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
562,Star Wars: Episode II - Attack of the Clones other version,https://www.boxofficemojo.com/release/rl561350145/?ref_=bo_yld_table_163,2002,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Action,Adventure,Fantasy,Sci-Fi,,,,
563,Not Another Teen Movie,https://www.boxofficemojo.com/release/rl2187822593/?ref_=bo_yld_table_164,2002,['Comedy'],Comedy,,,,,,,
564,Shackleton's Antarctic Adventure,https://www.boxofficemojo.com/release/rl2557380097/?ref_=bo_yld_table_165,2002,"['Documentary', 'Short']",Documentary,Short,,,,,,
565,Big Trouble,https://www.boxofficemojo.com/release/rl1766295041/?ref_=bo_yld_table_166,2002,"['Comedy', 'Crime', 'Thriller']",Comedy,Crime,Thriller,,,,,
566,Trapped,https://www.boxofficemojo.com/release/rl2893514241/?ref_=bo_yld_table_167,2002,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
567,Kissing Jessica Stein,https://www.boxofficemojo.com/release/rl2572977665/?ref_=bo_yld_table_168,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
568,Moonlight Mile,https://www.boxofficemojo.com/release/rl1483048449/?ref_=bo_yld_table_169,2002,"['Drama', 'Romance']",Drama,Romance,,,,,,
569,Spider-Man/Men in Black II,https://www.boxofficemojo.com/release/rl695436801/?ref_=bo_yld_table_170,2002,,,,,,,,,
570,Femme Fatale,https://www.boxofficemojo.com/release/rl1934853633/?ref_=bo_yld_table_171,2002,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
571,The Rules of Attraction,https://www.boxofficemojo.com/release/rl3396109825/?ref_=bo_yld_table_172,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
572,Impostor,https://www.boxofficemojo.com/release/rl1163625985/?ref_=bo_yld_table_173,2002,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Drama,Mystery,Sci-Fi,Thriller,,,,
573,Deuces Wild,https://www.boxofficemojo.com/release/rl1783596545/?ref_=bo_yld_table_174,2002,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
574,Iris,https://www.boxofficemojo.com/release/rl1801094657/?ref_=bo_yld_table_175,2002,"['Biography', 'Drama', 'Romance']",Biography,Drama,Romance,,,,,
575,Spirited Away,https://www.boxofficemojo.com/release/rl661882369/?ref_=bo_yld_table_176,2002,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",Adventure,Animation,Family,Fantasy,Mystery,,,
576,The Truth About Charlie,https://www.boxofficemojo.com/release/rl947291649/?ref_=bo_yld_table_177,2002,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
577,Slackers,https://www.boxofficemojo.com/release/rl3832645121/?ref_=bo_yld_table_178,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
578,Formula 51,https://www.boxofficemojo.com/release/rl1196590593/?ref_=bo_yld_table_179,2002,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
579,Real Women Have Curves,https://www.boxofficemojo.com/release/rl292390401/?ref_=bo_yld_table_180,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
580,Birthday Girl,https://www.boxofficemojo.com/release/rl1011123713/?ref_=bo_yld_table_181,2002,"['Comedy', 'Crime', 'Thriller']",Comedy,Crime,Thriller,,,,,
581,Hollywood Ending,https://www.boxofficemojo.com/release/rl3948512769/?ref_=bo_yld_table_182,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
582,Extreme Ops,https://www.boxofficemojo.com/release/rl3092284929/?ref_=bo_yld_table_183,2002,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,
583,Igby Goes Down,https://www.boxofficemojo.com/release/rl291210753/?ref_=bo_yld_table_184,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
584,Adaptation.,https://www.boxofficemojo.com/release/rl2000717313/?ref_=bo_yld_table_185,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
585,Italian for Beginners,https://www.boxofficemojo.com/release/rl3176826369/?ref_=bo_yld_table_186,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
586,The Adventures of Pluto Nash,https://www.boxofficemojo.com/release/rl745244161/?ref_=bo_yld_table_187,2002,"['Action', 'Comedy', 'Sci-Fi']",Action,Comedy,Sci-Fi,,,,,
587,Lantana,https://www.boxofficemojo.com/release/rl1969194497/?ref_=bo_yld_table_188,2002,"['Drama', 'Mystery', 'Romance']",Drama,Mystery,Romance,,,,,
588,Enigma,https://www.boxofficemojo.com/release/rl3763439105/?ref_=bo_yld_table_189,2002,"['Drama', 'Mystery', 'Romance', 'Thriller', 'War']",Drama,Mystery,Romance,Thriller,War,,,
589,The Crime of Padre Amaro,https://www.boxofficemojo.com/release/rl1666287105/?ref_=bo_yld_table_190,2002,"['Drama', 'Romance']",Drama,Romance,,,,,,
590,The Other Side of Heaven,https://www.boxofficemojo.com/release/rl644449793/?ref_=bo_yld_table_191,2002,"['Adventure', 'Biography', 'Drama']",Adventure,Biography,Drama,,,,,
591,Séraphin: un homme et son péché,https://www.boxofficemojo.com/release/rl1483638273/?ref_=bo_yld_table_192,2002,['Drama'],Drama,,,,,,,
592,Men with Brooms,https://www.boxofficemojo.com/release/rl241337857/?ref_=bo_yld_table_193,2002,"['Comedy', 'Drama', 'Romance', 'Sport']",Comedy,Drama,Romance,Sport,,,,
593,Lovely & Amazing,https://www.boxofficemojo.com/release/rl341870081/?ref_=bo_yld_table_194,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
594,Ultimate X: The Movie,https://www.boxofficemojo.com/release/rl961578497/?ref_=bo_yld_table_195,2002,"['Documentary', 'Sport']",Documentary,Sport,,,,,,
595,Mostly Martha,https://www.boxofficemojo.com/release/rl1197835777/?ref_=bo_yld_table_196,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
596,Secretary,https://www.boxofficemojo.com/release/rl644777473/?ref_=bo_yld_table_197,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
597,Antwone Fisher,https://www.boxofficemojo.com/release/rl2034402817/?ref_=bo_yld_table_198,2002,"['Biography', 'Drama']",Biography,Drama,,,,,,
598,T-Rex: Back to the Cretaceous,https://www.boxofficemojo.com/release/rl2423752193/?ref_=bo_yld_table_199,2002,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
599,Thirteen Conversations About One Thing,https://www.boxofficemojo.com/release/rl474056193/?ref_=bo_yld_table_200,2002,['Drama'],Drama,,,,,,,
600,Finding Nemo,https://www.boxofficemojo.com/release/rl2723382785/?ref_=bo_yld_table_1,2003,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Animation,Comedy,Family,,,,
601,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.boxofficemojo.com/release/rl4134045185/?ref_=bo_yld_table_2,2003,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
602,The Matrix Reloaded,https://www.boxofficemojo.com/release/rl4167271937/?ref_=bo_yld_table_3,2003,"['Action', 'Sci-Fi']",Action,Sci-Fi,,,,,,
603,The Lord of the Rings: The Return of the King,https://www.boxofficemojo.com/release/rl4251026945/?ref_=bo_yld_table_4,2003,"['Adventure', 'Drama', 'Fantasy']",Adventure,Drama,Fantasy,,,,,
604,Bruce Almighty,https://www.boxofficemojo.com/release/rl3142157825/?ref_=bo_yld_table_5,2003,"['Comedy', 'Drama', 'Fantasy']",Comedy,Drama,Fantasy,,,,,
605,X2: X-Men United,https://www.boxofficemojo.com/release/rl1736082945/?ref_=bo_yld_table_6,2003,"['Action', 'Sci-Fi', 'Thriller']",Action,Sci-Fi,Thriller,,,,,
606,Elf,https://www.boxofficemojo.com/release/rl1263633921/?ref_=bo_yld_table_7,2003,"['Comedy', 'Family', 'Fantasy', 'Romance']",Comedy,Family,Fantasy,Romance,,,,
607,Chicago,https://www.boxofficemojo.com/release/rl1816888833/?ref_=bo_yld_table_8,2003,"['Comedy', 'Crime', 'Musical']",Comedy,Crime,Musical,,,,,
608,Terminator 3: Rise of the Machines,https://www.boxofficemojo.com/release/rl3413476865/?ref_=bo_yld_table_9,2003,"['Action', 'Sci-Fi']",Action,Sci-Fi,,,,,,
609,Bad Boys II,https://www.boxofficemojo.com/release/rl1732609537/?ref_=bo_yld_table_10,2003,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
610,The Matrix Revolutions,https://www.boxofficemojo.com/release/rl4234380801/?ref_=bo_yld_table_11,2003,"['Action', 'Sci-Fi']",Action,Sci-Fi,,,,,,
