photoimage,actorname,actorimdb,dateofbirth,placeofbirth,minibio,trivia,race,gender,Domestic
,Keith Scholey,http://www.imdb.com/name/nm0774582/,,,,,,,1
,Kelly Asbury,http://www.imdb.com/name/nm0038432/,,,,,,,1
,Ken Kwapis,http://www.imdb.com/name/nm0477129/,,,,,,,1
,Ken Scott,http://www.imdb.com/name/nm0779433/,,,,,,,1
,Kenneth Branagh,http://www.imdb.com/name/nm0000110/,,,,,,,1
,Kenny Ortega,http://www.imdb.com/name/nm0650905/,,,,,,,1
,Kent Alterman,http://www.imdb.com/name/nm0022768/,,,,,,,1
,Kerry Conran,http://www.imdb.com/name/nm0175775/,,,,,,,1
,Kevin Allen,http://www.imdb.com/name/nm0020728/,,,,,,,1
,Kevin Bray,http://www.imdb.com/name/nm0106230/,,,,,,,1
,Kevin Greutert,http://www.imdb.com/name/nm0340436/,,,,,,,1
,Kevin Lima,http://www.imdb.com/name/nm0510674/,,,,,,,1
,Kevin Macdonald,http://www.imdb.com/name/nm0531817/,,,,,,,1
,Kevin McAfee,http://www.imdb.com/name/nm1349523/,,,,,,,1
,Kevin Munroe,http://www.imdb.com/name/nm1083489/,,,,,,,1
,Kevin Reynolds,http://www.imdb.com/name/nm0721817/,,,,,,,1
,Kevin Rodney Sullivan,http://www.imdb.com/name/nm0838198/,,,,,,,1
,Kevin Smith,http://www.imdb.com/name/nm0003620/,,,,,,,1
,Kevin Spacey,http://www.imdb.com/name/nm0000228/,,,,,,,1
,Kevin Tancharoen,http://www.imdb.com/name/nm1160495/,,,,,,,1
,Ki-duk Kim,http://www.imdb.com/name/nm1104118/,,,,,,,0
,Kimberly Peirce,http://www.imdb.com/name/nm0005303/,,,,,,,1
,Kirk De Micco,http://www.imdb.com/name/nm0210320/,,,,,,,1
,Kirk Jones,http://www.imdb.com/name/nm0428600/,,,,,,,1
,Kirk Wise,http://www.imdb.com/name/nm0936374/,,,,,,,1
,Kirsten Sheridan,http://www.imdb.com/name/nm0792202/,,,,,,,1
,Klay Hall,http://www.imdb.com/name/nm0355806/,,,,,,,1
,Kris Pearn,http://www.imdb.com/name/nm2329165/,,,,,,,1
,Kristopher Belman,http://www.imdb.com/name/nm2844886/,,,,,,,1
,Kurt Wimmer,http://www.imdb.com/name/nm0934483/,,,,,,,1
,Kyle Balda,http://www.imdb.com/name/nm0049633/,,,,,,,1
,Lajos Koltai,http://www.imdb.com/name/nm0005759/,,,,,,,1
,Lake Bell,http://www.imdb.com/name/nm1128572/,,,,,,,1
,Lana Wachowski,http://www.imdb.com/name/nm0905154/,,,,,,,1
,Lance Rivera,http://www.imdb.com/name/nm1457166/,,,,,,,1
,Larry Charles,http://www.imdb.com/name/nm0153078/,,,,,,,1
,Lars von Trier,http://www.imdb.com/name/nm0001885/,,,,,,,0
,Lasse Hallstr?m,http://www.imdb.com/name/nm0002120/,,,,,,,1
,Laura Lau,http://www.imdb.com/name/nm0490582/,,,,,,,1
,Laura Poitras,http://www.imdb.com/name/nm0688636/,,,,,,,1
,Lauren Greenfield,http://www.imdb.com/name/nm1132362/,,,,,,,1
,Laurence Dunmore,http://www.imdb.com/name/nm1461380/,,,,,,,0
,Laurent Cantet,http://www.imdb.com/name/nm0134559/,,,,,,,0
,Lawrence Guterman,http://www.imdb.com/name/nm0349183/,,,,,,,1
,Lee Daniels,http://www.imdb.com/name/nm0200005/,,,,,,,1
,Lee Hirsch,http://www.imdb.com/name/nm1097276/,,,,,,,1
,Lee Sternthal,http://www.imdb.com/name/nm1600872/,,,,,,,1
,Lee Tamahori,http://www.imdb.com/name/nm0848414/,,,,,,,1
,Lee Toland Krieger,http://www.imdb.com/name/nm1767218/,,,,,,,1
,Lee Unkrich,http://www.imdb.com/name/nm0881279/,,,,,,,1
,Leigh Whannell,http://www.imdb.com/name/nm1191481/,,,,,,,1
,Len Wiseman,http://www.imdb.com/name/nm0936482/,,,,,,,1
,Lenny Abrahamson,http://www.imdb.com/name/nm1049433/,,,,,,,0
,Leon Ichaso,http://www.imdb.com/name/nm0406687/,,,,,,,1
,Leonardo Defilippis,http://www.imdb.com/name/nm0991612/,,,,,,,1
,Les Mayfield,http://www.imdb.com/name/nm0562645/,,,,,,,1
,Leslie Small,http://www.imdb.com/name/nm0806492/,,,,,,,1
,Levan Gabriadze,http://www.imdb.com/name/nm0300174/,,,,,,,1
,Lexi Alexander,http://www.imdb.com/name/nm0591994/,,,,,,,1
,Liam Lynch,http://www.imdb.com/name/nm0528381/,,,,,,,1
,Liev Schreiber,http://www.imdb.com/name/nm0000630/,,,,,,,1
,Lilly Wachowski,http://www.imdb.com/name/nm0905152/,,,,,,,1
,Lisa Cholodenko,http://www.imdb.com/name/nm0158966/,,,,,,,1
,Lisa Leeman,http://www.imdb.com/name/nm0498658/,,,,,,,1
,Liz Friedlander,http://www.imdb.com/name/nm0295107/,,,,,,,1
,Lone Scherfig,http://www.imdb.com/name/nm0771054/,,,,,,,1
,Lorene Scafaria,http://www.imdb.com/name/nm1032521/,,,,,,,1
,Louis Leterrier,http://www.imdb.com/name/nm0504642/,,,,,,,1
,Luc Besson,http://www.imdb.com/name/nm0000108/,,,,,,,1
,Luc Dardenne,http://www.imdb.com/name/nm0201095/,,,,,,,0
,Luc Jacquet,http://www.imdb.com/name/nm0415207/,,,,,,,0
,Luca Guadagnino,http://www.imdb.com/name/nm0345174/,,,,,,,0
,Luigi Falorni,http://www.imdb.com/name/nm0266510/,,,,,,,0
,Luke Greenfield,http://www.imdb.com/name/nm0339004/,,,,,,,1
,Lynn Shelton,http://www.imdb.com/name/nm1119645/,,,,,,,1
,Lynne Ramsay,http://www.imdb.com/name/nm0708903/,,,,,,,1
,L¨¢szl¨® Nemes,http://www.imdb.com/name/nm1841577/,,,,,,,0
,L¨¦a Pool,http://www.imdb.com/name/nm0690794/,,,,,,,0
,M. Night Shyamalan,http://www.imdb.com/name/nm0796117/,,,,,,,1
,Mabrouk El Mechri,http://www.imdb.com/name/nm1333798/,,,,,,,1
,Maggie Carey,http://www.imdb.com/name/nm0962849/,,,,,,,1
,Malcolm D. Lee,http://www.imdb.com/name/nm0002700/,,,,,,,1
,Malik Bendjelloul,http://www.imdb.com/name/nm0070594/,,,,,,,0
,Manny Rodriguez,http://www.imdb.com/name/nm0735416/,,,,,,,1
,Marc Abraham,http://www.imdb.com/name/nm0008953/,,,,,,,1
,Marc Forby,http://www.imdb.com/name/nm0285436/,,,,,,,1
,Marc Forster,http://www.imdb.com/name/nm0286975/,,,,,,,1
,Marc Lawrence,http://www.imdb.com/name/nm0492909/,,,,,,,1
,Marc Webb,http://www.imdb.com/name/nm1989536/,,,,,,,1
,Marcel Langenegger,http://www.imdb.com/name/nm2251947/,,,,,,,1
,Marco Schnabel,http://www.imdb.com/name/nm0773605/,,,,,,,1
,Marcos Mart¨ªnez,http://www.imdb.com/name/nm3483756/,,,,,,,1
,Marcos Siega,http://www.imdb.com/name/nm0796864/,,,,,,,1
,Marcus Dunstan,http://www.imdb.com/name/nm1729303/,,,,,,,1
,Marcus Nispel,http://www.imdb.com/name/nm1197971/,,,,,,,1
,Marielle Heller,http://www.imdb.com/name/nm1716636/,,,,,,,1
,Marilyn Agrelo,http://www.imdb.com/name/nm1802009/,,,,,,,1
,Marjane Satrapi,http://www.imdb.com/name/nm2277869/,,,,,,,0
,Mark Achbar,http://www.imdb.com/name/nm0009788/,,,,,,,0
,Mark Andrews,http://www.imdb.com/name/nm0028764/,,,,,,,1
,Mark Burton,http://www.imdb.com/name/nm0123666/,,,,,,,0
,Mark Cowen,http://www.imdb.com/name/nm0184729/,,,,,,,1
,Mark Dindal,http://www.imdb.com/name/nm0227540/,,,,,,,1
,Mark Duplass,http://www.imdb.com/name/nm0243233/,,,,,,,1
,Mark Helfrich,http://www.imdb.com/name/nm0375068/,,,,,,,1
,Mark Herman,http://www.imdb.com/name/nm0379179/,,,,,,,0
,Mark Levin,http://www.imdb.com/name/nm0505662/,,,,,,,1
,Mark Linfield,http://www.imdb.com/name/nm1768412/,,,,,,,1
,Mark Mylod,http://www.imdb.com/name/nm0617042/,,,,,,,1
,Mark Neveldine,http://www.imdb.com/name/nm0004410/,,,,,,,1
,Mark Osborne,http://www.imdb.com/name/nm0651706/,,,,,,,1
,Mark Palansky,http://www.imdb.com/name/nm0657372/,,,,,,,0
,Mark Pellington,http://www.imdb.com/name/nm0671210/,,,,,,,1
,Mark Romanek,http://www.imdb.com/name/nm0738796/,,,,,,,1
,Mark Rosman,http://www.imdb.com/name/nm0743093/,,,,,,,1
,Mark Steven Johnson,http://www.imdb.com/name/nm0425756/,,,,,,,1
,Mark Tonderai,http://www.imdb.com/name/nm0867127/,,,,,,,1
,Mark Vicente,http://www.imdb.com/name/nm0895917/,,,,,,,1
,Mark Waters,http://www.imdb.com/name/nm0914134/,,,,,,,1
,Martha Coolidge,http://www.imdb.com/name/nm0004838/,,,,,,,1
,Martin Campbell,http://www.imdb.com/name/nm0132709/,,,,,,,1
,Martin McDonagh,http://www.imdb.com/name/nm1732981/,,,,,,,0
,Martin Scorsese,http://www.imdb.com/name/nm0000217/,,,,,,,1
,Martin Weisz,http://www.imdb.com/name/nm1170286/,,,,,,,1
,Masahiro Hosoda,http://www.imdb.com/name/nm0396075/,,,,,,,0
,Masayuki Ochiai,http://www.imdb.com/name/nm0643696/,,,,,,,1
,Mastan Alibhai Burmawalla,http://www.imdb.com/name/nm0122217/,,,,,,,0
,Mathieu Kassovitz,http://www.imdb.com/name/nm0440913/,,,,,,,0
,Matt Bettinelli-Olpin,http://www.imdb.com/name/nm2366012/,,,,,,,1
,Matt Maiellaro,http://www.imdb.com/name/nm0537410/,,,,,,,1
,Matt Piedmont,http://www.imdb.com/name/nm0682126/,,,,,,,1
,Matt Reeves,http://www.imdb.com/name/nm0716257/,,,,,,,1
,Matt Russell,http://www.imdb.com/name/nm1634071/,,,,,,,1
,Matt Tyrnauer,http://www.imdb.com/name/nm2961289/,,,,,,,1
,Matthew Dyas,http://www.imdb.com/name/nm3118719/,,,,,,,0
,Matthew O'Callaghan,http://www.imdb.com/name/nm0639965/,,,,,,,1
,Matthew Robinson,http://www.imdb.com/name/nm2816668/,,,,,,,1
,Matthew Vaughn,http://www.imdb.com/name/nm0891216/,,,,,,,1
,Matthew Warchus,http://www.imdb.com/name/nm0911334/,,,,,,,0
,Matthijs van Heijningen Jr.,http://www.imdb.com/name/nm0374048/,,,,,,,1
,Max Joseph,http://www.imdb.com/name/nm3273000/,,,,,,,1
,Max Mayer,http://www.imdb.com/name/nm0562470/,,,,,,,1
,Maya Forbes,http://www.imdb.com/name/nm0285379/,,,,,,,1
,McG,http://www.imdb.com/name/nm0629334/,,,,,,,1
,Mel Gibson,http://www.imdb.com/name/nm0000154/,,,,,,,1
,Mennan Yapo,http://www.imdb.com/name/nm0946327/,,,,,,,1
,Menno Meyjes,http://www.imdb.com/name/nm0583675/,,,,,,,1
,Michael Apted,http://www.imdb.com/name/nm0000776/,,,,,,,1
,Michael Bay,http://www.imdb.com/name/nm0000881/,,,,,,,1
,Michael Caton-Jones,http://www.imdb.com/name/nm0001994/,,,,,,,1
,Michael Cuesta,http://www.imdb.com/name/nm0191147/,,,,,,,1
,Michael D. Olmos,http://www.imdb.com/name/nm0201524/,,,,,,,1
,Michael Davis,http://www.imdb.com/name/nm0205157/,,,,,,,1
,Michael Dougherty,http://www.imdb.com/name/nm1002424/,,,,,,,1
,Michael Dowse,http://www.imdb.com/name/nm0236226/,,,,,,,1
,Michael Haneke,http://www.imdb.com/name/nm0359734/,,,,,,,0
,Michael Hoffman,http://www.imdb.com/name/nm0001355/,,,,,,,1
,Michael J. Bassett,http://www.imdb.com/name/nm1068186/,,,,,,,0
,Michael Lehmann,http://www.imdb.com/name/nm0499724/,,,,,,,1
,Michael Lembeck,http://www.imdb.com/name/nm0501185/,,,,,,,1
,Michael Mann,http://www.imdb.com/name/nm0000520/,,,,,,,1
,Michael Mayer,http://www.imdb.com/name/nm1555287/,,,,,,,1
,Michael McCullers,http://www.imdb.com/name/nm0567112/,,,,,,,1
,Michael Moore,http://www.imdb.com/name/nm0601619/,,,,,,,1
,Michael O. Sajbel,http://www.imdb.com/name/nm0756935/,,,,,,,1
,Michael Patrick King,http://www.imdb.com/name/nm0455078/,,,,,,,1
,Michael Polish,http://www.imdb.com/name/nm0689187/,,,,,,,1
,Michael Radford,http://www.imdb.com/name/nm0705535/,,,,,,,1
,Michael Schultz,http://www.imdb.com/name/nm0776317/,,,,,,,1
,Michael Spierig,http://www.imdb.com/name/nm1294961/,,,,,,,0
,Michael Sucsy,http://www.imdb.com/name/nm1302591/,,,,,,,1
,Michael Tiddes,http://www.imdb.com/name/nm1639277/,,,,,,,1
,Michael Winterbottom,http://www.imdb.com/name/nm0935863/,,,,,,,1
,Micha?l R. Roskam,http://www.imdb.com/name/nm1742427/,,,,,,,1
,Michel Gondry,http://www.imdb.com/name/nm0327273/,,,,,,,1
,Michel Hazanavicius,http://www.imdb.com/name/nm0371890/,,,,,,,0
,Mickey Liddell,http://www.imdb.com/name/nm0509176/,,,,,,,1
,Miguel Arteta,http://www.imdb.com/name/nm0037708/,,,,,,,1
,Miguel Sapochnik,http://www.imdb.com/name/nm0764601/,,,,,,,1
,Mikael H?fstr?m,http://www.imdb.com/name/nm0405632/,,,,,,,1
,Mike Bigelow,http://www.imdb.com/name/nm1600805/,,,,,,,1
,Mike Binder,http://www.imdb.com/name/nm0082802/,,,,,,,1
,Mike Birbiglia,http://www.imdb.com/name/nm1898126/,,,,,,,1
,Mike Clattenburg,http://www.imdb.com/name/nm0154104/,,,,,,,0
,Mike Disa,http://www.imdb.com/name/nm1918538/,,,,,,,1
,Mike Flanagan,http://www.imdb.com/name/nm1093039/,,,,,,,1
,Mike Johnson,http://www.imdb.com/name/nm0425843/,,,,,,,1
,Mike Judge,http://www.imdb.com/name/nm0431918/,,,,,,,1
,Mike Leigh,http://www.imdb.com/name/nm0005139/,,,,,,,0
,Mike McCoy,http://www.imdb.com/name/nm0566788/,,,,,,,1
,Mike Mills,http://www.imdb.com/name/nm0590122/,,,,,,,1
,Mike Mitchell,http://www.imdb.com/name/nm0593610/,,,,,,,1
,Mike Nawrocki,http://www.imdb.com/name/nm1007740/,,,,,,,1
,Mike Newell,http://www.imdb.com/name/nm0001565/,,,,,,,1
,Mike Nichols,http://www.imdb.com/name/nm0001566/,,,,,,,1
,Mike Thurmeier,http://www.imdb.com/name/nm0862211/,,,,,,,1
,Mira Nair,http://www.imdb.com/name/nm0619762/,,,,,,,1
,Miranda July,http://www.imdb.com/name/nm0432380/,,,,,,,1
,Morgan Neville,http://www.imdb.com/name/nm1365879/,,,,,,,1
,Morgan Spurlock,http://www.imdb.com/name/nm1041597/,,,,,,,1
,Mort Nathan,http://www.imdb.com/name/nm0622240/,,,,,,,1
,Morten Tyldum,http://www.imdb.com/name/nm0878763/,,,,,,,1
,M?ns M?rlind,http://www.imdb.com/name/nm0617523/,,,,,,,1
,Nancy Meyers,http://www.imdb.com/name/nm0583600/,,,,,,,1
,Nanette Burstein,http://www.imdb.com/name/nm0123379/,,,,,,,1
,Nat Faxon,http://www.imdb.com/name/nm0269542/,,,,,,,1
,Natalie Portman,http://www.imdb.com/name/nm0000204/,,,,,,,1
,Nathan Frankowski,http://www.imdb.com/name/nm2021984/,,,,,,,1
,Nathan Greno,http://www.imdb.com/name/nm1977355/,,,,,,,1
,Neal Brennan,http://www.imdb.com/name/nm0107366/,,,,,,,1
,Neil Burger,http://www.imdb.com/name/nm1139726/,,,,,,,1
,Neil Jordan,http://www.imdb.com/name/nm0001403/,,,,,,,1
,Neil LaBute,http://www.imdb.com/name/nm0001438/,,,,,,,1
,Neil Marshall,http://www.imdb.com/name/nm0551076/,,,,,,,0
,Neil Nightingale,http://www.imdb.com/name/nm0631473/,,,,,,,1
,Neill Blomkamp,http://www.imdb.com/name/nm0088955/,,,,,,,1
,Nelson McCormick,http://www.imdb.com/name/nm1879589/,,,,,,,1
,Nicholas Hytner,http://www.imdb.com/name/nm0405336/,,,,,,,0
,Nicholas Jarecki,http://www.imdb.com/name/nm1906430/,,,,,,,1
,Nicholas Jasenovec,http://www.imdb.com/name/nm2074328/,,,,,,,1
,Nicholas Stoller,http://www.imdb.com/name/nm0831557/,,,,,,,1
,Nicholaus Goossen,http://www.imdb.com/name/nm0329650/,,,,,,,1
,Nick Cassavetes,http://www.imdb.com/name/nm0001024/,,,,,,,1
,Nick Hamm,http://www.imdb.com/name/nm0358327/,,,,,,,1
,Nick Hurran,http://www.imdb.com/name/nm0403541/,,,,,,,1
,Nick Park,http://www.imdb.com/name/nm0661910/,,,,,,,0
,Nicolas Winding Refn,http://www.imdb.com/name/nm0716347/,,,,,,,1
,Nicole Holofcener,http://www.imdb.com/name/nm0392237/,,,,,,,1
,Niels Arden Oplev,http://www.imdb.com/name/nm0649117/,,,,,,,1
,Nigel Cole,http://www.imdb.com/name/nm0170719/,,,,,,,1
,Niki Caro,http://www.imdb.com/name/nm0138927/,,,,,,,1
,Nikolaj Arcel,http://www.imdb.com/name/nm1064048/,,,,,,,0
,Nima Nourizadeh,http://www.imdb.com/name/nm1294036/,,,,,,,1
,Nimr¨®d Antal,http://www.imdb.com/name/nm0030735/,,,,,,,1
,Nnegest Likk¨¦,http://www.imdb.com/name/nm2104340/,,,,,,,1
,Noah Baumbach,http://www.imdb.com/name/nm0000876/,,,,,,,1
,Noam Murro,http://www.imdb.com/name/nm1729171/,,,,,,,1
,Nobuhiro Suwa,http://www.imdb.com/name/nm0840485/,,,,,,,0
,Nora Ephron,http://www.imdb.com/name/nm0001188/,,,,,,,1
,Olatunde Osunsanmi,http://www.imdb.com/name/nm1069989/,,,,,,,1
,Ole Bornedal,http://www.imdb.com/name/nm0097079/,,,,,,,1
,Oliver Hirschbiegel,http://www.imdb.com/name/nm0386570/,,,,,,,1
,Oliver Parker,http://www.imdb.com/name/nm0662529/,,,,,,,1
,Oliver Schmitz,http://www.imdb.com/name/nm0005628/,,,,,,,0
,Oliver Stone,http://www.imdb.com/name/nm0000231/,,,,,,,1
,Olivier Assayas,http://www.imdb.com/name/nm0000801/,,,,,,,0
,Olivier Dahan,http://www.imdb.com/name/nm0196860/,,,,,,,0
,Olivier Megaton,http://www.imdb.com/name/nm0576298/,,,,,,,0
,Olivier Nakache,http://www.imdb.com/name/nm0619923/,,,,,,,0
,Oren Moverman,http://www.imdb.com/name/nm0610219/,,,,,,,1
,Oren Peli,http://www.imdb.com/name/nm2305431/,,,,,,,1
,Oxide Chun Pang,http://www.imdb.com/name/nm0161152/,,,,,,,1
,P.J. Hogan,http://www.imdb.com/name/nm0389591/,,,,,,,1
,Pablo Larra¨ªn,http://www.imdb.com/name/nm1883257/,,,,,,,0
,Paola di Florio,http://www.imdb.com/name/nm0223814/,,,,,,,1
,Paolo Sorrentino,http://www.imdb.com/name/nm0815204/,,,,,,,0
,Pascal Vuong,http://www.imdb.com/name/nm0904449/,,,,,,,0
,Patrice Leconte,http://www.imdb.com/name/nm0496312/,,,,,,,0
,Patricia Riggen,http://www.imdb.com/name/nm0726638/,,,,,,,1
,Patricia Rozema,http://www.imdb.com/name/nm0005390/,,,,,,,1
,Patrick Creadon,http://www.imdb.com/name/nm0187091/,,,,,,,1
,Patrick Doughtie,http://www.imdb.com/name/nm3459865/,,,,,,,1
,Patrick Hughes,http://www.imdb.com/name/nm0400850/,,,,,,,1
,Patrick Lussier,http://www.imdb.com/name/nm0527261/,,,,,,,1
,Patrick Stettner,http://www.imdb.com/name/nm0828099/,,,,,,,1
,Patrick Tatopoulos,http://www.imdb.com/name/nm0851281/,,,,,,,1
,Patrik Forsberg,http://www.imdb.com/name/nm1158962/,,,,,,,1
,Paul Abascal,http://www.imdb.com/name/nm0007708/,,,,,,,1
,Paul Andrew Williams,http://www.imdb.com/name/nm1440314/,,,,,,,0
,Paul Bolger,http://www.imdb.com/name/nm0092959/,,,,,,,1
,Paul Feig,http://www.imdb.com/name/nm0082450/,,,,,,,1
,Paul Greengrass,http://www.imdb.com/name/nm0339030/,,,,,,,1
,Paul Haggis,http://www.imdb.com/name/nm0353673/,,,,,,,1
,Paul Johansson,http://www.imdb.com/name/nm0424035/,,,,,,,1
,Paul King,http://www.imdb.com/name/nm1653753/,,,,,,,0
,Paul McGuigan,http://www.imdb.com/name/nm0006476/,,,,,,,1
,Paul Provenza,http://www.imdb.com/name/nm0699037/,,,,,,,1
,Paul Thomas Anderson,http://www.imdb.com/name/nm0000759/,,,,,,,1
,Paul Tibbitt,http://www.imdb.com/name/nm1196684/,,,,,,,1
,Paul Verhoeven,http://www.imdb.com/name/nm0000682/,,,,,,,0
,Paul W.S. Anderson,http://www.imdb.com/name/nm0027271/,,,,,,,1
,Paul Weiland,http://www.imdb.com/name/nm0917992/,,,,,,,1
,Paul Weitz,http://www.imdb.com/name/nm0919369/,,,,,,,1
,Pawel Pawlikowski,http://www.imdb.com/name/nm0667734/,,,,,,,0
,Pedro Almod¨®var,http://www.imdb.com/name/nm0000264/,,,,,,,0
,Pedro Pablo Ibarra,http://www.imdb.com/name/nm0950426/,,,,,,,0
,Pete Docter,http://www.imdb.com/name/nm0230032/,,,,,,,1
,Pete Travis,http://www.imdb.com/name/nm0871428/,,,,,,,1
,Peter Berg,http://www.imdb.com/name/nm0000916/,,,,,,,1
,Peter Billingsley,http://www.imdb.com/name/nm0082526/,,,,,,,1
,Peter Bratt,http://www.imdb.com/name/nm0105571/,,,,,,,1
,Peter Cattaneo,http://www.imdb.com/name/nm0146341/,,,,,,,1
,Peter Chelsom,http://www.imdb.com/name/nm0155093/,,,,,,,1
,Peter Cornwell,http://www.imdb.com/name/nm1433996/,,,,,,,1
,Peter Farrelly,http://www.imdb.com/name/nm0268380/,,,,,,,1
,Peter Hedges,http://www.imdb.com/name/nm0373282/,,,,,,,1
,Peter Hewitt,http://www.imdb.com/name/nm0382072/,,,,,,,1
,Peter Howitt,http://www.imdb.com/name/nm0398185/,,,,,,,0
,Peter Hyams,http://www.imdb.com/name/nm0001382/,,,,,,,1
,Peter Jackson,http://www.imdb.com/name/nm0001392/,,,,,,,1
,Peter Landesman,http://www.imdb.com/name/nm1481618/,,,,,,,1
,Peter Lepeniotis,http://www.imdb.com/name/nm0503259/,,,,,,,0
,Peter Lord,http://www.imdb.com/name/nm0520485/,,,,,,,1
,Peter Ramsey,http://www.imdb.com/name/nm0709056/,,,,,,,1
,Peter Segal,http://www.imdb.com/name/nm0781842/,,,,,,,1
,Peter Sohn,http://www.imdb.com/name/nm0812307/,,,,,,,1
,Peter Sollett,http://www.imdb.com/name/nm0813164/,,,,,,,1
,Peter Spierig,http://www.imdb.com/name/nm1294962/,,,,,,,0
,Peter Webber,http://www.imdb.com/name/nm0916424/,,,,,,,1
,Peter Weir,http://www.imdb.com/name/nm0001837/,,,,,,,1
,Peyton Reed,http://www.imdb.com/name/nm0715636/,,,,,,,1
,Phil Joanou,http://www.imdb.com/name/nm0423333/,,,,,,,1
,Phil Lord,http://www.imdb.com/name/nm0520488/,,,,,,,1
,Phil Morrison,http://www.imdb.com/name/nm0607275/,,,,,,,1
,Phil Traill,http://www.imdb.com/name/nm1288766/,,,,,,,1
,Philip G. Atwell,http://www.imdb.com/name/nm0041161/,,,,,,,1
,Philip Kaufman,http://www.imdb.com/name/nm0442241/,,,,,,,1
,Philippe Claudel,http://www.imdb.com/name/nm1061623/,,,,,,,0
,Philippe Falardeau,http://www.imdb.com/name/nm0265852/,,,,,,,1
,Phillip Noyce,http://www.imdb.com/name/nm0637518/,,,,,,,1
,Phyllida Lloyd,http://www.imdb.com/name/nm1630273/,,,,,,,1
,Pierre Coffin,http://www.imdb.com/name/nm1853544/,,,,,,,1
,Pierre Falardeau,http://www.imdb.com/name/nm0265853/,,,,,,,0
,Pierre Morel,http://www.imdb.com/name/nm0603628/,,,,,,,1
,Pierre Salvadori,http://www.imdb.com/name/nm0759270/,,,,,,,0
,Pieter Jan Brugge,http://www.imdb.com/name/nm0115764/,,,,,,,1
,Pitof,http://www.imdb.com/name/nm0685759/,,,,,,,1
,Prachya Pinkaew,http://www.imdb.com/name/nm1272773/,,,,,,,0
,Prakash Jha,http://www.imdb.com/name/nm0422552/,,,,,,,0
,Preston A. Whitmore II,http://www.imdb.com/name/nm0926211/,,,,,,,1
,Quentin Tarantino,http://www.imdb.com/name/nm0000233/,,,,,,,1
,R.J. Cutler,http://www.imdb.com/name/nm0191712/,,,,,,,1
,RZA,http://www.imdb.com/name/nm0753526/,,,,,,,1
,Raja Gosnell,http://www.imdb.com/name/nm0331532/,,,,,,,1
,Rajkumar Hirani,http://www.imdb.com/name/nm0386246/,,,,,,,0
,Rakesh Roshan,http://www.imdb.com/name/nm0004363/,,,,,,,0
,Rakeysh Omprakash Mehra,http://www.imdb.com/name/nm1018493/,,,,,,,0
,Rama Burshtein,http://www.imdb.com/name/nm5112815/,,,,,,,0
,Raman Hui,http://www.imdb.com/name/nm0401203/,,,,,,,1
,Ramin Bahrani,http://www.imdb.com/name/nm1023919/,,,,,,,1
,Randall Miller,http://www.imdb.com/name/nm0589168/,,,,,,,1
,Randall Wallace,http://www.imdb.com/name/nm0908824/,,,,,,,1
,Ravi Patel,http://www.imdb.com/name/nm2201027/,,,,,,,1
,Rawson Marshall Thurber,http://www.imdb.com/name/nm1098493/,,,,,,,1
,Raymond De Felitta,http://www.imdb.com/name/nm0208343/,,,,,,,1
,Reema Kagti,http://www.imdb.com/name/nm1030373/,,,,,,,0
,Renny Harlin,http://www.imdb.com/name/nm0001317/,,,,,,,1
,Rian Johnson,http://www.imdb.com/name/nm0426059/,,,,,,,1
,Ric Roman Waugh,http://www.imdb.com/name/nm0006846/,,,,,,,1
,Ricardo de Montreuil,http://www.imdb.com/name/nm1662693/,,,,,,,0
,Rich Christiano,http://www.imdb.com/name/nm0160126/,,,,,,,1
,Rich Moore,http://www.imdb.com/name/nm0601781/,,,,,,,1
,Richard Curtis,http://www.imdb.com/name/nm0193485/,,,,,,,0
,Richard Donner,http://www.imdb.com/name/nm0001149/,,,,,,,1
,Richard Eyre,http://www.imdb.com/name/nm0264236/,,,,,,,0
,Richard Glatzer,http://www.imdb.com/name/nm0322144/,,,,,,,1
,Richard J. Lewis,http://www.imdb.com/name/nm0003557/,,,,,,,0
,Richard Kelly,http://www.imdb.com/name/nm0446819/,,,,,,,1
,Richard LaGravenese,http://www.imdb.com/name/nm0481418/,,,,,,,1
,Richard Linklater,http://www.imdb.com/name/nm0000500/,,,,,,,1
,Richard Loncraine,http://www.imdb.com/name/nm0518644/,,,,,,,1
,Richard Press,http://www.imdb.com/name/nm0696236/,,,,,,,1
,Richard Robbins,http://www.imdb.com/name/nm0730446/,,,,,,,1
,Richard Shepard,http://www.imdb.com/name/nm0791672/,,,,,,,1
,Richard Starzak,http://www.imdb.com/name/nm0326450/,,,,,,,0
,Rick Famuyiwa,http://www.imdb.com/name/nm0266622/,,,,,,,1
,Ricki Stern,http://www.imdb.com/name/nm0827830/,,,,,,,1
,Ricky Gervais,http://www.imdb.com/name/nm0315041/,,,,,,,1
,Ridley Scott,http://www.imdb.com/name/nm0000631/,,,,,,,1
,Rik Swartzwelder,http://www.imdb.com/name/nm1270318/,,,,,,,1
,Ritesh Batra,http://www.imdb.com/name/nm3592235/,,,,,,,0
,Rob Bowman,http://www.imdb.com/name/nm0101385/,,,,,,,1
,Rob Cohen,http://www.imdb.com/name/nm0003418/,,,,,,,1
,Rob Hardy,http://www.imdb.com/name/nm0362734/,,,,,,,1
,Rob Letterman,http://www.imdb.com/name/nm1224299/,,,,,,,1
,Rob Marshall,http://www.imdb.com/name/nm0551128/,,,,,,,1
