,year,imdbcrewcastlink,imdbfilmtitle,imdbfilmlink,bomtitle,bomlink,descriptor1,descriptor2,descriptor3,NumOwnFilms(past five years),NumOfTwoCommonCategoriesOwnFilms(past five years),NumFeatureMovies(past five years),NumCommonFeatureMovies(past five years)
361,2004,http://www.imdb.com/name/nm1498640/,Born Into Brothels: Calcutta's Red Light Kids,http://www.imdb.com/title/tt0388789/,Born Into Brothels,http://www.boxofficemojo.com/movies/?id=bornintobrothels.htm,documentary,biography,news,1,1,17593.0,0.0
362,2005,http://www.imdb.com/name/nm0000487/,Brokeback Mountain,http://www.imdb.com/title/tt0388795/,Brokeback Mountain,http://www.boxofficemojo.com/movies/?id=brokebackmountain.htm,drama,romance,,4,1,18909.0,798.0
363,2005,http://www.imdb.com/name/nm0000200/,The Greatest Game Ever Played,http://www.imdb.com/title/tt0388980/,The Greatest Game Ever Played,http://www.boxofficemojo.com/movies/?id=greatestgameeverplayed.htm,biography,drama,history,2,1,18909.0,133.0
364,2004,http://www.imdb.com/name/nm0672769/,Riding Giants,http://www.imdb.com/title/tt0389326/,Riding Giants,http://www.boxofficemojo.com/movies/?id=ridinggiants.htm,documentary,history,sport,3,2,17593.0,0.0
365,2006,http://www.imdb.com/name/nm0000682/,Black Book,http://www.imdb.com/title/tt0389557/,Black Book,http://www.boxofficemojo.com/movies/?id=blackbook.htm,drama,thriller,war,2,1,20423.0,240.0
366,2007,http://www.imdb.com/name/nm1720541/,30 Days of Night,http://www.imdb.com/title/tt0389722/,30 Days of Night,http://www.boxofficemojo.com/movies/?id=30daysofnight.htm,action,horror,thriller,6,1,22095.0,59.0
367,2007,http://www.imdb.com/name/nm0971239/,Bee Movie,http://www.imdb.com/title/tt0389790/,Bee Movie,http://www.boxofficemojo.com/movies/?id=beemovie.htm,animation,adventure,comedy,3,3,22095.0,105.0
368,2004,http://www.imdb.com/name/nm1509943/,Camping sauvage,http://www.imdb.com/title/tt0389831/,Camping Sauvage,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,comedy,crime,,2,1,17593.0,246.0
369,2004,http://www.imdb.com/name/nm0239788/,Camping sauvage,http://www.imdb.com/title/tt0389831/,Camping Sauvage,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,comedy,crime,,1,1,17593.0,246.0
370,2004,http://www.imdb.com/name/nm0503204/,Camping sauvage,http://www.imdb.com/title/tt0389831/,Camping Sauvage,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,comedy,crime,,2,1,17593.0,246.0
371,2006,http://www.imdb.com/name/nm0178997/,Click,http://www.imdb.com/title/tt0389860/,Click,http://www.boxofficemojo.com/movies/?id=click.htm,comedy,drama,fantasy,2,1,20423.0,1531.0
372,2004,http://www.imdb.com/name/nm0000916/,Friday Night Lights - Touchdown am Freitag,http://www.imdb.com/title/tt0390022/,Friday Night Lights,http://www.boxofficemojo.com/movies/?id=fridaynightlights.htm,action,drama,sport,4,1,17593.0,430.0
373,2004,http://www.imdb.com/name/nm0551358/,Maria Full of Grace,http://www.imdb.com/title/tt0390221/,Maria Full of Grace,http://www.boxofficemojo.com/movies/?id=mariafullofgrace.htm,crime,drama,,1,1,17593.0,492.0
374,2004,http://www.imdb.com/name/nm1503403/,Primer,http://www.imdb.com/title/tt0390384/,Prime,http://www.boxofficemojo.com/movies/?id=prime.htm,drama,sci-fi,thriller,2,2,17593.0,34.0
375,2004,http://www.imdb.com/name/nm1041597/,Super Size Me,http://www.imdb.com/title/tt0390521/,Super Size Me,http://www.boxofficemojo.com/movies/?id=supersizeme.htm,documentary,comedy,drama,1,1,17593.0,0.0
376,2004,http://www.imdb.com/name/nm0636675/,Control Room,http://www.imdb.com/title/tt0391024/,Control Room,http://www.boxofficemojo.com/movies/?id=controlroom.htm,documentary,,,2,0,17593.0,
377,2004,http://www.imdb.com/name/nm1234345/,The Grudge,http://www.imdb.com/title/tt0391198/,The Grudge,http://www.boxofficemojo.com/movies/?id=grudge.htm,horror,mystery,thriller,14,3,17593.0,88.0
378,2005,http://www.imdb.com/name/nm0170719/,A Lot Like Love,http://www.imdb.com/title/tt0391304/,A Lot Like Love,http://www.boxofficemojo.com/movies/?id=lotlikelove.htm,comedy,drama,romance,2,2,18909.0,1418.0
379,2005,http://www.imdb.com/name/nm0141961/,Coach Carter,http://www.imdb.com/title/tt0393162/,Coach Carter,http://www.boxofficemojo.com/movies/?id=coachcarter.htm,biography,drama,sport,6,1,18909.0,133.0
380,2007,http://www.imdb.com/name/nm0288144/,Earth,http://www.imdb.com/title/tt0393597/,Earth (2009),http://www.boxofficemojo.com/movies/?id=earth09.htm,documentary,,,5,0,22095.0,
381,2007,http://www.imdb.com/name/nm1768412/,Earth,http://www.imdb.com/title/tt0393597/,Earth (2009),http://www.boxofficemojo.com/movies/?id=earth09.htm,documentary,,,1,0,22095.0,
382,2006,http://www.imdb.com/name/nm0005367/,The Shaggy Dog,http://www.imdb.com/title/tt0393735/,The Shaggy Dog,http://www.boxofficemojo.com/movies/?id=shaggydog.htm,comedy,family,fantasy,3,1,20423.0,119.0
383,2004,http://www.imdb.com/name/nm0313623/,Hotel Rwanda,http://www.imdb.com/title/tt0395169/,Hotel Rwanda,http://www.boxofficemojo.com/movies/?id=hotelrwanda.htm,biography,drama,history,2,1,17593.0,121.0
384,2005,http://www.imdb.com/name/nm0834893/,The Producers,http://www.imdb.com/title/tt0395251/,The Producers,http://www.boxofficemojo.com/movies/?id=producers.htm,comedy,musical,,1,1,18909.0,38.0
385,2006,http://www.imdb.com/name/nm0335666/,Catch and Release,http://www.imdb.com/title/tt0395495/,Catch and Release,http://www.boxofficemojo.com/movies/?id=catchandrelease.htm,comedy,drama,romance,1,1,20423.0,1531.0
386,2005,http://www.imdb.com/name/nm0957772/,The Devil's Rejects,http://www.imdb.com/title/tt0395584/,The Devil's Rejects,http://www.boxofficemojo.com/movies/?id=devilsrejects.htm,horror,,,4,0,18909.0,
387,2005,http://www.imdb.com/name/nm0788202/,The Pacifier,http://www.imdb.com/title/tt0395699/,The Pacifier,http://www.boxofficemojo.com/movies/?id=pacifier.htm,action,comedy,drama,8,3,18909.0,343.0
388,2005,http://www.imdb.com/name/nm0138927/,North Country,http://www.imdb.com/title/tt0395972/,North Country,http://www.boxofficemojo.com/movies/?id=northcountry.htm,drama,,,4,0,18909.0,
389,2005,http://www.imdb.com/name/nm0229694/,Wedding Crashers,http://www.imdb.com/title/tt0396269/,Wedding Crashers,http://www.boxofficemojo.com/movies/?id=weddingcrashers.htm,comedy,romance,,3,1,18909.0,550.0
390,2007,http://www.imdb.com/name/nm0027459/,Meet the Robinsons,http://www.imdb.com/title/tt0396555/,Meet the Robinsons,http://www.boxofficemojo.com/movies/?id=meettherobinsons.htm,animation,adventure,comedy,1,1,22095.0,105.0
391,2004,http://www.imdb.com/name/nm0959034/,Fat Albert,http://www.imdb.com/title/tt0396592/,Fat Albert,http://www.boxofficemojo.com/movies/?id=fatalbert.htm,animation,comedy,family,3,1,17593.0,46.0
392,2005,http://www.imdb.com/name/nm0299563/,Ice Princess,http://www.imdb.com/title/tt0396652/,Ice Princess,http://www.boxofficemojo.com/movies/?id=iceprincess.htm,comedy,drama,family,6,2,18909.0,1418.0
393,2005,http://www.imdb.com/name/nm0428600/,Nanny McPhee,http://www.imdb.com/title/tt0396752/,Nanny McPhee,http://www.boxofficemojo.com/movies/?id=nannymcphee.htm,comedy,family,fantasy,1,1,18909.0,113.0
394,2007,http://www.imdb.com/name/nm0902290/,Blood and Chocolate,http://www.imdb.com/title/tt0397044/,Blood and Chocolate,http://www.boxofficemojo.com/movies/?id=bloodandchocolate.htm,drama,fantasy,horror,2,1,22095.0,123.0
395,2005,http://www.imdb.com/name/nm1429471/,La maison de cire,http://www.imdb.com/title/tt0397065/,House of Wax,http://www.boxofficemojo.com/movies/?id=houseofwax.htm,horror,thriller,,1,1,18909.0,144.0
396,2006,http://www.imdb.com/name/nm0677953/,Just My Luck,http://www.imdb.com/title/tt0397078/,Just My Luck,http://www.boxofficemojo.com/movies/?id=justmyluck.htm,comedy,fantasy,romance,3,3,20423.0,84.0
397,2005,http://www.imdb.com/name/nm0812200/,The Skeleton Key,http://www.imdb.com/title/tt0397101/,The Skeleton Key,http://www.boxofficemojo.com/movies/?id=skeletonkey.htm,drama,horror,mystery,3,1,18909.0,160.0
398,2006,http://www.imdb.com/name/nm0550881/,Eight Below,http://www.imdb.com/title/tt0397313/,Eight Below,http://www.boxofficemojo.com/movies/?id=antarctica.htm,adventure,drama,family,2,1,20423.0,98.0
399,2005,http://www.imdb.com/name/nm0551128/,Memoirs of a Geisha,http://www.imdb.com/title/tt0397535/,Memoirs of a Geisha,http://www.boxofficemojo.com/movies/?id=memoirsofageisha.htm,drama,romance,,3,1,18909.0,798.0
400,2008,http://www.imdb.com/name/nm0397174/,Bolt,http://www.imdb.com/title/tt0397892/,Bolt,http://www.boxofficemojo.com/movies/?id=bolt.htm,animation,adventure,comedy,1,1,24320.0,117.0
401,2008,http://www.imdb.com/name/nm0930261/,Bolt,http://www.imdb.com/title/tt0397892/,Bolt,http://www.boxofficemojo.com/movies/?id=bolt.htm,animation,adventure,comedy,2,1,24320.0,117.0
402,2005,http://www.imdb.com/name/nm0405632/,Derailed,http://www.imdb.com/title/tt0398017/,Derailed,http://www.boxofficemojo.com/movies/?id=derailed.htm,crime,drama,thriller,5,1,18909.0,493.0
403,2005,http://www.imdb.com/name/nm0781842/,The Longest Yard,http://www.imdb.com/title/tt0398165/,The Longest Yard,http://www.boxofficemojo.com/movies/?id=longestyard05.htm,comedy,crime,sport,4,2,18909.0,232.0
404,2010,http://www.imdb.com/name/nm1977355/,Tangled,http://www.imdb.com/title/tt0398286/,Tangled,http://www.boxofficemojo.com/movies/?id=rapunzel.htm,animation,adventure,comedy,2,2,29769.0,150.0
405,2010,http://www.imdb.com/name/nm0397174/,Tangled,http://www.imdb.com/title/tt0398286/,Tangled,http://www.boxofficemojo.com/movies/?id=rapunzel.htm,animation,adventure,comedy,3,3,29769.0,150.0
406,2005,http://www.imdb.com/name/nm0001661/,Rumor Has It...,http://www.imdb.com/title/tt0398375/,Rumor Has It,http://www.boxofficemojo.com/movies/?id=rumorhasit.htm,comedy,drama,romance,3,2,18909.0,1418.0
407,2005,http://www.imdb.com/name/nm0724938/,Assaut sur le central 13,http://www.imdb.com/title/tt0398712/,Assault on Precinct 13,http://www.boxofficemojo.com/movies/?id=assaultonprecinct13.htm,action,crime,drama,2,1,18909.0,344.0
408,2007,http://www.imdb.com/name/nm0190780/,Bridge to Terabithia,http://www.imdb.com/title/tt0398808/,Bridge to Terabithia,http://www.boxofficemojo.com/movies/?id=bridgetoterabithia.htm,drama,family,fantasy,1,1,22095.0,152.0
409,2004,http://www.imdb.com/name/nm0708371/,Clifford's Really Big Movie,http://www.imdb.com/title/tt0398872/,Clifford's Really Big Movie,http://www.boxofficemojo.com/movies/?id=cliffordsreallybigmovie.htm,animation,adventure,comedy,2,2,17593.0,87.0
410,2005,http://www.imdb.com/name/nm0000343/,A History of Violence,http://www.imdb.com/title/tt0399146/,A History of Violence,http://www.boxofficemojo.com/movies/?id=historyofviolence.htm,crime,drama,thriller,3,2,18909.0,493.0
411,2005,http://www.imdb.com/name/nm0000881/,The Island,http://www.imdb.com/title/tt0399201/,The Island,http://www.boxofficemojo.com/movies/?id=island05.htm,action,sci-fi,thriller,5,1,18909.0,39.0
412,2005,http://www.imdb.com/name/nm0629272/,Lord of War,http://www.imdb.com/title/tt0399295/,Lord of War,http://www.boxofficemojo.com/movies/?id=lordofwar.htm,action,crime,drama,2,1,18909.0,344.0
413,2005,http://www.imdb.com/name/nm0562645/,Le boss,http://www.imdb.com/title/tt0399327/,The Man,http://www.boxofficemojo.com/movies/?id=man.htm,action,comedy,crime,2,1,18909.0,343.0
414,2005,http://www.imdb.com/name/nm1268721/,End of the Spear,http://www.imdb.com/title/tt0399862/,End of the Spear,http://www.boxofficemojo.com/movies/?id=endofthespear.htm,adventure,biography,drama,3,1,18909.0,8.0
415,2004,http://www.imdb.com/name/nm0036802/,What the #$*! Do We (K)now!?,http://www.imdb.com/title/tt0399877/,What the #$*! Do We Know?!,http://www.boxofficemojo.com/movies/?id=whatthe.htm,documentary,comedy,drama,1,1,17593.0,0.0
416,2004,http://www.imdb.com/name/nm0895917/,What the #$*! Do We (K)now!?,http://www.imdb.com/title/tt0399877/,What the #$*! Do We Know?!,http://www.boxofficemojo.com/movies/?id=whatthe.htm,documentary,comedy,drama,1,1,17593.0,0.0
417,2004,http://www.imdb.com/name/nm0153912/,What the #$*! Do We (K)now!?,http://www.imdb.com/title/tt0399877/,What the #$*! Do We Know?!,http://www.boxofficemojo.com/movies/?id=whatthe.htm,documentary,comedy,drama,1,1,17593.0,0.0
418,2004,http://www.imdb.com/name/nm0776317/,Woman Thou Art Loosed,http://www.imdb.com/title/tt0399901/,"Woman, Thou Art Loosed",http://www.boxofficemojo.com/movies/?id=womanthouartloosed.htm,drama,,,16,0,17593.0,
419,2004,http://www.imdb.com/name/nm0194774/,The Five of Us,http://www.imdb.com/title/tt0400400/,Elles etaient cinq,http://www.boxofficemojo.com/movies/?id=ellesetaientcinq.htm,crime,drama,,1,1,17593.0,492.0
420,2005,http://www.imdb.com/name/nm1286340/,Herbie Fully Loaded,http://www.imdb.com/title/tt0400497/,Herbie: Fully Loaded,http://www.boxofficemojo.com/movies/?id=herbie05.htm,adventure,comedy,family,3,1,18909.0,147.0
421,2005,http://www.imdb.com/name/nm0000601/,The Ice Harvest,http://www.imdb.com/title/tt0400525/,The Ice Harvest,http://www.boxofficemojo.com/movies/?id=iceharvest.htm,comedy,crime,drama,2,2,18909.0,232.0
422,2006,http://www.imdb.com/name/nm0820934/,Open Season,http://www.imdb.com/title/tt0400717/,Open Season,http://www.boxofficemojo.com/movies/?id=openseason06.htm,animation,adventure,comedy,2,2,20423.0,108.0
423,2006,http://www.imdb.com/name/nm0191717/,Open Season,http://www.imdb.com/title/tt0400717/,Open Season,http://www.boxofficemojo.com/movies/?id=openseason06.htm,animation,adventure,comedy,2,2,20423.0,108.0
424,2006,http://www.imdb.com/name/nm0021249/,Open Season,http://www.imdb.com/title/tt0400717/,Open Season,http://www.boxofficemojo.com/movies/?id=openseason06.htm,animation,adventure,comedy,2,1,20423.0,108.0
425,2007,http://www.imdb.com/name/nm0773603/,The Diving Bell and the Butterfly,http://www.imdb.com/title/tt0401383/,The Diving Bell and the Butterfly,http://www.boxofficemojo.com/movies/?id=divingbellandthebutterfly.htm,biography,drama,,2,1,22095.0,156.0
426,2006,http://www.imdb.com/name/nm0000631/,A Good Year,http://www.imdb.com/title/tt0401445/,A Good Year,http://www.boxofficemojo.com/movies/?id=goodyear.htm,comedy,drama,romance,4,2,20423.0,1531.0
427,2005,http://www.imdb.com/name/nm0184729/,Magnificent Desolation: Walking on the Moon 3D,http://www.imdb.com/title/tt0401623/,Magnificent Desolation (IMAX),http://www.boxofficemojo.com/movies/?id=magnificentdesolationimax.htm,documentary,animation,short,2,1,18909.0,0.0
428,2006,http://www.imdb.com/name/nm0668247/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,3,3,20423.0,1531.0
429,2006,http://www.imdb.com/name/nm0622112/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,5,1,20423.0,1531.0
430,2006,http://www.imdb.com/name/nm0041474/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,3,2,20423.0,1531.0
431,2006,http://www.imdb.com/name/nm0236313/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,1,1,20423.0,1531.0
432,2006,http://www.imdb.com/name/nm0878756/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,4,2,20423.0,1531.0
433,2006,http://www.imdb.com/name/nm0858680/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,4,1,20423.0,1531.0
434,2006,http://www.imdb.com/name/nm0000127/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,3,1,20423.0,1531.0
435,2006,http://www.imdb.com/name/nm0000367/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,1,1,20423.0,1531.0
436,2006,http://www.imdb.com/name/nm0001054/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,4,2,20423.0,1531.0
437,2006,http://www.imdb.com/name/nm0840485/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,4,1,20423.0,1531.0
438,2006,http://www.imdb.com/name/nm0005628/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,7,2,20423.0,1531.0
439,2006,http://www.imdb.com/name/nm0687913/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,5,1,20423.0,1531.0
440,2006,http://www.imdb.com/name/nm0000801/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,4,2,20423.0,1531.0
441,2006,http://www.imdb.com/name/nm0158984/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,2,2,20423.0,1531.0
442,2006,http://www.imdb.com/name/nm0758574/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,5,1,20423.0,1531.0
443,2006,http://www.imdb.com/name/nm0001053/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,4,2,20423.0,1531.0
444,2006,http://www.imdb.com/name/nm0149446/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,3,3,20423.0,1531.0
445,2006,http://www.imdb.com/name/nm0001814/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,8,1,20423.0,1531.0
446,2006,http://www.imdb.com/name/nm0190859/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,3,1,20423.0,1531.0
447,2006,http://www.imdb.com/name/nm0481418/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,2,1,20423.0,1531.0
448,2006,http://www.imdb.com/name/nm0170043/,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,comedy,drama,romance,6,3,20423.0,1531.0
449,2012,http://www.imdb.com/name/nm0004056/,John Carter,http://www.imdb.com/title/tt0401729/,John Carter,http://www.boxofficemojo.com/movies/?id=johncarterofmars.htm,action,adventure,sci-fi,2,1,35774.0,500.0
450,2005,http://www.imdb.com/name/nm0001675/,Sin City,http://www.imdb.com/title/tt0401792/,Sin City,http://www.boxofficemojo.com/movies/?id=sincity.htm,crime,thriller,,12,2,18909.0,62.0
451,2005,http://www.imdb.com/name/nm0588340/,Sin City,http://www.imdb.com/title/tt0401792/,Sin City,http://www.boxofficemojo.com/movies/?id=sincity.htm,crime,thriller,,1,1,18909.0,62.0
452,2005,http://www.imdb.com/name/nm0000233/,Sin City,http://www.imdb.com/title/tt0401792/,Sin City,http://www.boxofficemojo.com/movies/?id=sincity.htm,crime,thriller,,5,3,18909.0,62.0
453,2006,http://www.imdb.com/name/nm0936482/,Underworld: Evolution,http://www.imdb.com/title/tt0401855/,Underworld: Evolution,http://www.boxofficemojo.com/movies/?id=underworld2.htm,action,adventure,fantasy,4,2,20423.0,304.0
454,2007,http://www.imdb.com/name/nm0712753/,Breach,http://www.imdb.com/title/tt0401997/,Breach,http://www.boxofficemojo.com/movies/?id=breach.htm,biography,crime,drama,2,1,22095.0,26.0
455,2005,http://www.imdb.com/name/nm0476201/,Ãon Flux,http://www.imdb.com/title/tt0402022/,Aeon Flux,http://www.boxofficemojo.com/movies/?id=aeonflux.htm,action,adventure,crime,1,1,18909.0,290.0
456,2005,http://www.imdb.com/name/nm0000517/,The New World,http://www.imdb.com/title/tt0402399/,The New World,http://www.boxofficemojo.com/movies/?id=newworld.htm,biography,drama,history,1,1,18909.0,133.0
457,2005,http://www.imdb.com/name/nm0002120/,Casanova,http://www.imdb.com/title/tt0402894/,Casanova,http://www.boxofficemojo.com/movies/?id=casanova.htm,adventure,comedy,drama,4,1,18909.0,147.0
458,2005,http://www.imdb.com/name/nm0402365/,The Cave,http://www.imdb.com/title/tt0402901/,The Cave,http://www.boxofficemojo.com/movies/?id=cave.htm,action,adventure,horror,3,1,18909.0,290.0
459,2005,http://www.imdb.com/name/nm0102434/,Supercross,http://www.imdb.com/title/tt0403016/,Supercross,http://www.boxofficemojo.com/movies/?id=supercross.htm,action,drama,romance,7,1,18909.0,431.0
460,2005,http://www.imdb.com/name/nm0002700/,Roll Bounce,http://www.imdb.com/title/tt0403455/,Roll Bounce,http://www.boxofficemojo.com/movies/?id=rollbounce.htm,comedy,drama,music,2,1,18909.0,1418.0
461,2005,http://www.imdb.com/name/nm0477129/,The Sisterhood of the Traveling Pants,http://www.imdb.com/title/tt0403508/,The Sisterhood of the Traveling Pants,http://www.boxofficemojo.com/movies/?id=travelingpants.htm,comedy,drama,romance,8,3,18909.0,1418.0
462,2005,http://www.imdb.com/name/nm0201965/,State Property: Blood on the Streets,http://www.imdb.com/title/tt0403537/,State Property 2,http://www.boxofficemojo.com/movies/?id=stateproperty2.htm,musical,action,crime,3,2,18909.0,8.0
463,2009,http://www.imdb.com/name/nm0037708/,Youth in Revolt,http://www.imdb.com/title/tt0403702/,Youth in Revolt,http://www.boxofficemojo.com/movies/?id=youthinrevolt.htm,comedy,drama,romance,5,3,27108.0,2014.0
464,2004,http://www.imdb.com/name/nm1022334/,Yu-Gi-Oh!: The Movie,http://www.imdb.com/title/tt0403703/,Yu-Gi-Oh! The Movie,http://www.boxofficemojo.com/movies/?id=yugioh.htm,animation,action,adventure,2,2,17593.0,58.0
465,2005,http://www.imdb.com/name/nm0000630/,Everything Is Illuminated,http://www.imdb.com/title/tt0404030/,Everything Is Illuminated,http://www.boxofficemojo.com/movies/?id=everythingisilluminated.htm,comedy,drama,,1,1,18909.0,1418.0
466,2005,http://www.imdb.com/name/nm0220600/,The Exorcism of Emily Rose,http://www.imdb.com/title/tt0404032/,The Exorcism of Emily Rose,http://www.boxofficemojo.com/movies/?id=exorcismofemilyrose.htm,drama,horror,thriller,1,1,18909.0,160.0
467,2006,http://www.imdb.com/name/nm0276062/,Little Children,http://www.imdb.com/title/tt0404203/,Little Children,http://www.boxofficemojo.com/movies/?id=littlechildren.htm,drama,romance,,2,1,20423.0,838.0
468,2006,http://www.imdb.com/name/nm0469694/,Running Scared,http://www.imdb.com/title/tt0404390/,Running Scared,http://www.boxofficemojo.com/movies/?id=runningscared05.htm,action,crime,drama,2,1,20423.0,354.0
469,2006,http://www.imdb.com/name/nm0003697/,The Lives of Others,http://www.imdb.com/title/tt0405094/,The Lives of Others,http://www.boxofficemojo.com/movies/?id=livesofothers.htm,drama,mystery,thriller,2,1,20423.0,163.0
470,2004,http://www.imdb.com/name/nm0000142/,Million Dollar Baby,http://www.imdb.com/title/tt0405159/,Million Dollar Baby,http://www.boxofficemojo.com/movies/?id=milliondollarbaby.htm,drama,sport,,5,1,17593.0,29.0
471,2006,http://www.imdb.com/name/nm0000500/,A Scanner Darkly,http://www.imdb.com/title/tt0405296/,A Scanner Darkly,http://www.boxofficemojo.com/movies/?id=scannerdarkly.htm,animation,crime,drama,7,1,20423.0,1.0
472,2005,http://www.imdb.com/name/nm0593610/,Sky High,http://www.imdb.com/title/tt0405325/,Sky High,http://www.boxofficemojo.com/movies/?id=skyhigh.htm,adventure,comedy,family,3,1,18909.0,147.0
473,2008,http://www.imdb.com/name/nm0190860/,Rudo y Cursi,http://www.imdb.com/title/tt0405393/,Rudo Y Cursi,http://www.boxofficemojo.com/movies/?id=rudoycursi.htm,comedy,drama,sport,2,1,24320.0,1750.0
474,2005,http://www.imdb.com/name/nm0031976/,The 40-Year-Old Virgin,http://www.imdb.com/title/tt0405422/,The 40-Year-Old Virgin,http://www.boxofficemojo.com/movies/?id=40yearoldvirgin.htm,comedy,romance,,3,1,18909.0,550.0
475,2006,http://www.imdb.com/name/nm0931730/,The Wild,http://www.imdb.com/title/tt0405469/,The Wild,http://www.boxofficemojo.com/movies/?id=wild.htm,animation,adventure,comedy,1,1,20423.0,108.0
476,2006,http://www.imdb.com/name/nm0001873/,Les fous du roi,http://www.imdb.com/title/tt0405676/,All the King's Men,http://www.boxofficemojo.com/movies/?id=allthekingsmen.htm,drama,thriller,,1,1,20423.0,240.0
477,2005,http://www.imdb.com/name/nm0269463/,Zathura: A Space Adventure,http://www.imdb.com/title/tt0406375/,Zathura,http://www.boxofficemojo.com/movies/?id=zathura.htm,action,adventure,comedy,5,1,18909.0,290.0
478,2008,http://www.imdb.com/name/nm0658837/,The Eye,http://www.imdb.com/title/tt0406759/,The Eye,http://www.boxofficemojo.com/movies/?id=eye07.htm,drama,horror,mystery,2,1,24320.0,225.0
479,2008,http://www.imdb.com/name/nm1219963/,The Eye,http://www.imdb.com/title/tt0406759/,The Eye,http://www.boxofficemojo.com/movies/?id=eye07.htm,drama,horror,mystery,2,1,24320.0,225.0
480,2006,http://www.imdb.com/name/nm0001112/,The Guardian,http://www.imdb.com/title/tt0406816/,The Guardian,http://www.boxofficemojo.com/movies/?id=guardian06.htm,action,adventure,drama,4,3,20423.0,304.0
481,2005,http://www.imdb.com/name/nm0632893/,Pooh's Heffalump Movie,http://www.imdb.com/title/tt0407121/,Pooh's Heffalump Movie,http://www.boxofficemojo.com/movies/?id=poohsheffalumpmovie.htm,animation,comedy,family,1,1,18909.0,47.0
482,2005,http://www.imdb.com/name/nm1053371/,Transamerica,http://www.imdb.com/title/tt0407265/,Transamerica,http://www.boxofficemojo.com/movies/?id=transamerica.htm,adventure,comedy,drama,1,1,18909.0,147.0
483,2005,http://www.imdb.com/name/nm0000229/,War of the Worlds,http://www.imdb.com/title/tt0407304/,War of the Worlds,http://www.boxofficemojo.com/movies/?id=waroftheworlds.htm,adventure,sci-fi,thriller,7,1,18909.0,9.0
