bomtitle,bomlink,year,login_link,imdb_idList,imdb_genre_textList,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
Kingdom Come,https://www.boxofficemojo.com/release/rl1415349761/?ref_=bo_yld_table_97,2001,https://pro.imdb.com/title/tt0246002?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0246002,"['Comedy', 'Drama', 'Family']",Comedy,Drama,Family,,,,,
Two Can Play That Game,https://www.boxofficemojo.com/release/rl1987479041/?ref_=bo_yld_table_98,2001,https://pro.imdb.com/title/tt0269341?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0269341,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Joy Ride,https://www.boxofficemojo.com/release/rl3160245761/?ref_=bo_yld_table_99,2001,https://pro.imdb.com/title/tt0206314?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0206314,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
Valentine,https://www.boxofficemojo.com/release/rl645498369/?ref_=bo_yld_table_100,2001,https://pro.imdb.com/title/tt0242998?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0242998,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
Summer Catch,https://www.boxofficemojo.com/release/rl2708637185/?ref_=bo_yld_table_101,2001,https://pro.imdb.com/title/tt0234829?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0234829,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
The Pledge,https://www.boxofficemojo.com/release/rl862684673/?ref_=bo_yld_table_102,2001,https://pro.imdb.com/title/tt0237572?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0237572,"['Crime', 'Drama', 'Mystery']",Crime,Drama,Mystery,,,,,
Vertical Limit,https://www.boxofficemojo.com/release/rl1702462977/?ref_=bo_yld_table_103,2001,https://pro.imdb.com/title/tt0190865?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0190865,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,,,,,
Saving Silverman,https://www.boxofficemojo.com/release/rl2507113985/?ref_=bo_yld_table_104,2001,https://pro.imdb.com/title/tt0239948?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0239948,"['Comedy', 'Crime', 'Romance']",Comedy,Crime,Romance,,,,,
The Last Castle,https://www.boxofficemojo.com/release/rl1365214721/?ref_=bo_yld_table_105,2001,https://pro.imdb.com/title/tt0272020?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0272020,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,
How High,https://www.boxofficemojo.com/release/rl3176695297/?ref_=bo_yld_table_106,2001,https://pro.imdb.com/title/tt0278488?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0278488,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,
The Glass House,https://www.boxofficemojo.com/release/rl1951696385/?ref_=bo_yld_table_107,2001,https://pro.imdb.com/title/tt0221218?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0221218,"['Crime', 'Drama', 'Mystery']",Crime,Drama,Mystery,,,,,
Kate & Leopold,https://www.boxofficemojo.com/release/rl3244131841/?ref_=bo_yld_table_108,2001,https://pro.imdb.com/title/tt0035423?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0035423,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
Pokémon 3 the Movie: Spell of the Unown,https://www.boxofficemojo.com/release/rl460031489/?ref_=bo_yld_table_109,2001,https://pro.imdb.com/title/tt0235679?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0235679,"['Action', 'Adventure', 'Animation']",Action,Adventure,Animation,,,,,
Rock Star,https://www.boxofficemojo.com/release/rl3194783233/?ref_=bo_yld_table_110,2001,https://pro.imdb.com/title/tt0202470?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0202470,"['Drama', 'Music']",Drama,Music,,,,,,
Max Keeble's Big Move,https://www.boxofficemojo.com/release/rl3965945345/?ref_=bo_yld_table_111,2001,https://pro.imdb.com/title/tt0273799?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0273799,"['Comedy', 'Crime', 'Family']",Comedy,Crime,Family,,,,,
Crazy/Beautiful,https://www.boxofficemojo.com/release/rl1632470529/?ref_=bo_yld_table_112,2001,https://pro.imdb.com/title/tt0250224?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250224,"['Drama', 'Romance']",Drama,Romance,,,,,,
Original Sin,https://www.boxofficemojo.com/release/rl3462825473/?ref_=bo_yld_table_113,2001,https://pro.imdb.com/title/tt0218922?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0218922,"['Drama', 'Mystery', 'Romance']",Drama,Mystery,Romance,,,,,
O,https://www.boxofficemojo.com/release/rl895911425/?ref_=bo_yld_table_114,2001,https://pro.imdb.com/title/tt0184791?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0184791,"['Drama', 'Romance', 'Thriller']",Drama,Romance,Thriller,,,,,
The Majestic,https://www.boxofficemojo.com/release/rl2254472705/?ref_=bo_yld_table_115,2001,https://pro.imdb.com/title/tt0268995?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268995,"['Drama', 'Romance']",Drama,Romance,,,,,,
A Beautiful Mind,https://www.boxofficemojo.com/release/rl21399041/?ref_=bo_yld_table_116,2001,https://pro.imdb.com/title/tt0268978?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268978,"['Biography', 'Drama']",Biography,Drama,,,,,,
Amélie,https://www.boxofficemojo.com/release/rl1430488577/?ref_=bo_yld_table_117,2001,https://pro.imdb.com/title/tt0211915?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0211915,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
3000 Miles to Graceland,https://www.boxofficemojo.com/release/rl2655094273/?ref_=bo_yld_table_118,2001,https://pro.imdb.com/title/tt0233142?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0233142,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
Life as a House,https://www.boxofficemojo.com/release/rl3042870785/?ref_=bo_yld_table_119,2001,https://pro.imdb.com/title/tt0264796?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0264796,['Drama'],Drama,,,,,,,
Iron Monkey,https://www.boxofficemojo.com/release/rl1549436417/?ref_=bo_yld_table_120,2001,https://pro.imdb.com/title/tt0108148?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0108148,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
Dracula 2000,https://www.boxofficemojo.com/release/rl1515095553/?ref_=bo_yld_table_121,2001,https://pro.imdb.com/title/tt0219653?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0219653,"['Action', 'Fantasy', 'Horror', 'Thriller']",Action,Fantasy,Horror,Thriller,,,,
Joe Somebody,https://www.boxofficemojo.com/release/rl1918731777/?ref_=bo_yld_table_122,2001,https://pro.imdb.com/title/tt0279889?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0279889,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Josie and the Pussycats,https://www.boxofficemojo.com/release/rl1214088705/?ref_=bo_yld_table_123,2001,https://pro.imdb.com/title/tt0236348?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0236348,"['Comedy', 'Music']",Comedy,Music,,,,,,
Freddy Got Fingered,https://www.boxofficemojo.com/release/rl3897722369/?ref_=bo_yld_table_124,2001,https://pro.imdb.com/title/tt0240515?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0240515,['Comedy'],Comedy,,,,,,,
The Tailor of Panama,https://www.boxofficemojo.com/release/rl1953859073/?ref_=bo_yld_table_125,2001,https://pro.imdb.com/title/tt0236784?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0236784,"['Comedy', 'Drama', 'Thriller']",Comedy,Drama,Thriller,,,,,
"Dude, Where's My Car?",https://www.boxofficemojo.com/release/rl4065232385/?ref_=bo_yld_table_126,2001,https://pro.imdb.com/title/tt0242423?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0242423,"['Comedy', 'Mystery', 'Sci-Fi']",Comedy,Mystery,Sci-Fi,,,,,
Osmosis Jones,https://www.boxofficemojo.com/release/rl996771329/?ref_=bo_yld_table_127,2001,https://pro.imdb.com/title/tt0181739?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181739,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",Action,Adventure,Animation,Comedy,Crime,Family,Fantasy,Sci-Fi
Out Cold,https://www.boxofficemojo.com/release/rl157910529/?ref_=bo_yld_table_128,2001,https://pro.imdb.com/title/tt0253798?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0253798,"['Comedy', 'Sport']",Comedy,Sport,,,,,,
Tomcats,https://www.boxofficemojo.com/release/rl880248321/?ref_=bo_yld_table_129,2001,https://pro.imdb.com/title/tt0246989?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0246989,['Comedy'],Comedy,,,,,,,
American Outlaws,https://www.boxofficemojo.com/release/rl2722334209/?ref_=bo_yld_table_130,2001,https://pro.imdb.com/title/tt0244000?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0244000,"['Action', 'Western']",Action,Western,,,,,,
Sugar & Spice,https://www.boxofficemojo.com/release/rl2960295425/?ref_=bo_yld_table_131,2001,https://pro.imdb.com/title/tt0186589?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0186589,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
The Gift,https://www.boxofficemojo.com/release/rl945063425/?ref_=bo_yld_table_132,2001,https://pro.imdb.com/title/tt0219699?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0219699,"['Drama', 'Fantasy', 'Horror', 'Mystery']",Drama,Fantasy,Horror,Mystery,,,,
Get Over It,https://www.boxofficemojo.com/release/rl4116022785/?ref_=bo_yld_table_133,2001,https://pro.imdb.com/title/tt0192071?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0192071,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Antitrust,https://www.boxofficemojo.com/release/rl54691329/?ref_=bo_yld_table_134,2001,https://pro.imdb.com/title/tt0218817?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0218817,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
Head Over Heels,https://www.boxofficemojo.com/release/rl2169931265/?ref_=bo_yld_table_135,2001,https://pro.imdb.com/title/tt0192111?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0192111,"['Comedy', 'Mystery', 'Romance']",Comedy,Mystery,Romance,,,,,
The Wash,https://www.boxofficemojo.com/release/rl158893569/?ref_=bo_yld_table_136,2001,https://pro.imdb.com/title/tt0290332?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0290332,['Comedy'],Comedy,,,,,,,
102 Dalmatians,https://www.boxofficemojo.com/release/rl927041025/?ref_=bo_yld_table_137,2001,https://pro.imdb.com/title/tt0211181?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0211181,"['Adventure', 'Comedy', 'Family']",Adventure,Comedy,Family,,,,,
The Royal Tenenbaums,https://www.boxofficemojo.com/release/rl3865871873/?ref_=bo_yld_table_138,2001,https://pro.imdb.com/title/tt0265666?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265666,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
The Deep End,https://www.boxofficemojo.com/release/rl3377235457/?ref_=bo_yld_table_139,2001,https://pro.imdb.com/title/tt0250323?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250323,"['Crime', 'Drama', 'Mystery']",Crime,Drama,Mystery,,,,,
All the Pretty Horses,https://www.boxofficemojo.com/release/rl2624292353/?ref_=bo_yld_table_140,2001,https://pro.imdb.com/title/tt0149624?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0149624,"['Drama', 'Romance', 'Western']",Drama,Romance,Western,,,,,
Ghosts of Mars,https://www.boxofficemojo.com/release/rl3444934145/?ref_=bo_yld_table_141,2001,https://pro.imdb.com/title/tt0228333?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0228333,"['Action', 'Horror', 'Sci-Fi']",Action,Horror,Sci-Fi,,,,,
Pollock,https://www.boxofficemojo.com/release/rl57378305/?ref_=bo_yld_table_142,2001,https://pro.imdb.com/title/tt0183659?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0183659,"['Biography', 'Drama']",Biography,Drama,,,,,,
How the Grinch Stole Christmas,https://www.boxofficemojo.com/release/rl3059189249/?ref_=bo_yld_table_143,2001,https://pro.imdb.com/title/tt0170016?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0170016,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
Shadow of the Vampire,https://www.boxofficemojo.com/release/rl2288944641/?ref_=bo_yld_table_144,2001,https://pro.imdb.com/title/tt0189998?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0189998,"['Drama', 'Horror']",Drama,Horror,,,,,,
The Closet,https://www.boxofficemojo.com/release/rl155878913/?ref_=bo_yld_table_145,2001,https://pro.imdb.com/title/tt0243493?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0243493,['Comedy'],Comedy,,,,,,,
The Curse of the Jade Scorpion,https://www.boxofficemojo.com/release/rl4032464385/?ref_=bo_yld_table_146,2001,https://pro.imdb.com/title/tt0256524?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0256524,"['Comedy', 'Crime', 'Mystery']",Comedy,Crime,Mystery,,,,,
Bones,https://www.boxofficemojo.com/release/rl1413907969/?ref_=bo_yld_table_147,2001,https://pro.imdb.com/title/tt0166110?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0166110,"['Crime', 'Horror']",Crime,Horror,,,,,,
The Forsaken,https://www.boxofficemojo.com/release/rl3159524865/?ref_=bo_yld_table_148,2001,https://pro.imdb.com/title/tt0245120?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245120,"['Action', 'Horror', 'Thriller']",Action,Horror,Thriller,,,,,
CyberWorld,https://www.boxofficemojo.com/release/rl3779954177/?ref_=bo_yld_table_149,2001,https://pro.imdb.com/title/tt0233508?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0233508,"['Animation', 'Short']",Animation,Short,,,,,,
Sexy Beast,https://www.boxofficemojo.com/release/rl2909701633/?ref_=bo_yld_table_150,2001,https://pro.imdb.com/title/tt0203119?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0203119,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
The Man Who Wasn't There,https://www.boxofficemojo.com/release/rl2086897153/?ref_=bo_yld_table_151,2001,https://pro.imdb.com/title/tt0243133?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0243133,"['Crime', 'Drama']",Crime,Drama,,,,,,
Town & Country,https://www.boxofficemojo.com/release/rl1702331905/?ref_=bo_yld_table_152,2001,https://pro.imdb.com/title/tt0141907?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0141907,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Shackleton's Antarctic Adventure,https://www.boxofficemojo.com/release/rl2557380097/?ref_=bo_yld_table_153,2001,https://pro.imdb.com/title/tt0280105?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0280105,"['Documentary', 'Short']",Documentary,Short,,,,,,
One Night at McCool's,https://www.boxofficemojo.com/release/rl2925954561/?ref_=bo_yld_table_154,2001,https://pro.imdb.com/title/tt0203755?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0203755,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Ghost World,https://www.boxofficemojo.com/release/rl3260384769/?ref_=bo_yld_table_155,2001,https://pro.imdb.com/title/tt0162346?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0162346,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Megiddo: The Omega Code 2,https://www.boxofficemojo.com/release/rl962758145/?ref_=bo_yld_table_156,2001,https://pro.imdb.com/title/tt0263728?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0263728,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
Rugrats in Paris: The Movie,https://www.boxofficemojo.com/release/rl3580659201/?ref_=bo_yld_table_157,2001,https://pro.imdb.com/title/tt0213203?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0213203,"['Adventure', 'Animation', 'Comedy']",Adventure,Animation,Comedy,,,,,
You Can Count on Me,https://www.boxofficemojo.com/release/rl2102035969/?ref_=bo_yld_table_158,2001,https://pro.imdb.com/title/tt0203230?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0203230,['Drama'],Drama,,,,,,,
State and Main,https://www.boxofficemojo.com/release/rl2658371073/?ref_=bo_yld_table_159,2001,https://pro.imdb.com/title/tt0120202?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120202,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Mulholland Drive,https://www.boxofficemojo.com/release/rl3680863745/?ref_=bo_yld_table_160,2001,https://pro.imdb.com/title/tt0166924?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0166924,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
Say It Isn't So,https://www.boxofficemojo.com/release/rl2205124097/?ref_=bo_yld_table_161,2001,https://pro.imdb.com/title/tt0239949?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0239949,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Unbreakable,https://www.boxofficemojo.com/release/rl3195438593/?ref_=bo_yld_table_162,2001,https://pro.imdb.com/title/tt0217869?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0217869,"['Drama', 'Mystery', 'Sci-Fi']",Drama,Mystery,Sci-Fi,,,,,
Monkeybone,https://www.boxofficemojo.com/release/rl375752193/?ref_=bo_yld_table_163,2001,https://pro.imdb.com/title/tt0166276?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0166276,"['Animation', 'Comedy', 'Fantasy']",Animation,Comedy,Fantasy,,,,,
Amores Perros,https://www.boxofficemojo.com/release/rl4232283649/?ref_=bo_yld_table_164,2001,https://pro.imdb.com/title/tt0245712?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245712,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
Made,https://www.boxofficemojo.com/release/rl1314948609/?ref_=bo_yld_table_165,2001,https://pro.imdb.com/title/tt0227005?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0227005,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,
Billy Elliot,https://www.boxofficemojo.com/release/rl1598522881/?ref_=bo_yld_table_166,2001,https://pro.imdb.com/title/tt0249462?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0249462,"['Drama', 'Music']",Drama,Music,,,,,,
Meet the Parents,https://www.boxofficemojo.com/release/rl677545473/?ref_=bo_yld_table_167,2001,https://pro.imdb.com/title/tt0212338?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0212338,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Bubble Boy,https://www.boxofficemojo.com/release/rl3075048961/?ref_=bo_yld_table_168,2001,https://pro.imdb.com/title/tt0258470?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0258470,"['Adventure', 'Comedy', 'Romance']",Adventure,Comedy,Romance,,,,,
Just Visiting,https://www.boxofficemojo.com/release/rl4200433153/?ref_=bo_yld_table_169,2001,https://pro.imdb.com/title/tt0189192?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0189192,"['Comedy', 'Fantasy', 'Sci-Fi']",Comedy,Fantasy,Sci-Fi,,,,,
Bread and Tulips,https://www.boxofficemojo.com/release/rl3427173889/?ref_=bo_yld_table_170,2001,https://pro.imdb.com/title/tt0237539?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0237539,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Apocalypse Now Redux,https://www.boxofficemojo.com/release/rl1833076225/?ref_=bo_yld_table_171,2001,https://pro.imdb.com/title/tt0078788?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0078788,"['Drama', 'Mystery', 'War']",Drama,Mystery,War,,,,,
Tortilla Soup,https://www.boxofficemojo.com/release/rl192382465/?ref_=bo_yld_table_172,2001,https://pro.imdb.com/title/tt0255653?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0255653,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Proof of Life,https://www.boxofficemojo.com/release/rl728401409/?ref_=bo_yld_table_173,2001,https://pro.imdb.com/title/tt0228750?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0228750,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,
On the Line,https://www.boxofficemojo.com/release/rl4251354625/?ref_=bo_yld_table_174,2001,https://pro.imdb.com/title/tt0279286?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0279286,"['Comedy', 'Family', 'Romance']",Comedy,Family,Romance,,,,,
Michael Jordan to the Max,https://www.boxofficemojo.com/release/rl1348306433/?ref_=bo_yld_table_175,2001,https://pro.imdb.com/title/tt0245280?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245280,"['Documentary', 'Sport']",Documentary,Sport,,,,,,
Cirque du Soleil: Journey of Man,https://www.boxofficemojo.com/release/rl3964372481/?ref_=bo_yld_table_176,2001,https://pro.imdb.com/title/tt0213749?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0213749,"['Drama', 'Family', 'Short']",Drama,Family,Short,,,,,
Glitter,https://www.boxofficemojo.com/release/rl1616152065/?ref_=bo_yld_table_177,2001,https://pro.imdb.com/title/tt0118589?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0118589,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,,,,,
Left Behind: The Movie,https://www.boxofficemojo.com/release/rl1063159297/?ref_=bo_yld_table_178,2001,https://pro.imdb.com/title/tt0190524?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0190524,"['Action', 'Drama', 'Fantasy']",Action,Drama,Fantasy,,,,,
Quills,https://www.boxofficemojo.com/release/rl2724890113/?ref_=bo_yld_table_179,2001,https://pro.imdb.com/title/tt0180073?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0180073,"['Biography', 'Drama']",Biography,Drama,,,,,,
The Anniversary Party,https://www.boxofficemojo.com/release/rl407012865/?ref_=bo_yld_table_180,2001,https://pro.imdb.com/title/tt0254099?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0254099,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Before Night Falls,https://www.boxofficemojo.com/release/rl1732544001/?ref_=bo_yld_table_181,2001,https://pro.imdb.com/title/tt0247196?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0247196,"['Biography', 'Drama', 'Romance']",Biography,Drama,Romance,,,,,
With a Friend Like Harry...,https://www.boxofficemojo.com/release/rl928351745/?ref_=bo_yld_table_182,2001,https://pro.imdb.com/title/tt0216800?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0216800,"['Comedy', 'Drama', 'Mystery', 'Thriller']",Comedy,Drama,Mystery,Thriller,,,,
Galapagos,https://www.boxofficemojo.com/release/rl1599440385/?ref_=bo_yld_table_183,2001,https://pro.imdb.com/title/tt0163639?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0163639,"['Documentary', 'Short']",Documentary,Short,,,,,,
Pootie Tang,https://www.boxofficemojo.com/release/rl1936426497/?ref_=bo_yld_table_184,2001,https://pro.imdb.com/title/tt0258038?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0258038,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
The Widow of Saint-Pierre,https://www.boxofficemojo.com/release/rl1568376321/?ref_=bo_yld_table_185,2001,https://pro.imdb.com/title/tt0191636?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0191636,"['Drama', 'History', 'Romance']",Drama,History,Romance,,,,,
