bomtitle,bomlink,year,login_link,imdb_idList,imdb_genre_textList,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
Harry Potter and the Chamber of Secrets,https://www.boxofficemojo.com/release/rl1433110017/?ref_=bo_yld_table_3,2002,https://pro.imdb.com/title/tt0295297?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0295297,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
Signs,https://www.boxofficemojo.com/release/rl1685161473/?ref_=bo_yld_table_4,2002,https://pro.imdb.com/title/tt0286106?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0286106,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Drama,Mystery,Sci-Fi,Thriller,,,,
My Big Fat Greek Wedding,https://www.boxofficemojo.com/release/rl342132225/?ref_=bo_yld_table_5,2002,https://pro.imdb.com/title/tt0259446?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0259446,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
The Lord of the Rings: The Two Towers,https://www.boxofficemojo.com/release/rl4032923137/?ref_=bo_yld_table_6,2002,https://pro.imdb.com/title/tt0167261?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0167261,"['Adventure', 'Drama', 'Fantasy']",Adventure,Drama,Fantasy,,,,,
Austin Powers in Goldmember,https://www.boxofficemojo.com/release/rl944080385/?ref_=bo_yld_table_7,2002,https://pro.imdb.com/title/tt0295178?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0295178,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Men in Black II,https://www.boxofficemojo.com/release/rl1281525249/?ref_=bo_yld_table_8,2002,https://pro.imdb.com/title/tt0120912?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120912,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",Action,Adventure,Comedy,Mystery,Sci-Fi,,,
Ice Age,https://www.boxofficemojo.com/release/rl3277358593/?ref_=bo_yld_table_9,2002,https://pro.imdb.com/title/tt0268380?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268380,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
A Beautiful Mind,https://www.boxofficemojo.com/release/rl21399041/?ref_=bo_yld_table_10,2002,https://pro.imdb.com/title/tt0268978?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268978,"['Biography', 'Drama']",Biography,Drama,,,,,,
Scooby-Doo,https://www.boxofficemojo.com/release/rl3631187457/?ref_=bo_yld_table_11,2002,https://pro.imdb.com/title/tt0267913?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0267913,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",Adventure,Comedy,Family,Fantasy,Mystery,,,
The Lord of the Rings: The Fellowship of the Ring,https://www.boxofficemojo.com/release/rl4200695297/?ref_=bo_yld_table_12,2002,https://pro.imdb.com/title/tt0120737?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120737,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,,,,,
Die Another Day,https://www.boxofficemojo.com/release/rl2974778881/?ref_=bo_yld_table_13,2002,https://pro.imdb.com/title/tt0246460?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0246460,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,
Lilo & Stitch,https://www.boxofficemojo.com/release/rl3898508801/?ref_=bo_yld_table_14,2002,https://pro.imdb.com/title/tt0275847?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0275847,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",Adventure,Animation,Comedy,Drama,Family,Fantasy,Sci-Fi,
xXx,https://www.boxofficemojo.com/release/rl1450870273/?ref_=bo_yld_table_15,2002,https://pro.imdb.com/title/tt0295701?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0295701,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,
The Santa Clause 2,https://www.boxofficemojo.com/release/rl1097827841/?ref_=bo_yld_table_16,2002,https://pro.imdb.com/title/tt0304669?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0304669,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
Minority Report,https://www.boxofficemojo.com/release/rl4200760833/?ref_=bo_yld_table_17,2002,https://pro.imdb.com/title/tt0181689?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181689,"['Action', 'Crime', 'Mystery']",Action,Crime,Mystery,,,,,
The Ring,https://www.boxofficemojo.com/release/rl476874241/?ref_=bo_yld_table_18,2002,https://pro.imdb.com/title/tt0298130?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0298130,"['Horror', 'Mystery']",Horror,Mystery,,,,,,
Mr. Deeds,https://www.boxofficemojo.com/release/rl2540013057/?ref_=bo_yld_table_19,2002,https://pro.imdb.com/title/tt0280590?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0280590,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Sweet Home Alabama,https://www.boxofficemojo.com/release/rl846562817/?ref_=bo_yld_table_20,2002,https://pro.imdb.com/title/tt0256415?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0256415,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
The Bourne Identity,https://www.boxofficemojo.com/release/rl2286323201/?ref_=bo_yld_table_21,2002,https://pro.imdb.com/title/tt0258463?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0258463,"['Action', 'Mystery', 'Thriller']",Action,Mystery,Thriller,,,,,
The Sum of All Fears,https://www.boxofficemojo.com/release/rl2675082753/?ref_=bo_yld_table_22,2002,https://pro.imdb.com/title/tt0164184?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0164184,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,
8 Mile,https://www.boxofficemojo.com/release/rl3326182913/?ref_=bo_yld_table_23,2002,https://pro.imdb.com/title/tt0298203?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0298203,"['Drama', 'Music']",Drama,Music,,,,,,
Black Hawk Down,https://www.boxofficemojo.com/release/rl3678897665/?ref_=bo_yld_table_24,2002,https://pro.imdb.com/title/tt0265086?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265086,"['Drama', 'History', 'War']",Drama,History,War,,,,,
Road to Perdition,https://www.boxofficemojo.com/release/rl1668056577/?ref_=bo_yld_table_25,2002,https://pro.imdb.com/title/tt0257044?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0257044,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Panic Room,https://www.boxofficemojo.com/release/rl3077146113/?ref_=bo_yld_table_26,2002,https://pro.imdb.com/title/tt0258000?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0258000,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Red Dragon,https://www.boxofficemojo.com/release/rl1819117057/?ref_=bo_yld_table_27,2002,https://pro.imdb.com/title/tt0289765?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0289765,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
The Scorpion King,https://www.boxofficemojo.com/release/rl3731850753/?ref_=bo_yld_table_28,2002,https://pro.imdb.com/title/tt0277296?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0277296,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
Spy Kids 2: Island of Lost Dreams,https://www.boxofficemojo.com/release/rl1920173569/?ref_=bo_yld_table_29,2002,https://pro.imdb.com/title/tt0287717?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0287717,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Blade II,https://www.boxofficemojo.com/release/rl2152171009/?ref_=bo_yld_table_30,2002,https://pro.imdb.com/title/tt0187738?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0187738,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Action,Horror,Sci-Fi,Thriller,,,,
Snow Dogs,https://www.boxofficemojo.com/release/rl91260417/?ref_=bo_yld_table_31,2002,https://pro.imdb.com/title/tt0281373?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0281373,"['Adventure', 'Comedy', 'Family']",Adventure,Comedy,Family,,,,,
We Were Soldiers,https://www.boxofficemojo.com/release/rl2339931649/?ref_=bo_yld_table_32,2002,https://pro.imdb.com/title/tt0277434?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0277434,"['Action', 'Drama', 'History']",Action,Drama,History,,,,,
Barbershop,https://www.boxofficemojo.com/release/rl4182083073/?ref_=bo_yld_table_33,2002,https://pro.imdb.com/title/tt0303714?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0303714,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
The Rookie,https://www.boxofficemojo.com/release/rl2204927489/?ref_=bo_yld_table_34,2002,https://pro.imdb.com/title/tt0265662?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265662,"['Drama', 'Family', 'Sport']",Drama,Family,Sport,,,,,
Spirit: Stallion of the Cimarron,https://www.boxofficemojo.com/release/rl410224129/?ref_=bo_yld_table_35,2002,https://pro.imdb.com/title/tt0166813?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0166813,"['Adventure', 'Animation', 'Drama']",Adventure,Animation,Drama,,,,,
John Q,https://www.boxofficemojo.com/release/rl1683850753/?ref_=bo_yld_table_36,2002,https://pro.imdb.com/title/tt0251160?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0251160,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Divine Secrets of the Ya-Ya Sisterhood,https://www.boxofficemojo.com/release/rl3847194113/?ref_=bo_yld_table_37,2002,https://pro.imdb.com/title/tt0279778?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0279778,['Drama'],Drama,,,,,,,
Insomnia,https://www.boxofficemojo.com/release/rl3294332417/?ref_=bo_yld_table_38,2002,https://pro.imdb.com/title/tt0278504?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0278504,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
Changing Lanes,https://www.boxofficemojo.com/release/rl1011582465/?ref_=bo_yld_table_39,2002,https://pro.imdb.com/title/tt0264472?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0264472,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
Stuart Little 2,https://www.boxofficemojo.com/release/rl1416791553/?ref_=bo_yld_table_40,2002,https://pro.imdb.com/title/tt0243585?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0243585,"['Adventure', 'Animation', 'Comedy']",Adventure,Animation,Comedy,,,,,
Jackass: The Movie,https://www.boxofficemojo.com/release/rl2405074433/?ref_=bo_yld_table_41,2002,https://pro.imdb.com/title/tt0322802?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0322802,"['Action', 'Comedy', 'Documentary']",Action,Comedy,Documentary,,,,,
Catch Me If You Can,https://www.boxofficemojo.com/release/rl2672330241/?ref_=bo_yld_table_42,2002,https://pro.imdb.com/title/tt0264464?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0264464,"['Biography', 'Crime', 'Drama']",Biography,Crime,Drama,,,,,
Maid in Manhattan,https://www.boxofficemojo.com/release/rl2355136001/?ref_=bo_yld_table_43,2002,https://pro.imdb.com/title/tt0252076?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0252076,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
The Time Machine,https://www.boxofficemojo.com/release/rl4000613889/?ref_=bo_yld_table_44,2002,https://pro.imdb.com/title/tt0268695?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268695,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,,,,,
The Count of Monte Cristo,https://www.boxofficemojo.com/release/rl2823456257/?ref_=bo_yld_table_45,2002,https://pro.imdb.com/title/tt0245844?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245844,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,,,,,
Unfaithful,https://www.boxofficemojo.com/release/rl4269180417/?ref_=bo_yld_table_46,2002,https://pro.imdb.com/title/tt0250797?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250797,"['Drama', 'Romance', 'Thriller']",Drama,Romance,Thriller,,,,,
Like Mike,https://www.boxofficemojo.com/release/rl2220787201/?ref_=bo_yld_table_47,2002,https://pro.imdb.com/title/tt0308506?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0308506,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
Ocean's Eleven,https://www.boxofficemojo.com/release/rl409372161/?ref_=bo_yld_table_48,2002,https://pro.imdb.com/title/tt0240772?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0240772,"['Crime', 'Thriller']",Crime,Thriller,,,,,,
The Tuxedo,https://www.boxofficemojo.com/release/rl511084033/?ref_=bo_yld_table_49,2002,https://pro.imdb.com/title/tt0290095?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0290095,"['Action', 'Comedy', 'Sci-Fi']",Action,Comedy,Sci-Fi,,,,,
Two Weeks Notice,https://www.boxofficemojo.com/release/rl1568048641/?ref_=bo_yld_table_50,2002,https://pro.imdb.com/title/tt0313737?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0313737,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Peter Pan 2: Return to Never Land,https://www.boxofficemojo.com/release/rl4134372865/?ref_=bo_yld_table_51,2002,https://pro.imdb.com/title/tt0280030?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0280030,"['Adventure', 'Animation', 'Family']",Adventure,Animation,Family,,,,,
Big Fat Liar,https://www.boxofficemojo.com/release/rl273122817/?ref_=bo_yld_table_52,2002,https://pro.imdb.com/title/tt0265298?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265298,"['Adventure', 'Comedy', 'Family']",Adventure,Comedy,Family,,,,,
The Royal Tenenbaums,https://www.boxofficemojo.com/release/rl3865871873/?ref_=bo_yld_table_53,2002,https://pro.imdb.com/title/tt0265666?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265666,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Reign of Fire,https://www.boxofficemojo.com/release/rl3211625985/?ref_=bo_yld_table_54,2002,https://pro.imdb.com/title/tt0253556?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0253556,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
High Crimes,https://www.boxofficemojo.com/release/rl1398375937/?ref_=bo_yld_table_55,2002,https://pro.imdb.com/title/tt0257756?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0257756,"['Crime', 'Drama', 'Mystery']",Crime,Drama,Mystery,,,,,
About a Boy,https://www.boxofficemojo.com/release/rl658540033/?ref_=bo_yld_table_56,2002,https://pro.imdb.com/title/tt0276751?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0276751,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
A Walk to Remember,https://www.boxofficemojo.com/release/rl457541121/?ref_=bo_yld_table_57,2002,https://pro.imdb.com/title/tt0281358?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0281358,"['Drama', 'Romance']",Drama,Romance,,,,,,
Orange County,https://www.boxofficemojo.com/release/rl3429271041/?ref_=bo_yld_table_58,2002,https://pro.imdb.com/title/tt0273923?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0273923,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Windtalkers,https://www.boxofficemojo.com/release/rl2608563713/?ref_=bo_yld_table_59,2002,https://pro.imdb.com/title/tt0245562?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245562,"['Action', 'Drama', 'War']",Action,Drama,War,,,,,
Gosford Park,https://www.boxofficemojo.com/release/rl995591681/?ref_=bo_yld_table_60,2002,https://pro.imdb.com/title/tt0280707?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0280707,"['Comedy', 'Drama', 'Mystery']",Comedy,Drama,Mystery,,,,,
Blue Crush,https://www.boxofficemojo.com/release/rl591824385/?ref_=bo_yld_table_61,2002,https://pro.imdb.com/title/tt0300532?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0300532,"['Drama', 'Romance', 'Sport']",Drama,Romance,Sport,,,,,
The Master of Disguise,https://www.boxofficemojo.com/release/rl2472773121/?ref_=bo_yld_table_62,2002,https://pro.imdb.com/title/tt0295427?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0295427,"['Adventure', 'Comedy', 'Family']",Adventure,Comedy,Family,,,,,
I Am Sam,https://www.boxofficemojo.com/release/rl3445130753/?ref_=bo_yld_table_63,2002,https://pro.imdb.com/title/tt0277027?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0277027,['Drama'],Drama,,,,,,,
Resident Evil,https://www.boxofficemojo.com/release/rl2372765185/?ref_=bo_yld_table_64,2002,https://pro.imdb.com/title/tt0120804?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120804,"['Action', 'Horror', 'Sci-Fi']",Action,Horror,Sci-Fi,,,,,
Collateral Damage,https://www.boxofficemojo.com/release/rl1347061249/?ref_=bo_yld_table_65,2002,https://pro.imdb.com/title/tt0233469?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0233469,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,
Enough,https://www.boxofficemojo.com/release/rl3813770753/?ref_=bo_yld_table_66,2002,https://pro.imdb.com/title/tt0278435?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0278435,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Drumline,https://www.boxofficemojo.com/release/rl2320401921/?ref_=bo_yld_table_67,2002,https://pro.imdb.com/title/tt0303933?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0303933,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Undercover Brother,https://www.boxofficemojo.com/release/rl2792785409/?ref_=bo_yld_table_68,2002,https://pro.imdb.com/title/tt0279493?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0279493,"['Action', 'Comedy']",Action,Comedy,,,,,,
Showtime,https://www.boxofficemojo.com/release/rl259098113/?ref_=bo_yld_table_69,2002,https://pro.imdb.com/title/tt0284490?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0284490,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
40 Days and 40 Nights,https://www.boxofficemojo.com/release/rl2252441089/?ref_=bo_yld_table_70,2002,https://pro.imdb.com/title/tt0243736?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0243736,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Crossroads,https://www.boxofficemojo.com/release/rl2722989569/?ref_=bo_yld_table_71,2002,https://pro.imdb.com/title/tt0275022?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0275022,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Clockstoppers,https://www.boxofficemojo.com/release/rl457868801/?ref_=bo_yld_table_72,2002,https://pro.imdb.com/title/tt0157472?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0157472,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
The Mothman Prophecies,https://www.boxofficemojo.com/release/rl2825225729/?ref_=bo_yld_table_73,2002,https://pro.imdb.com/title/tt0265349?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265349,"['Drama', 'Horror', 'Mystery']",Drama,Horror,Mystery,,,,,
Star Trek: Nemesis,https://www.boxofficemojo.com/release/rl2859697665/?ref_=bo_yld_table_74,2002,https://pro.imdb.com/title/tt0253754?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0253754,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,,,,,
E.T. the Extra-Terrestrial,https://www.boxofficemojo.com/release/rl1011910145/?ref_=bo_yld_table_75,2002,https://pro.imdb.com/title/tt0083866?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0083866,"['Family', 'Sci-Fi']",Family,Sci-Fi,,,,,,
Jimmy Neutron: Boy Genius,https://www.boxofficemojo.com/release/rl173901313/?ref_=bo_yld_table_76,2002,https://pro.imdb.com/title/tt0268397?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268397,"['Action', 'Adventure', 'Animation']",Action,Adventure,Animation,,,,,
K-19: The Widowmaker,https://www.boxofficemojo.com/release/rl4133324289/?ref_=bo_yld_table_77,2002,https://pro.imdb.com/title/tt0267626?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0267626,"['Drama', 'History', 'Thriller']",Drama,History,Thriller,,,,,
Gangs of New York,https://www.boxofficemojo.com/release/rl1129678337/?ref_=bo_yld_table_78,2002,https://pro.imdb.com/title/tt0217505?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0217505,"['Crime', 'Drama']",Crime,Drama,,,,,,
In the Bedroom,https://www.boxofficemojo.com/release/rl593135105/?ref_=bo_yld_table_79,2002,https://pro.imdb.com/title/tt0247425?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0247425,"['Crime', 'Drama']",Crime,Drama,,,,,,
Treasure Planet,https://www.boxofficemojo.com/release/rl2759296513/?ref_=bo_yld_table_80,2002,https://pro.imdb.com/title/tt0133240?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0133240,"['Adventure', 'Animation', 'Family', 'Sci-Fi']",Adventure,Animation,Family,Sci-Fi,,,,
I Spy,https://www.boxofficemojo.com/release/rl3109717505/?ref_=bo_yld_table_81,2002,https://pro.imdb.com/title/tt0297181?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0297181,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Friday After Next,https://www.boxofficemojo.com/release/rl961906177/?ref_=bo_yld_table_82,2002,https://pro.imdb.com/title/tt0293815?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0293815,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Vanilla Sky,https://www.boxofficemojo.com/release/rl209290753/?ref_=bo_yld_table_83,2002,https://pro.imdb.com/title/tt0259711?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0259711,"['Fantasy', 'Mystery', 'Romance']",Fantasy,Mystery,Romance,,,,,
Murder by Numbers,https://www.boxofficemojo.com/release/rl3278210561/?ref_=bo_yld_table_84,2002,https://pro.imdb.com/title/tt0264935?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0264935,"['Crime', 'Mystery', 'Thriller']",Crime,Mystery,Thriller,,,,,
One Hour Photo,https://www.boxofficemojo.com/release/rl3060172289/?ref_=bo_yld_table_85,2002,https://pro.imdb.com/title/tt0265459?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265459,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
Monster's Ball,https://www.boxofficemojo.com/release/rl90539521/?ref_=bo_yld_table_86,2002,https://pro.imdb.com/title/tt0285742?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0285742,"['Drama', 'Romance']",Drama,Romance,,,,,,
Halloween: Resurrection,https://www.boxofficemojo.com/release/rl1045857793/?ref_=bo_yld_table_87,2002,https://pro.imdb.com/title/tt0220506?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0220506,"['Horror', 'Thriller']",Horror,Thriller,,,,,,
Queen of the Damned,https://www.boxofficemojo.com/release/rl3161097729/?ref_=bo_yld_table_88,2002,https://pro.imdb.com/title/tt0238546?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0238546,"['Drama', 'Fantasy', 'Horror']",Drama,Fantasy,Horror,,,,,
Dragonfly,https://www.boxofficemojo.com/release/rl1464763905/?ref_=bo_yld_table_89,2002,https://pro.imdb.com/title/tt0259288?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0259288,"['Drama', 'Fantasy', 'Mystery']",Drama,Fantasy,Mystery,,,,,
The Banger Sisters,https://www.boxofficemojo.com/release/rl2286257665/?ref_=bo_yld_table_90,2002,https://pro.imdb.com/title/tt0280460?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0280460,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Bad Company,https://www.boxofficemojo.com/release/rl1514505729/?ref_=bo_yld_table_91,2002,https://pro.imdb.com/title/tt0280486?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0280486,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Space Station 3D,https://www.boxofficemojo.com/release/rl3866134017/?ref_=bo_yld_table_92,2002,https://pro.imdb.com/title/tt0290296?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0290296,['Documentary'],Documentary,,,,,,,
Kate & Leopold,https://www.boxofficemojo.com/release/rl3244131841/?ref_=bo_yld_table_93,2002,https://pro.imdb.com/title/tt0035423?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0035423,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
The New Guy,https://www.boxofficemojo.com/release/rl3596912129/?ref_=bo_yld_table_94,2002,https://pro.imdb.com/title/tt0241760?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0241760,['Comedy'],Comedy,,,,,,,
Ghost Ship,https://www.boxofficemojo.com/release/rl3411379713/?ref_=bo_yld_table_95,2002,https://pro.imdb.com/title/tt0288477?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0288477,['Horror'],Horror,,,,,,,
Harry Potter and the Sorcerer's Stone,https://www.boxofficemojo.com/release/rl1416332801/?ref_=bo_yld_table_96,2002,https://pro.imdb.com/title/tt0241527?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0241527,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
Analyze That,https://www.boxofficemojo.com/release/rl3963848193/?ref_=bo_yld_table_97,2002,https://pro.imdb.com/title/tt0289848?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0289848,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Swimfan,https://www.boxofficemojo.com/release/rl594904577/?ref_=bo_yld_table_98,2002,https://pro.imdb.com/title/tt0283026?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0283026,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
The Crocodile Hunter: Collision Course,https://www.boxofficemojo.com/release/rl3125642753/?ref_=bo_yld_table_99,2002,https://pro.imdb.com/title/tt0305396?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0305396,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Brown Sugar,https://www.boxofficemojo.com/release/rl1179223553/?ref_=bo_yld_table_100,2002,https://pro.imdb.com/title/tt0297037?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0297037,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Blood Work,https://www.boxofficemojo.com/release/rl809928193/?ref_=bo_yld_table_101,2002,https://pro.imdb.com/title/tt0309377?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0309377,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
All About the Benjamins,https://www.boxofficemojo.com/release/rl809731585/?ref_=bo_yld_table_102,2002,https://pro.imdb.com/title/tt0278295?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0278295,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
