,bomfilmtitle,filmimdb,year,notsample,filmrank,castrank,filmrole,actorname,actorimdb,birthyear,gender,race,bomlink,starpower-actor,name_id,bomtitle,releasedate,prior10weeksDate
95,Benji Off the Leash,http://www.imdb.com/title/tt0315273/,2004,0,3,1,Cast,Nick Whitaker,http://www.imdb.com/name/nm0924293/,1988,m,white,http://www.boxofficemojo.com/movies/?id=benji04.htm,49807,nm0924293,Benji Off the Leash,8/20/2004,6/11/2004
96,Benji Off the Leash,http://www.imdb.com/title/tt0315273/,2004,0,4,2,Cast,Nate Bynum,http://www.imdb.com/name/nm0125967/,,m,black,http://www.boxofficemojo.com/movies/?id=benji04.htm,131157,nm0125967,Benji Off the Leash,8/20/2004,6/11/2004
97,Benji Off the Leash,http://www.imdb.com/title/tt0315273/,2004,0,5,3,Cast,Chris Kendrick,http://www.imdb.com/name/nm1445677/,,m,white,http://www.boxofficemojo.com/movies/?id=benji04.htm,76806,nm1445677,Benji Off the Leash,8/20/2004,6/11/2004
98,Benji Off the Leash,http://www.imdb.com/title/tt0315273/,2004,0,6,4,Cast,Randall Newsome,http://www.imdb.com/name/nm0628421/,,m,white,http://www.boxofficemojo.com/movies/?id=benji04.htm,91302,nm0628421,Benji Off the Leash,8/20/2004,6/11/2004
99,Benji Off the Leash,http://www.imdb.com/title/tt0315273/,2004,0,7,5,Cast,Dane Stevens,http://www.imdb.com/name/nm0827003/,,m,white,http://www.boxofficemojo.com/movies/?id=benji04.htm,92630,nm0827003,Benji Off the Leash,8/20/2004,6/11/2004
100,Beyond the Sea,http://www.imdb.com/title/tt0363473/,2004,0,4,1,Cast,Kevin Spacey,http://www.imdb.com/name/nm0000228/,1959,m,white,http://www.boxofficemojo.com/movies/?id=beyondthesea.htm,193,nm0000228,Beyond the Sea,12/17/2004,10/8/2004
101,Beyond the Sea,http://www.imdb.com/title/tt0363473/,2004,0,5,2,Cast,Kate Bosworth,http://www.imdb.com/name/nm0098378/,1983,f,white,http://www.boxofficemojo.com/movies/?id=beyondthesea.htm,46,nm0098378,Beyond the Sea,12/17/2004,10/8/2004
102,Beyond the Sea,http://www.imdb.com/title/tt0363473/,2004,0,6,3,Cast,John Goodman,http://www.imdb.com/name/nm0000422/,1952,m,white,http://www.boxofficemojo.com/movies/?id=beyondthesea.htm,714,nm0000422,Beyond the Sea,12/17/2004,10/8/2004
103,Beyond the Sea,http://www.imdb.com/title/tt0363473/,2004,0,7,4,Cast,Bob Hoskins,http://www.imdb.com/name/nm0001364/,1942,m,white,http://www.boxofficemojo.com/movies/?id=beyondthesea.htm,1559,nm0001364,Beyond the Sea,12/17/2004,10/8/2004
104,Beyond the Sea,http://www.imdb.com/title/tt0363473/,2004,0,8,5,Cast,Brenda Blethyn,http://www.imdb.com/name/nm0000950/,1946,f,white,http://www.boxofficemojo.com/movies/?id=beyondthesea.htm,2700,nm0000950,Beyond the Sea,12/17/2004,10/8/2004
105,Birth,http://www.imdb.com/title/tt0337876/,2004,0,5,1,Cast,Nicole Kidman,http://www.imdb.com/name/nm0000173/,1967,f,white,http://www.boxofficemojo.com/movies/?id=birth.htm,50,nm0000173,Birth,10/29/2004,8/20/2004
106,Birth,http://www.imdb.com/title/tt0337876/,2004,0,6,2,Cast,Cameron Bright,http://www.imdb.com/name/nm1080974/,1993,m,white,http://www.boxofficemojo.com/movies/?id=birth.htm,1292,nm1080974,Birth,10/29/2004,8/20/2004
107,Birth,http://www.imdb.com/title/tt0337876/,2004,0,7,3,Cast,Danny Huston,http://www.imdb.com/name/nm0396812/,1962,m,white,http://www.boxofficemojo.com/movies/?id=birth.htm,64225,nm0396812,Birth,10/29/2004,8/20/2004
108,Birth,http://www.imdb.com/title/tt0337876/,2004,0,8,4,Cast,Lauren Bacall,http://www.imdb.com/name/nm0000002/,1924,f,white,http://www.boxofficemojo.com/movies/?id=birth.htm,1040,nm0000002,Birth,10/29/2004,8/20/2004
109,Birth,http://www.imdb.com/title/tt0337876/,2004,0,9,5,Cast,Alison Elliott,http://www.imdb.com/name/nm0254362/,1970,f,white,http://www.boxofficemojo.com/movies/?id=birth.htm,6207,nm0254362,Birth,10/29/2004,8/20/2004
110,Blade: Trinity,http://www.imdb.com/title/tt0359013/,2004,0,5,1,Cast,Wesley Snipes,http://www.imdb.com/name/nm0000648/,1962,m,black,http://www.boxofficemojo.com/movies/?id=blade3.htm,492,nm0000648,Blade: Trinity,12/8/2004,9/29/2004
111,Blade: Trinity,http://www.imdb.com/title/tt0359013/,2004,0,6,2,Cast,Kris Kristofferson,http://www.imdb.com/name/nm0001434/,1936,m,white,http://www.boxofficemojo.com/movies/?id=blade3.htm,1160,nm0001434,Blade: Trinity,12/8/2004,9/29/2004
112,Blade: Trinity,http://www.imdb.com/title/tt0359013/,2004,0,7,3,Cast,Dominic Purcell,http://www.imdb.com/name/nm0700712/,1970,m,white,http://www.boxofficemojo.com/movies/?id=blade3.htm,1410,nm0700712,Blade: Trinity,12/8/2004,9/29/2004
113,Blade: Trinity,http://www.imdb.com/title/tt0359013/,2004,0,8,4,Cast,Jessica Biel,http://www.imdb.com/name/nm0004754/,1982,f,white,http://www.boxofficemojo.com/movies/?id=blade3.htm,96,nm0004754,Blade: Trinity,12/8/2004,9/29/2004
114,Blade: Trinity,http://www.imdb.com/title/tt0359013/,2004,0,9,5,Cast,Ryan Reynolds,http://www.imdb.com/name/nm0005351/,1976,m,white,http://www.boxofficemojo.com/movies/?id=blade3.htm,382,nm0005351,Blade: Trinity,12/8/2004,9/29/2004
115,Bobby Jones: Stroke of Genius,http://www.imdb.com/title/tt0375104/,2004,0,7,1,Cast,Jim Caviezel,http://www.imdb.com/name/nm0001029/,1968,m,white,http://www.boxofficemojo.com/movies/?id=bobbyjonesstrokeofgenius.htm,4,nm0001029,Bobby Jones: Stroke of Genius,4/30/2004,2/20/2004
116,Bobby Jones: Stroke of Genius,http://www.imdb.com/title/tt0375104/,2004,0,8,2,Cast,Claire Forlani,http://www.imdb.com/name/nm0001231/,1971,f,white,http://www.boxofficemojo.com/movies/?id=bobbyjonesstrokeofgenius.htm,286,nm0001231,Bobby Jones: Stroke of Genius,4/30/2004,2/20/2004
117,Bobby Jones: Stroke of Genius,http://www.imdb.com/title/tt0375104/,2004,0,9,3,Cast,Jeremy Northam,http://www.imdb.com/name/nm0000562/,1961,m,white,http://www.boxofficemojo.com/movies/?id=bobbyjonesstrokeofgenius.htm,1370,nm0000562,Bobby Jones: Stroke of Genius,4/30/2004,2/20/2004
118,Bobby Jones: Stroke of Genius,http://www.imdb.com/title/tt0375104/,2004,0,10,4,Cast,Malcolm McDowell,http://www.imdb.com/name/nm0000532/,1943,m,white,http://www.boxofficemojo.com/movies/?id=bobbyjonesstrokeofgenius.htm,687,nm0000532,Bobby Jones: Stroke of Genius,4/30/2004,2/20/2004
119,Bobby Jones: Stroke of Genius,http://www.imdb.com/title/tt0375104/,2004,0,11,5,Cast,Aidan Quinn,http://www.imdb.com/name/nm0001644/,1959,m,white,http://www.boxofficemojo.com/movies/?id=bobbyjonesstrokeofgenius.htm,1147,nm0001644,Bobby Jones: Stroke of Genius,4/30/2004,2/20/2004
120,Bon Voyage,http://www.imdb.com/title/tt0310778/,2004,1,8,1,Cast,Isabelle Adjani,http://www.imdb.com/name/nm0000254/,,,,http://www.boxofficemojo.com/movies/?id=bonvoyage.htm,1882,nm0000254,Bon Voyage,3/19/2004,1/9/2004
121,Bon Voyage,http://www.imdb.com/title/tt0310778/,2004,1,9,2,Cast,Gérard Depardieu,http://www.imdb.com/name/nm0000367/,,,,http://www.boxofficemojo.com/movies/?id=bonvoyage.htm,1026,nm0000367,Bon Voyage,3/19/2004,1/9/2004
122,Bon Voyage,http://www.imdb.com/title/tt0310778/,2004,1,10,3,Cast,Virginie Ledoyen,http://www.imdb.com/name/nm0001461/,,,,http://www.boxofficemojo.com/movies/?id=bonvoyage.htm,1164,nm0001461,Bon Voyage,3/19/2004,1/9/2004
123,Bon Voyage,http://www.imdb.com/title/tt0310778/,2004,1,11,4,Cast,Yvan Attal,http://www.imdb.com/name/nm0040939/,1965,m,white,http://www.boxofficemojo.com/movies/?id=bonvoyage.htm,7138,nm0040939,Bon Voyage,3/19/2004,1/9/2004
124,Bon Voyage,http://www.imdb.com/title/tt0310778/,2004,1,12,5,Cast,Grégori Derangère,http://www.imdb.com/name/nm0246362/,,,,http://www.boxofficemojo.com/movies/?id=bonvoyage.htm,40553,nm0246362,Bon Voyage,3/19/2004,1/9/2004
125,Born Into Brothels,http://www.imdb.com/title/tt0388789/,2004,1,5,1,Cast,Kochi,http://www.imdb.com/name/nm2100653/,,,,http://www.boxofficemojo.com/movies/?id=bornintobrothels.htm,944317,nm2100653,Born Into Brothels,12/8/2004,9/29/2004
126,Born Into Brothels,http://www.imdb.com/title/tt0388789/,2004,1,6,2,Cast,Avijit Halder,http://www.imdb.com/name/nm2099087/,,,,http://www.boxofficemojo.com/movies/?id=bornintobrothels.htm,1227170,nm2099087,Born Into Brothels,12/8/2004,9/29/2004
127,Born Into Brothels,http://www.imdb.com/title/tt0388789/,2004,1,7,3,Cast,Shanti Das,http://www.imdb.com/name/nm2092248/,,,,http://www.boxofficemojo.com/movies/?id=bornintobrothels.htm,995083,nm2092248,Born Into Brothels,12/8/2004,9/29/2004
128,Born Into Brothels,http://www.imdb.com/title/tt0388789/,2004,1,8,4,Cast,Manik,http://www.imdb.com/name/nm2095158/,,,,http://www.boxofficemojo.com/movies/?id=bornintobrothels.htm,1087294,nm2095158,Born Into Brothels,12/8/2004,9/29/2004
129,Born Into Brothels,http://www.imdb.com/title/tt0388789/,2004,1,9,5,Cast,Puja Mukerjee,http://www.imdb.com/name/nm2103986/,,,,http://www.boxofficemojo.com/movies/?id=bornintobrothels.htm,1015958,nm2103986,Born Into Brothels,12/8/2004,9/29/2004
130,Breakin' All the Rules,http://www.imdb.com/title/tt0349169/,2004,0,3,1,Cast,Jamie Foxx,http://www.imdb.com/name/nm0004937/,1967,m,black,http://www.boxofficemojo.com/movies/?id=breakinalltherules.htm,1164,nm0004937,Breakin' All the Rules,5/14/2004,3/5/2004
131,Breakin' All the Rules,http://www.imdb.com/title/tt0349169/,2004,0,4,2,Cast,Gabrielle Union,http://www.imdb.com/name/nm0005517/,1972,f,black,http://www.boxofficemojo.com/movies/?id=breakinalltherules.htm,575,nm0005517,Breakin' All the Rules,5/14/2004,3/5/2004
132,Breakin' All the Rules,http://www.imdb.com/title/tt0349169/,2004,0,5,3,Cast,Morris Chestnut,http://www.imdb.com/name/nm0004820/,1969,m,black,http://www.boxofficemojo.com/movies/?id=breakinalltherules.htm,1067,nm0004820,Breakin' All the Rules,5/14/2004,3/5/2004
133,Breakin' All the Rules,http://www.imdb.com/title/tt0349169/,2004,0,6,4,Cast,Peter MacNicol,http://www.imdb.com/name/nm0001493/,1954,m,white,http://www.boxofficemojo.com/movies/?id=breakinalltherules.htm,3416,nm0001493,Breakin' All the Rules,5/14/2004,3/5/2004
134,Breakin' All the Rules,http://www.imdb.com/title/tt0349169/,2004,0,7,5,Cast,Jennifer Esposito,http://www.imdb.com/name/nm0261170/,1973,f,white,http://www.boxofficemojo.com/movies/?id=breakinalltherules.htm,1009,nm0261170,Breakin' All the Rules,5/14/2004,3/5/2004
135,Bridget Jones: The Edge of Reason,http://www.imdb.com/title/tt0317198/,2004,1,7,1,Cast,Renée Zellweger,http://www.imdb.com/name/nm0000250/,1969,f,white,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,135,nm0000250,Bridget Jones: The Edge of Reason,11/12/2004,9/3/2004
136,Bridget Jones: The Edge of Reason,http://www.imdb.com/title/tt0317198/,2004,1,8,2,Cast,Gemma Jones,http://www.imdb.com/name/nm0428121/,1942,f,white,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,4721,nm0428121,Bridget Jones: The Edge of Reason,11/12/2004,9/3/2004
137,Bridget Jones: The Edge of Reason,http://www.imdb.com/title/tt0317198/,2004,1,9,3,Cast,Jim Broadbent,http://www.imdb.com/name/nm0000980/,1949,m,white,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,1182,nm0000980,Bridget Jones: The Edge of Reason,11/12/2004,9/3/2004
138,Bridget Jones: The Edge of Reason,http://www.imdb.com/title/tt0317198/,2004,1,10,4,Cast,James Faulkner,http://www.imdb.com/name/nm0269077/,,,,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,12900,nm0269077,Bridget Jones: The Edge of Reason,11/12/2004,9/3/2004
139,Bridget Jones: The Edge of Reason,http://www.imdb.com/title/tt0317198/,2004,1,11,5,Cast,Celia Imrie,http://www.imdb.com/name/nm0408309/,,,,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,3833,nm0408309,Bridget Jones: The Edge of Reason,11/12/2004,9/3/2004
140,Camping Sauvage,http://www.imdb.com/title/tt0389831/,2004,1,9,1,Cast,Guy A. Lepage,http://www.imdb.com/name/nm0503204/,,,,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,77153,nm0503204,Camping Sauvage,7/9/2004,4/30/2004
141,Camping Sauvage,http://www.imdb.com/title/tt0389831/,2004,1,10,2,Cast,Sylvie Moreau,http://www.imdb.com/name/nm0603440/,,,,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,35826,nm0603440,Camping Sauvage,7/9/2004,4/30/2004
142,Camping Sauvage,http://www.imdb.com/title/tt0389831/,2004,1,11,3,Cast,Normand D'Amour,http://www.imdb.com/name/nm0195197/,,,,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,180162,nm0195197,Camping Sauvage,7/9/2004,4/30/2004
143,Camping Sauvage,http://www.imdb.com/title/tt0389831/,2004,1,12,4,Cast,Benoît Girard,http://www.imdb.com/name/nm0320636/,,,,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,165666,nm0320636,Camping Sauvage,7/9/2004,4/30/2004
144,Camping Sauvage,http://www.imdb.com/title/tt0389831/,2004,1,13,5,Cast,Réal Bossé,http://www.imdb.com/name/nm0098196/,,,,http://www.boxofficemojo.com/movies/?id=campingsauvage.htm,26074,nm0098196,Camping Sauvage,7/9/2004,4/30/2004
145,Catch That Kid,http://www.imdb.com/title/tt0337917/,2004,0,7,1,Cast,Kristen Stewart,http://www.imdb.com/name/nm0829576/,1990,f,white,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,1394,nm0829576,Catch That Kid,2/6/2004,11/28/2003
146,Catch That Kid,http://www.imdb.com/title/tt0337917/,2004,0,8,2,Cast,Corbin Bleu,http://www.imdb.com/name/nm0088298/,1989,m,black,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,24637,nm0088298,Catch That Kid,2/6/2004,11/28/2003
147,Catch That Kid,http://www.imdb.com/title/tt0337917/,2004,0,9,3,Cast,Max Thieriot,http://www.imdb.com/name/nm1302735/,1988,m,white,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,31334,nm1302735,Catch That Kid,2/6/2004,11/28/2003
148,Catch That Kid,http://www.imdb.com/title/tt0337917/,2004,0,10,4,Cast,Jennifer Beals,http://www.imdb.com/name/nm0000884/,1963,f,white,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,704,nm0000884,Catch That Kid,2/6/2004,11/28/2003
149,Catch That Kid,http://www.imdb.com/title/tt0337917/,2004,0,11,5,Cast,Sam Robards,http://www.imdb.com/name/nm0730168/,1961,m,white,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,4273,nm0730168,Catch That Kid,2/6/2004,11/28/2003
150,Catwoman,http://www.imdb.com/title/tt0327554/,2004,0,9,1,Cast,Halle Berry,http://www.imdb.com/name/nm0000932/,1966,f,black,http://www.boxofficemojo.com/movies/?id=catwoman.htm,31,nm0000932,Catwoman,7/23/2004,5/14/2004
151,Catwoman,http://www.imdb.com/title/tt0327554/,2004,0,10,2,Cast,Benjamin Bratt,http://www.imdb.com/name/nm0000973/,1963,m,white,http://www.boxofficemojo.com/movies/?id=catwoman.htm,722,nm0000973,Catwoman,7/23/2004,5/14/2004
152,Catwoman,http://www.imdb.com/title/tt0327554/,2004,0,11,3,Cast,Sharon Stone,http://www.imdb.com/name/nm0000232/,1958,f,white,http://www.boxofficemojo.com/movies/?id=catwoman.htm,272,nm0000232,Catwoman,7/23/2004,5/14/2004
153,Catwoman,http://www.imdb.com/title/tt0327554/,2004,0,12,4,Cast,Lambert Wilson,http://www.imdb.com/name/nm0933727/,1958,m,white,http://www.boxofficemojo.com/movies/?id=catwoman.htm,1713,nm0933727,Catwoman,7/23/2004,5/14/2004
154,Catwoman,http://www.imdb.com/title/tt0327554/,2004,0,13,5,Cast,Frances Conroy,http://www.imdb.com/name/nm0175814/,1953,f,white,http://www.boxofficemojo.com/movies/?id=catwoman.htm,2828,nm0175814,Catwoman,7/23/2004,5/14/2004
155,Cellular,http://www.imdb.com/title/tt0337921/,2004,0,5,1,Cast,Kim Basinger,http://www.imdb.com/name/nm0000107/,1953,f,white,http://www.boxofficemojo.com/movies/?id=cellular.htm,411,nm0000107,Cellular,9/10/2004,7/2/2004
156,Cellular,http://www.imdb.com/title/tt0337921/,2004,0,25,2,Cast,Chris Evans,http://www.imdb.com/name/nm0262635/,1966,m,white,http://www.boxofficemojo.com/movies/?id=cellular.htm,418,nm0262635,Cellular,9/10/2004,7/2/2004
157,Cellular,http://www.imdb.com/title/tt0337921/,2004,0,59,3,Cast,Jason Statham,http://www.imdb.com/name/nm0005458/,1967,m,white,http://www.boxofficemojo.com/movies/?id=cellular.htm,523,nm0005458,Cellular,9/10/2004,7/2/2004
158,Cellular,http://www.imdb.com/title/tt0337921/,2004,0,42,4,Cast,William H. Macy,http://www.imdb.com/name/nm0000513/,1950,m,white,http://www.boxofficemojo.com/movies/?id=cellular.htm,587,nm0000513,Cellular,9/10/2004,7/2/2004
159,Cellular,http://www.imdb.com/title/tt0337921/,2004,0,22,5,Cast,Noah Emmerich,http://www.imdb.com/name/nm0001187/,1965,m,white,http://www.boxofficemojo.com/movies/?id=cellular.htm,2190,nm0001187,Cellular,9/10/2004,7/2/2004
160,Chasing Liberty,http://www.imdb.com/title/tt0360139/,2004,0,4,1,Cast,Mandy Moore,http://www.imdb.com/name/nm0601553/,1984,f,white,http://www.boxofficemojo.com/movies/?id=chasingliberty.htm,141,nm0601553,Chasing Liberty,1/9/2004,10/31/2003
161,Chasing Liberty,http://www.imdb.com/title/tt0360139/,2004,0,22,2,Cast,Matthew Goode,http://www.imdb.com/name/nm0328828/,1978,m,white,http://www.boxofficemojo.com/movies/?id=chasingliberty.htm,3514,nm0328828,Chasing Liberty,1/9/2004,10/31/2003
162,Chasing Liberty,http://www.imdb.com/title/tt0360139/,2004,0,7,3,Cast,Jeremy Piven,http://www.imdb.com/name/nm0005315/,1965,m,white,http://www.boxofficemojo.com/movies/?id=chasingliberty.htm,275,nm0005315,Chasing Liberty,1/9/2004,10/31/2003
163,Chasing Liberty,http://www.imdb.com/title/tt0360139/,2004,0,8,4,Cast,Annabella Sciorra,http://www.imdb.com/name/nm0001711/,1960,f,white,http://www.boxofficemojo.com/movies/?id=chasingliberty.htm,1569,nm0001711,Chasing Liberty,1/9/2004,10/31/2003
164,Chasing Liberty,http://www.imdb.com/title/tt0360139/,2004,0,5,5,Cast,Stark Sands,http://www.imdb.com/name/nm1197466/,1978,m,white,http://www.boxofficemojo.com/movies/?id=chasingliberty.htm,1955,nm1197466,Chasing Liberty,1/9/2004,10/31/2003
165,Christmas with the Kranks,http://www.imdb.com/title/tt0388419/,2004,0,4,1,Cast,Tim Allen,http://www.imdb.com/name/nm0000741/,1953,m,white,http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,1098,nm0000741,Christmas with the Kranks,11/24/2004,9/15/2004
166,Christmas with the Kranks,http://www.imdb.com/title/tt0388419/,2004,0,5,2,Cast,Jamie Lee Curtis,http://www.imdb.com/name/nm0000130/,1958,f,white,http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,349,nm0000130,Christmas with the Kranks,11/24/2004,9/15/2004
167,Christmas with the Kranks,http://www.imdb.com/title/tt0388419/,2004,0,6,3,Cast,Dan Aykroyd,http://www.imdb.com/name/nm0000101/,1952,m,white,http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,640,nm0000101,Christmas with the Kranks,11/24/2004,9/15/2004
168,Christmas with the Kranks,http://www.imdb.com/title/tt0388419/,2004,0,7,4,Cast,M. Emmet Walsh,http://www.imdb.com/name/nm0001826/,1935,m,white,http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,3095,nm0001826,Christmas with the Kranks,11/24/2004,9/15/2004
169,Christmas with the Kranks,http://www.imdb.com/title/tt0388419/,2004,0,8,5,Cast,Elizabeth Franz,http://www.imdb.com/name/nm0291830/,1941,f,white,http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,18265,nm0291830,Christmas with the Kranks,11/24/2004,9/15/2004
170,Clifford's Really Big Movie,http://www.imdb.com/title/tt0398872/,2004,1,5,1,Cast,John Ritter,http://www.imdb.com/name/nm0000615/,,,,http://www.boxofficemojo.com/movies/?id=cliffordsreallybigmovie.htm,431,nm0000615,Clifford's Really Big Movie,4/20/2004,2/10/2004
171,Clifford's Really Big Movie,http://www.imdb.com/title/tt0398872/,2004,1,6,2,Cast,Wayne Brady,http://www.imdb.com/name/nm0103750/,1972,m,black,http://www.boxofficemojo.com/movies/?id=cliffordsreallybigmovie.htm,2512,nm0103750,Clifford's Really Big Movie,4/20/2004,2/10/2004
172,Clifford's Really Big Movie,http://www.imdb.com/title/tt0398872/,2004,1,7,3,Cast,Grey Griffin,http://www.imdb.com/name/nm0217221/,,,,http://www.boxofficemojo.com/movies/?id=cliffordsreallybigmovie.htm,7023,nm0217221,Clifford's Really Big Movie,4/20/2004,2/10/2004
173,Clifford's Really Big Movie,http://www.imdb.com/title/tt0398872/,2004,1,8,4,Cast,Jenna Elfman,http://www.imdb.com/name/nm0001184/,1971,f,white,http://www.boxofficemojo.com/movies/?id=cliffordsreallybigmovie.htm,267,nm0001184,Clifford's Really Big Movie,4/20/2004,2/10/2004
174,Clifford's Really Big Movie,http://www.imdb.com/title/tt0398872/,2004,1,9,5,Cast,John Goodman,http://www.imdb.com/name/nm0000422/,1952,m,white,http://www.boxofficemojo.com/movies/?id=cliffordsreallybigmovie.htm,863,nm0000422,Clifford's Really Big Movie,4/20/2004,2/10/2004
175,Closer,http://www.imdb.com/title/tt0376541/,2004,0,4,1,Cast,Julia Roberts,http://www.imdb.com/name/nm0000210/,1967,f,white,http://www.boxofficemojo.com/movies/?id=closer.htm,70,nm0000210,Closer,12/3/2004,9/24/2004
176,Closer,http://www.imdb.com/title/tt0376541/,2004,0,5,2,Cast,Jude Law,http://www.imdb.com/name/nm0000179/,1972,m,white,http://www.boxofficemojo.com/movies/?id=closer.htm,7,nm0000179,Closer,12/3/2004,9/24/2004
177,Closer,http://www.imdb.com/title/tt0376541/,2004,0,6,3,Cast,Natalie Portman,http://www.imdb.com/name/nm0000204/,1981,f,white,http://www.boxofficemojo.com/movies/?id=closer.htm,31,nm0000204,Closer,12/3/2004,9/24/2004
178,Closer,http://www.imdb.com/title/tt0376541/,2004,0,7,4,Cast,Clive Owen,http://www.imdb.com/name/nm0654110/,1964,m,white,http://www.boxofficemojo.com/movies/?id=closer.htm,231,nm0654110,Closer,12/3/2004,9/24/2004
