,bomfilmtitle,filmimdb,year,notsample,filmrank,castrank,filmrole,actorname,actorimdb,birthyear,gender,race,bomlink,starpower-actor,name_id,bomtitle,releasedate,prior10weeksDate
4293,Journey to the Center of the Earth,http://www.imdb.com/title/tt0373051/,2008,0,9,4,Cast,Seth Meyers,http://www.imdb.com/name/nm1024878/,1973,m,white,http://www.boxofficemojo.com/movies/?id=journeytothecenteroftheearth.htm,5819,nm1024878,Journey to the Center of the Earth,7/11/2008,5/2/2008
4294,Journey to the Center of the Earth,http://www.imdb.com/title/tt0373051/,2008,0,10,5,Cast,Jean Michel Paré,http://www.imdb.com/name/nm1022023/,,m,white,http://www.boxofficemojo.com/movies/?id=journeytothecenteroftheearth.htm,145588,nm1022023,Journey to the Center of the Earth,7/11/2008,5/2/2008
4295,Jumper,http://www.imdb.com/title/tt0489099/,2008,0,6,1,Cast,Hayden Christensen,http://www.imdb.com/name/nm0159789/,1981,m,white,http://www.boxofficemojo.com/movies/?id=jumper.htm,72,nm0159789,Jumper,2/14/2008,12/6/2007
4296,Jumper,http://www.imdb.com/title/tt0489099/,2008,0,7,2,Cast,Jamie Bell,http://www.imdb.com/name/nm0068260/,1986,f,white,http://www.boxofficemojo.com/movies/?id=jumper.htm,472,nm0068260,Jumper,2/14/2008,12/6/2007
4297,Jumper,http://www.imdb.com/title/tt0489099/,2008,0,8,3,Cast,Rachel Bilson,http://www.imdb.com/name/nm1377375/,1981,f,white,http://www.boxofficemojo.com/movies/?id=jumper.htm,241,nm1377375,Jumper,2/14/2008,12/6/2007
4298,Jumper,http://www.imdb.com/title/tt0489099/,2008,0,9,4,Cast,Diane Lane,http://www.imdb.com/name/nm0000178/,1965,f,white,http://www.boxofficemojo.com/movies/?id=jumper.htm,244,nm0000178,Jumper,2/14/2008,12/6/2007
4299,Jumper,http://www.imdb.com/title/tt0489099/,2008,0,10,5,Cast,Samuel L. Jackson,http://www.imdb.com/name/nm0000168/,1948,m,black,http://www.boxofficemojo.com/movies/?id=jumper.htm,157,nm0000168,Jumper,2/14/2008,12/6/2007
4300,Kit Kittredge: An American Girl,http://www.imdb.com/title/tt0846308/,2008,0,4,1,Cast,Abigail Breslin,http://www.imdb.com/name/nm1113550/,1996,f,white,http://www.boxofficemojo.com/movies/?id=kitkittredge.htm,115,nm1113550,Kit Kittredge: An American Girl,6/20/2008,4/11/2008
4301,Kit Kittredge: An American Girl,http://www.imdb.com/title/tt0846308/,2008,0,6,2,Cast,Chris O'Donnell,http://www.imdb.com/name/nm0000563/,1970,m,white,http://www.boxofficemojo.com/movies/?id=kitkittredge.htm,819,nm0000563,Kit Kittredge: An American Girl,6/20/2008,4/11/2008
4302,Kit Kittredge: An American Girl,http://www.imdb.com/title/tt0846308/,2008,0,5,3,Cast,Julia Ormond,http://www.imdb.com/name/nm0000566/,1965,f,white,http://www.boxofficemojo.com/movies/?id=kitkittredge.htm,1908,nm0000566,Kit Kittredge: An American Girl,6/20/2008,4/11/2008
4303,Kit Kittredge: An American Girl,http://www.imdb.com/title/tt0846308/,2008,0,15,4,Cast,Joan Cusack,http://www.imdb.com/name/nm0000349/,1962,f,white,http://www.boxofficemojo.com/movies/?id=kitkittredge.htm,584,nm0000349,Kit Kittredge: An American Girl,6/20/2008,4/11/2008
4304,Kit Kittredge: An American Girl,http://www.imdb.com/title/tt0846308/,2008,0,16,5,Cast,Stanley Tucci,http://www.imdb.com/name/nm0001804/,1960,m,white,http://www.boxofficemojo.com/movies/?id=kitkittredge.htm,1388,nm0001804,Kit Kittredge: An American Girl,6/20/2008,4/11/2008
4305,Kung Fu Panda,http://www.imdb.com/title/tt0441773/,2008,1,7,1,Cast,Jack Black,http://www.imdb.com/name/nm0085312/,1969,m,white,http://www.boxofficemojo.com/movies/?id=kungfupanda.htm,117,nm0085312,Kung Fu Panda,6/6/2008,3/28/2008
4306,Kung Fu Panda,http://www.imdb.com/title/tt0441773/,2008,1,8,2,Cast,Dustin Hoffman,http://www.imdb.com/name/nm0000163/,1937,m,white,http://www.boxofficemojo.com/movies/?id=kungfupanda.htm,320,nm0000163,Kung Fu Panda,6/6/2008,3/28/2008
4307,Kung Fu Panda,http://www.imdb.com/title/tt0441773/,2008,1,9,3,Cast,Angelina Jolie Pitt,http://www.imdb.com/name/nm0001401/,1975,f,white,http://www.boxofficemojo.com/movies/?id=kungfupanda.htm,8,nm0001401,Kung Fu Panda,6/6/2008,3/28/2008
4308,Kung Fu Panda,http://www.imdb.com/title/tt0441773/,2008,1,10,4,Cast,Ian McShane,http://www.imdb.com/name/nm0574534/,1942,m,white,http://www.boxofficemojo.com/movies/?id=kungfupanda.htm,1602,nm0574534,Kung Fu Panda,6/6/2008,3/28/2008
4309,Kung Fu Panda,http://www.imdb.com/title/tt0441773/,2008,1,11,5,Cast,Jackie Chan,http://www.imdb.com/name/nm0000329/,1954,m,asian,http://www.boxofficemojo.com/movies/?id=kungfupanda.htm,222,nm0000329,Kung Fu Panda,6/6/2008,3/28/2008
4310,Lakeview Terrace,http://www.imdb.com/title/tt0947802/,2008,0,5,1,Cast,Samuel L. Jackson,http://www.imdb.com/name/nm0000168/,1948,m,black,http://www.boxofficemojo.com/movies/?id=lakeviewterrace.htm,187,nm0000168,Lakeview Terrace,9/19/2008,7/11/2008
4311,Lakeview Terrace,http://www.imdb.com/title/tt0947802/,2008,0,6,2,Cast,Patrick Wilson,http://www.imdb.com/name/nm0933940/,1973,m,white,http://www.boxofficemojo.com/movies/?id=lakeviewterrace.htm,767,nm0933940,Lakeview Terrace,9/19/2008,7/11/2008
4312,Lakeview Terrace,http://www.imdb.com/title/tt0947802/,2008,0,7,3,Cast,Kerry Washington,http://www.imdb.com/name/nm0913488/,1977,f,black,http://www.boxofficemojo.com/movies/?id=lakeviewterrace.htm,1215,nm0913488,Lakeview Terrace,9/19/2008,7/11/2008
4313,Lakeview Terrace,http://www.imdb.com/title/tt0947802/,2008,0,8,4,Cast,Ron Glass,http://www.imdb.com/name/nm0322002/,1945,m,black,http://www.boxofficemojo.com/movies/?id=lakeviewterrace.htm,4756,nm0322002,Lakeview Terrace,9/19/2008,7/11/2008
4314,Lakeview Terrace,http://www.imdb.com/title/tt0947802/,2008,0,9,5,Cast,Justin Chambers,http://www.imdb.com/name/nm0150362/,1970,m,white,http://www.boxofficemojo.com/movies/?id=lakeviewterrace.htm,1330,nm0150362,Lakeview Terrace,9/19/2008,7/11/2008
4315,Last Chance Harvey,http://www.imdb.com/title/tt1046947/,2008,0,3,1,Cast,Dustin Hoffman,http://www.imdb.com/name/nm0000163/,1937,m,white,http://www.boxofficemojo.com/movies/?id=lastchanceharvey.htm,48,nm0000163,Last Chance Harvey,12/25/2008,10/16/2008
4316,Last Chance Harvey,http://www.imdb.com/title/tt1046947/,2008,0,4,2,Cast,Emma Thompson,http://www.imdb.com/name/nm0000668/,1959,f,white,http://www.boxofficemojo.com/movies/?id=lastchanceharvey.htm,482,nm0000668,Last Chance Harvey,12/25/2008,10/16/2008
4317,Last Chance Harvey,http://www.imdb.com/title/tt1046947/,2008,0,5,3,Cast,Eileen Atkins,http://www.imdb.com/name/nm0040586/,1934,f,white,http://www.boxofficemojo.com/movies/?id=lastchanceharvey.htm,3117,nm0040586,Last Chance Harvey,12/25/2008,10/16/2008
4318,Last Chance Harvey,http://www.imdb.com/title/tt1046947/,2008,0,6,4,Cast,Kathy Baker,http://www.imdb.com/name/nm0000834/,1950,f,white,http://www.boxofficemojo.com/movies/?id=lastchanceharvey.htm,3057,nm0000834,Last Chance Harvey,12/25/2008,10/16/2008
4319,Last Chance Harvey,http://www.imdb.com/title/tt1046947/,2008,0,8,5,Cast,James Brolin,http://www.imdb.com/name/nm0000981/,1940,m,white,http://www.boxofficemojo.com/movies/?id=lastchanceharvey.htm,244,nm0000981,Last Chance Harvey,12/25/2008,10/16/2008
4320,Leatherheads,http://www.imdb.com/title/tt0379865/,2008,0,8,1,Cast,George Clooney,http://www.imdb.com/name/nm0000123/,1961,m,white,http://www.boxofficemojo.com/movies/?id=leatherheads.htm,59,nm0000123,Leatherheads,4/4/2008,1/25/2008
4321,Leatherheads,http://www.imdb.com/title/tt0379865/,2008,0,22,2,Cast,Renée Zellweger,http://www.imdb.com/name/nm0000250/,1969,f,white,http://www.boxofficemojo.com/movies/?id=leatherheads.htm,433,nm0000250,Leatherheads,4/4/2008,1/25/2008
4322,Leatherheads,http://www.imdb.com/title/tt0379865/,2008,0,4,3,Cast,John Krasinski,http://www.imdb.com/name/nm1024677/,1979,m,white,http://www.boxofficemojo.com/movies/?id=leatherheads.htm,365,nm1024677,Leatherheads,4/4/2008,1/25/2008
4323,Leatherheads,http://www.imdb.com/title/tt0379865/,2008,0,32,4,Cast,Jonathan Pryce,http://www.imdb.com/name/nm0000596/,1947,m,white,http://www.boxofficemojo.com/movies/?id=leatherheads.htm,1777,nm0000596,Leatherheads,4/4/2008,1/25/2008
4324,Leatherheads,http://www.imdb.com/title/tt0379865/,2008,0,21,5,Cast,Stephen Root,http://www.imdb.com/name/nm0740535/,1951,m,white,http://www.boxofficemojo.com/movies/?id=leatherheads.htm,1117,nm0740535,Leatherheads,4/4/2008,1/25/2008
4325,Let the Right One In (2008),http://www.imdb.com/title/tt1139797/,2008,1,4,1,Cast,Kåre Hedebrant,http://www.imdb.com/name/nm2968765/,,,,http://www.boxofficemojo.com/movies/?id=lettherightonein.htm,87955,nm2968765,Let the Right One In (2008),10/24/2008,8/15/2008
4326,Let the Right One In (2008),http://www.imdb.com/title/tt1139797/,2008,1,5,2,Cast,Lina Leandersson,http://www.imdb.com/name/nm2968351/,,,,http://www.boxofficemojo.com/movies/?id=lettherightonein.htm,46694,nm2968351,Let the Right One In (2008),10/24/2008,8/15/2008
4327,Let the Right One In (2008),http://www.imdb.com/title/tt1139797/,2008,1,6,3,Cast,Per Ragnar,http://www.imdb.com/name/nm0706537/,,,,http://www.boxofficemojo.com/movies/?id=lettherightonein.htm,71381,nm0706537,Let the Right One In (2008),10/24/2008,8/15/2008
4328,Let the Right One In (2008),http://www.imdb.com/title/tt1139797/,2008,1,7,4,Cast,Henrik Dahl,http://www.imdb.com/name/nm0196928/,,,,http://www.boxofficemojo.com/movies/?id=lettherightonein.htm,166480,nm0196928,Let the Right One In (2008),10/24/2008,8/15/2008
4329,Let the Right One In (2008),http://www.imdb.com/title/tt1139797/,2008,1,8,5,Cast,Karin Bergquist,http://www.imdb.com/name/nm0074986/,,,,http://www.boxofficemojo.com/movies/?id=lettherightonein.htm,110656,nm0074986,Let the Right One In (2008),10/24/2008,8/15/2008
4330,Mad Money,http://www.imdb.com/title/tt0951216/,2008,0,6,1,Cast,Diane Keaton,http://www.imdb.com/name/nm0000473/,1946,f,white,http://www.boxofficemojo.com/movies/?id=madmoney.htm,486,nm0000473,Mad Money,1/18/2008,11/9/2007
4331,Mad Money,http://www.imdb.com/title/tt0951216/,2008,0,7,2,Cast,Ted Danson,http://www.imdb.com/name/nm0001101/,1947,m,white,http://www.boxofficemojo.com/movies/?id=madmoney.htm,1745,nm0001101,Mad Money,1/18/2008,11/9/2007
4332,Mad Money,http://www.imdb.com/title/tt0951216/,2008,0,8,3,Cast,Katie Holmes,http://www.imdb.com/name/nm0005017/,1978,f,white,http://www.boxofficemojo.com/movies/?id=madmoney.htm,25,nm0005017,Mad Money,1/18/2008,11/9/2007
4333,Mad Money,http://www.imdb.com/title/tt0951216/,2008,0,9,4,Cast,Adam Rothenberg,http://www.imdb.com/name/nm1079976/,1975,m,white,http://www.boxofficemojo.com/movies/?id=madmoney.htm,27870,nm1079976,Mad Money,1/18/2008,11/9/2007
4334,Mad Money,http://www.imdb.com/title/tt0951216/,2008,0,10,5,Cast,Queen Latifah,http://www.imdb.com/name/nm0001451/,1970,f,black,http://www.boxofficemojo.com/movies/?id=madmoney.htm,934,nm0001451,Mad Money,1/18/2008,11/9/2007
4335,Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952/,2008,1,6,1,Cast,Ben Stiller,http://www.imdb.com/name/nm0001774/,1965,m,white,http://www.boxofficemojo.com/movies/?id=madagascar2.htm,28,nm0001774,Madagascar: Escape 2 Africa,11/7/2008,8/29/2008
4336,Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952/,2008,1,7,2,Cast,Chris Rock,http://www.imdb.com/name/nm0001674/,1965,m,black,http://www.boxofficemojo.com/movies/?id=madagascar2.htm,1169,nm0001674,Madagascar: Escape 2 Africa,11/7/2008,8/29/2008
4337,Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952/,2008,1,8,3,Cast,David Schwimmer,http://www.imdb.com/name/nm0001710/,1966,m,white,http://www.boxofficemojo.com/movies/?id=madagascar2.htm,684,nm0001710,Madagascar: Escape 2 Africa,11/7/2008,8/29/2008
4338,Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952/,2008,1,9,4,Cast,Jada Pinkett Smith,http://www.imdb.com/name/nm0000586/,1971,f,black,http://www.boxofficemojo.com/movies/?id=madagascar2.htm,679,nm0000586,Madagascar: Escape 2 Africa,11/7/2008,8/29/2008
4339,Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952/,2008,1,10,5,Cast,Sacha Baron Cohen,http://www.imdb.com/name/nm0056187/,1971,m,white,http://www.boxofficemojo.com/movies/?id=madagascar2.htm,489,nm0056187,Madagascar: Escape 2 Africa,11/7/2008,8/29/2008
4340,Made of Honor,http://www.imdb.com/title/tt0866439/,2008,0,6,1,Cast,Patrick Dempsey,http://www.imdb.com/name/nm0001131/,1966,m,white,http://www.boxofficemojo.com/movies/?id=madeofhonor.htm,333,nm0001131,Made of Honor,5/2/2008,2/22/2008
4341,Made of Honor,http://www.imdb.com/title/tt0866439/,2008,0,7,2,Cast,Michelle Monaghan,http://www.imdb.com/name/nm1157358/,1976,f,white,http://www.boxofficemojo.com/movies/?id=madeofhonor.htm,102,nm1157358,Made of Honor,5/2/2008,2/22/2008
4342,Made of Honor,http://www.imdb.com/title/tt0866439/,2008,0,8,3,Cast,Kevin McKidd,http://www.imdb.com/name/nm0571727/,1973,m,white,http://www.boxofficemojo.com/movies/?id=madeofhonor.htm,834,nm0571727,Made of Honor,5/2/2008,2/22/2008
4343,Made of Honor,http://www.imdb.com/title/tt0866439/,2008,0,15,4,Cast,Kathleen Quinlan,http://www.imdb.com/name/nm0000599/,1954,f,white,http://www.boxofficemojo.com/movies/?id=madeofhonor.htm,2442,nm0000599,Made of Honor,5/2/2008,2/22/2008
4344,Made of Honor,http://www.imdb.com/title/tt0866439/,2008,0,17,5,Cast,Sydney Pollack,http://www.imdb.com/name/nm0001628/,1934,m,white,http://www.boxofficemojo.com/movies/?id=madeofhonor.htm,826,nm0001628,Made of Honor,5/2/2008,2/22/2008
4345,Mamma Mia!,http://www.imdb.com/title/tt0795421/,2008,0,13,1,Cast,Meryl Streep,http://www.imdb.com/name/nm0000658/,1949,f,white,http://www.boxofficemojo.com/movies/?id=mammamia.htm,322,nm0000658,Mamma Mia!,7/18/2008,5/9/2008
4346,Mamma Mia!,http://www.imdb.com/title/tt0795421/,2008,0,6,2,Cast,Pierce Brosnan,http://www.imdb.com/name/nm0000112/,1953,m,white,http://www.boxofficemojo.com/movies/?id=mammamia.htm,456,nm0000112,Mamma Mia!,7/18/2008,5/9/2008
4347,Mamma Mia!,http://www.imdb.com/title/tt0795421/,2008,0,4,3,Cast,Amanda Seyfried,http://www.imdb.com/name/nm1086543/,1985,f,white,http://www.boxofficemojo.com/movies/?id=mammamia.htm,248,nm1086543,Mamma Mia!,7/18/2008,5/9/2008
4348,Mamma Mia!,http://www.imdb.com/title/tt0795421/,2008,0,8,4,Cast,Colin Firth,http://www.imdb.com/name/nm0000147/,1960,m,white,http://www.boxofficemojo.com/movies/?id=mammamia.htm,333,nm0000147,Mamma Mia!,7/18/2008,5/9/2008
4349,Mamma Mia!,http://www.imdb.com/title/tt0795421/,2008,0,5,5,Cast,Stellan Skarsgård,http://www.imdb.com/name/nm0001745/,1951,m,white,http://www.boxofficemojo.com/movies/?id=mammamia.htm,1224,nm0001745,Mamma Mia!,7/18/2008,5/9/2008
4350,Man on Wire,http://www.imdb.com/title/tt1155592/,2008,1,3,1,Cast,Philippe Petit,http://www.imdb.com/name/nm0677597/,,,,http://www.boxofficemojo.com/movies/?id=manonwire.htm,108953,nm0677597,Man on Wire,7/25/2008,5/16/2008
4351,Man on Wire,http://www.imdb.com/title/tt1155592/,2008,1,4,2,Cast,Jean François Heckel,http://www.imdb.com/name/nm3072750/,,,,http://www.boxofficemojo.com/movies/?id=manonwire.htm,1743530,nm3072750,Man on Wire,7/25/2008,5/16/2008
4352,Man on Wire,http://www.imdb.com/title/tt1155592/,2008,1,5,3,Cast,Jean-Louis Blondeau,http://www.imdb.com/name/nm3072759/,,,,http://www.boxofficemojo.com/movies/?id=manonwire.htm,2130113,nm3072759,Man on Wire,7/25/2008,5/16/2008
4353,Man on Wire,http://www.imdb.com/title/tt1155592/,2008,1,6,4,Cast,Annie Allix,http://www.imdb.com/name/nm3072764/,,,,http://www.boxofficemojo.com/movies/?id=manonwire.htm,954966,nm3072764,Man on Wire,7/25/2008,5/16/2008
4354,Man on Wire,http://www.imdb.com/title/tt1155592/,2008,1,7,5,Cast,David Forman,http://www.imdb.com/name/nm0286337/,,,,http://www.boxofficemojo.com/movies/?id=manonwire.htm,2502942,nm0286337,Man on Wire,7/25/2008,5/16/2008
4355,Marley and Me,http://www.imdb.com/title/tt0822832/,2008,0,5,1,Cast,Owen Wilson,http://www.imdb.com/name/nm0005562/,1968,m,white,http://www.boxofficemojo.com/movies/?id=marleyandme.htm,368,nm0005562,Marley and Me,12/25/2008,10/16/2008
4356,Marley and Me,http://www.imdb.com/title/tt0822832/,2008,0,6,2,Cast,Jennifer Aniston,http://www.imdb.com/name/nm0000098/,1969,f,white,http://www.boxofficemojo.com/movies/?id=marleyandme.htm,77,nm0000098,Marley and Me,12/25/2008,10/16/2008
4357,Marley and Me,http://www.imdb.com/title/tt0822832/,2008,0,7,3,Cast,Eric Dane,http://www.imdb.com/name/nm0199312/,1972,m,white,http://www.boxofficemojo.com/movies/?id=marleyandme.htm,1124,nm0199312,Marley and Me,12/25/2008,10/16/2008
4358,Marley and Me,http://www.imdb.com/title/tt0822832/,2008,0,8,4,Cast,Kathleen Turner,http://www.imdb.com/name/nm0000678/,1954,f,white,http://www.boxofficemojo.com/movies/?id=marleyandme.htm,1820,nm0000678,Marley and Me,12/25/2008,10/16/2008
4359,Marley and Me,http://www.imdb.com/title/tt0822832/,2008,0,9,5,Cast,Alan Arkin,http://www.imdb.com/name/nm0000273/,1934,m,white,http://www.boxofficemojo.com/movies/?id=marleyandme.htm,1071,nm0000273,Marley and Me,12/25/2008,10/16/2008
4360,Max Payne,http://www.imdb.com/title/tt0467197/,2008,1,4,1,Cast,Mark Wahlberg,http://www.imdb.com/name/nm0000242/,1971,m,white,http://www.boxofficemojo.com/movies/?id=maxpayne.htm,78,nm0000242,Max Payne,10/17/2008,8/8/2008
4361,Max Payne,http://www.imdb.com/title/tt0467197/,2008,1,5,2,Cast,Mila Kunis,http://www.imdb.com/name/nm0005109/,1983,f,white,http://www.boxofficemojo.com/movies/?id=maxpayne.htm,41,nm0005109,Max Payne,10/17/2008,8/8/2008
4362,Max Payne,http://www.imdb.com/title/tt0467197/,2008,1,6,3,Cast,Beau Bridges,http://www.imdb.com/name/nm0000977/,,,,http://www.boxofficemojo.com/movies/?id=maxpayne.htm,1563,nm0000977,Max Payne,10/17/2008,8/8/2008
4363,Max Payne,http://www.imdb.com/title/tt0467197/,2008,1,7,4,Cast,Ludacris,http://www.imdb.com/name/nm0524839/,1977,m,black,http://www.boxofficemojo.com/movies/?id=maxpayne.htm,2215,nm0524839,Max Payne,10/17/2008,8/8/2008
4364,Max Payne,http://www.imdb.com/title/tt0467197/,2008,1,8,5,Cast,Chris O'Donnell,http://www.imdb.com/name/nm0000563/,1970,m,white,http://www.boxofficemojo.com/movies/?id=maxpayne.htm,532,nm0000563,Max Payne,10/17/2008,8/8/2008
4365,Meet Dave,http://www.imdb.com/title/tt0765476/,2008,0,4,1,Cast,Eddie Murphy,http://www.imdb.com/name/nm0000552/,1961,m,black,http://www.boxofficemojo.com/movies/?id=meetdave.htm,443,nm0000552,Meet Dave,7/11/2008,5/2/2008
4366,Meet Dave,http://www.imdb.com/title/tt0765476/,2008,0,5,2,Cast,Elizabeth Banks,http://www.imdb.com/name/nm0006969/,1974,f,white,http://www.boxofficemojo.com/movies/?id=meetdave.htm,276,nm0006969,Meet Dave,7/11/2008,5/2/2008
4367,Meet Dave,http://www.imdb.com/title/tt0765476/,2008,0,6,3,Cast,Gabrielle Union,http://www.imdb.com/name/nm0005517/,1972,f,black,http://www.boxofficemojo.com/movies/?id=meetdave.htm,987,nm0005517,Meet Dave,7/11/2008,5/2/2008
4368,Meet Dave,http://www.imdb.com/title/tt0765476/,2008,0,7,4,Cast,Scott Caan,http://www.imdb.com/name/nm0004790/,1976,m,white,http://www.boxofficemojo.com/movies/?id=meetdave.htm,1320,nm0004790,Meet Dave,7/11/2008,5/2/2008
4369,Meet Dave,http://www.imdb.com/title/tt0765476/,2008,0,8,5,Cast,Ed Helms,http://www.imdb.com/name/nm1159180/,1974,m,white,http://www.boxofficemojo.com/movies/?id=meetdave.htm,2039,nm1159180,Meet Dave,7/11/2008,5/2/2008
4370,Meet the Spartans,http://www.imdb.com/title/tt1073498/,2008,0,5,1,Cast,Sean Maguire,http://www.imdb.com/name/nm0536630/,1976,m,white,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,3945,nm0536630,Meet the Spartans,1/25/2008,11/16/2007
4371,Meet the Spartans,http://www.imdb.com/title/tt1073498/,2008,0,6,2,Cast,Carmen Electra,http://www.imdb.com/name/nm0001182/,1972,f,white,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,599,nm0001182,Meet the Spartans,1/25/2008,11/16/2007
4372,Meet the Spartans,http://www.imdb.com/title/tt1073498/,2008,0,7,3,Cast,Ken Davitian,http://www.imdb.com/name/nm0205772/,1953,m,white,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,3335,nm0205772,Meet the Spartans,1/25/2008,11/16/2007
4373,Meet the Spartans,http://www.imdb.com/title/tt1073498/,2008,0,8,4,Cast,Kevin Sorbo,http://www.imdb.com/name/nm0001757/,1958,m,white,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,2059,nm0001757,Meet the Spartans,1/25/2008,11/16/2007
4374,Meet the Spartans,http://www.imdb.com/title/tt1073498/,2008,0,9,5,Cast,Diedrich Bader,http://www.imdb.com/name/nm0046033/,1966,m,white,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,1495,nm0046033,Meet the Spartans,1/25/2008,11/16/2007
4375,Milk,http://www.imdb.com/title/tt1013753/,2008,0,3,1,Cast,Sean Penn,http://www.imdb.com/name/nm0000576/,1960,m,white,http://www.boxofficemojo.com/movies/?id=milk.htm,324,nm0000576,Milk,11/26/2008,9/17/2008
4376,Milk,http://www.imdb.com/title/tt1013753/,2008,0,4,2,Cast,Emile Hirsch,http://www.imdb.com/name/nm0386472/,1985,m,white,http://www.boxofficemojo.com/movies/?id=milk.htm,128,nm0386472,Milk,11/26/2008,9/17/2008
4377,Milk,http://www.imdb.com/title/tt1013753/,2008,0,5,3,Cast,Josh Brolin,http://www.imdb.com/name/nm0000982/,1968,m,white,http://www.boxofficemojo.com/movies/?id=milk.htm,172,nm0000982,Milk,11/26/2008,9/17/2008
4378,Milk,http://www.imdb.com/title/tt1013753/,2008,0,6,4,Cast,Diego Luna,http://www.imdb.com/name/nm0526019/,1979,m,hispanic,http://www.boxofficemojo.com/movies/?id=milk.htm,1513,nm0526019,Milk,11/26/2008,9/17/2008
4379,Milk,http://www.imdb.com/title/tt1013753/,2008,0,7,5,Cast,James Franco,http://www.imdb.com/name/nm0290556/,1978,m,white,http://www.boxofficemojo.com/movies/?id=milk.htm,46,nm0290556,Milk,11/26/2008,9/17/2008
4380,Miracle at St. Anna,http://www.imdb.com/title/tt1046997/,2008,0,4,1,Cast,Derek Luke,http://www.imdb.com/name/nm1035682/,1974,m,black,http://www.boxofficemojo.com/movies/?id=miracleatstanna.htm,3120,nm1035682,Miracle at St. Anna,9/26/2008,7/18/2008
4381,Miracle at St. Anna,http://www.imdb.com/title/tt1046997/,2008,0,5,2,Cast,Michael Ealy,http://www.imdb.com/name/nm1013003/,1973,m,black,http://www.boxofficemojo.com/movies/?id=miracleatstanna.htm,4139,nm1013003,Miracle at St. Anna,9/26/2008,7/18/2008
4382,Miracle at St. Anna,http://www.imdb.com/title/tt1046997/,2008,0,6,3,Cast,Laz Alonso,http://www.imdb.com/name/nm0022306/,1974,m,black,http://www.boxofficemojo.com/movies/?id=miracleatstanna.htm,1852,nm0022306,Miracle at St. Anna,9/26/2008,7/18/2008
4383,Miracle at St. Anna,http://www.imdb.com/title/tt1046997/,2008,0,7,4,Cast,Omar Benson Miller,http://www.imdb.com/name/nm0589077/,1978,m,black,http://www.boxofficemojo.com/movies/?id=miracleatstanna.htm,10381,nm0589077,Miracle at St. Anna,9/26/2008,7/18/2008
4384,Miracle at St. Anna,http://www.imdb.com/title/tt1046997/,2008,0,8,5,Cast,Pierfrancesco Favino,http://www.imdb.com/name/nm0269419/,1969,m,white,http://www.boxofficemojo.com/movies/?id=miracleatstanna.htm,7115,nm0269419,Miracle at St. Anna,9/26/2008,7/18/2008
4385,Mirrors,http://www.imdb.com/title/tt0790686/,2008,0,5,1,Cast,Kiefer Sutherland,http://www.imdb.com/name/nm0000662/,1966,m,white,http://www.boxofficemojo.com/movies/?id=mirrors.htm,512,nm0000662,Mirrors,8/15/2008,6/6/2008
4386,Mirrors,http://www.imdb.com/title/tt0790686/,2008,0,6,2,Cast,Paula Patton,http://www.imdb.com/name/nm1745736/,1975,f,black,http://www.boxofficemojo.com/movies/?id=mirrors.htm,1520,nm1745736,Mirrors,8/15/2008,6/6/2008
4387,Mirrors,http://www.imdb.com/title/tt0790686/,2008,0,7,3,Cast,Cameron Boyce,http://www.imdb.com/name/nm2624602/,1999,m,white,http://www.boxofficemojo.com/movies/?id=mirrors.htm,22841,nm2624602,Mirrors,8/15/2008,6/6/2008
4388,Mirrors,http://www.imdb.com/title/tt0790686/,2008,0,8,4,Cast,Erica Gluck,http://www.imdb.com/name/nm2365756/,1998,m,black,http://www.boxofficemojo.com/movies/?id=mirrors.htm,26997,nm2365756,Mirrors,8/15/2008,6/6/2008
4389,Mirrors,http://www.imdb.com/title/tt0790686/,2008,0,9,5,Cast,Amy Smart,http://www.imdb.com/name/nm0005442/,1976,f,white,http://www.boxofficemojo.com/movies/?id=mirrors.htm,444,nm0005442,Mirrors,8/15/2008,6/6/2008
4390,Miss Pettigrew Lives for a Day,http://www.imdb.com/title/tt0970468/,2008,1,5,1,Cast,Amy Adams,http://www.imdb.com/name/nm0010736/,1974,f,white,http://www.boxofficemojo.com/movies/?id=misspettigrewlivesforaday.htm,6,nm0010736,Miss Pettigrew Lives for a Day,3/7/2008,12/28/2007
4391,Miss Pettigrew Lives for a Day,http://www.imdb.com/title/tt0970468/,2008,1,6,2,Cast,David Alexander,http://www.imdb.com/name/nm0018357/,,,,http://www.boxofficemojo.com/movies/?id=misspettigrewlivesforaday.htm,293130,nm0018357,Miss Pettigrew Lives for a Day,3/7/2008,12/28/2007
4392,Miss Pettigrew Lives for a Day,http://www.imdb.com/title/tt0970468/,2008,1,7,3,Cast,Clare Clifford,http://www.imdb.com/name/nm0166611/,,,,http://www.boxofficemojo.com/movies/?id=misspettigrewlivesforaday.htm,125887,nm0166611,Miss Pettigrew Lives for a Day,3/7/2008,12/28/2007
