,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics
378,2005,108,Prime,http://www.boxofficemojo.com/movies/?id=prime.htm,22827153,45110341,105,22000000,1,0,0,0,,http://www.imdb.com/title/tt0390384/,Uni.,22827153,1837,6220935,1827,0,1,matched (3),0,9,matched (3),3,matched (3),68,529.59998,6.9000001,3.9647999,matched (3),Primer,0,0,0,0,0,"October 28, 2005","December 15, 2005",10
379,2004,138,Super Size Me,http://www.boxofficemojo.com/movies/?id=supersizeme.htm,11536423,9104631,98,65000,0,0,0,0,,http://www.imdb.com/title/tt0390521/,IDP,11536423,230,516641,41,0,1,matched (3),1,19,matched (3),3,matched (3),73,216.2,7.1999998,2.48176,matched (3),Super Size Me,0,0,0,0,0,"May 7, 2004","September 30, 2004",10
380,2004,180,Control Room,http://www.boxofficemojo.com/movies/?id=controlroom.htm,2589616,135210,83,,0,0,0,1,,http://www.imdb.com/title/tt0391024/,Magn.,2589616,74,27125,1,0,1,matched (3),0,23,matched (3),1,matched (3),79,88.800003,7.8000002,2.6045599,matched (3),Control Room,1,1,1,0,0,"May 21, 2004","November 4, 2004",10
381,2004,21,The Grudge,http://www.boxofficemojo.com/movies/?id=grudge.htm,110359362,76921753,96,10000000,1,0,0,0,,http://www.imdb.com/title/tt0391198/,Sony,110359362,3348,39128715,3245,0,2,matched (3),0,12,matched (3),3,matched (3),49,117,5.9000001,4.2303901,matched (3),The Grudge,0,1,1,0,0,"October 22, 2004","December 30, 2004",10
382,2005,111,A Lot Like Love,http://www.boxofficemojo.com/movies/?id=lotlikelove.htm,21845719,21041000,97,30000000,1,0,0,0,,http://www.imdb.com/title/tt0391304/,BV,21845719,2502,7576593,2502,0,1,matched (3),0,4,matched (3),3,matched (3),48,386.10001,6.5999999,3.3606,matched (3),A Lot Like Love,0,0,0,0,0,"April 22, 2005","July 7, 2005",10
383,2005,36,Coach Carter,http://www.boxofficemojo.com/movies/?id=coachcarter.htm,67264877,9404929,134,30000000,1,0,0,0,,http://www.imdb.com/title/tt0393162/,Par.,67264877,2574,24182961,2524,0,2,matched (3),0,22,matched (3),2,matched (3),57,86.400002,7.3000002,2.21329,matched (3),Coach Carter,0,1,1,1,0,"January 14, 2005","May 5, 2005",10
384,2009,89,Earth (2009),http://www.boxofficemojo.com/movies/?id=earth09.htm,32011576,76963584,90,,1,1,0,0,,http://www.imdb.com/title/tt0393597/,BV,32011576,1804,8825760,1804,1,3,matched (3),0,4,matched (3),1,matched (3),72,75.400002,8,2.273,matched (3),Earth,0,0,0,0,1,"April 22, 2009","July 30, 2009",10
385,2006,48,The Shaggy Dog,http://www.boxofficemojo.com/movies/?id=shaggydog.htm,61123569,26010711,98,,1,0,0,0,,http://www.imdb.com/title/tt0393735/,BV,61123569,3501,16310058,3501,0,1,matched (3),0,6,matched (3),3,matched (3),43,295.60001,4.4000001,5.6065998,matched (3),The Shaggy Dog,0,0,0,0,1,"March 10, 2006","July 27, 2006",10
386,2004,99,Hotel Rwanda,http://www.boxofficemojo.com/movies/?id=hotelrwanda.htm,23530892,10351351,110,,0,0,0,0,,http://www.imdb.com/title/tt0395169/,UA,23530892,824,100091,7,0,3,matched (3),1,83,matched (3),3,matched (3),79,214.5,8.1000004,2.1492,matched (3),Hotel Rwanda,0,0,0,0,0,"December 22, 2004","April 28, 2005",10
387,2005,116,The Producers,http://www.boxofficemojo.com/movies/?id=producers.htm,19398532,18659803,123,45000000,1,0,0,0,,http://www.imdb.com/title/tt0395251/,Uni.,19398532,978,154590,6,0,1,matched (3),1,22,matched (3),2,matched (3),52,106,6.4000001,4.8920002,matched (3),The Producers,1,0,1,0,1,"December 16, 2005","February 23, 2006",10
388,2007,124,Catch and Release,http://www.boxofficemojo.com/movies/?id=catchandrelease.htm,15539051,619436,124,25000000,1,0,0,0,,http://www.imdb.com/title/tt0395495/,Sony,15539051,1622,7658898,1622,0,1,matched (3),,,master only (1),3,matched (3),43,112.9,6,4.263,matched (3),Catch and Release,1,0,1,0,0,"January 26, 2007","March 18, 2007",10
389,2005,124,The Devil's Rejects,http://www.boxofficemojo.com/movies/?id=devilsrejects.htm,17044981,2345048,101,7000000,0,0,1,0,,http://www.imdb.com/title/tt0395584/,Lions,17044981,1757,7067335,1757,0,2,matched (3),0,19,matched (3),2,matched (3),53,318.10001,6.9000001,5.18961,matched (3),The Devil's Rejects,0,0,0,0,0,"July 22, 2005","August 25, 2005",10
390,2005,17,The Pacifier,http://www.boxofficemojo.com/movies/?id=pacifier.htm,113086868,85550000,91,56000000,1,0,0,0,,http://www.imdb.com/title/tt0395699/,BV,113086868,3181,30552694,3131,0,2,matched (3),0,14,matched (3),5,matched (3),30,212.8,5.5999999,4.2656002,matched (3),The Pacifier,0,0,0,0,0,"March 4, 2005","July 14, 2005",10
391,2005,120,North Country,http://www.boxofficemojo.com/movies/?id=northcountry.htm,18337722,6873453,126,35000000,1,0,1,0,,http://www.imdb.com/title/tt0395972/,WB,18337722,2555,6422455,2555,0,1,matched (3),1,27,matched (3),1,matched (3),68,143.10001,7.3000002,2.3496001,matched (3),North Country,1,0,1,0,0,"October 21, 2005","January 12, 2006",10
392,2005,6,Wedding Crashers,http://www.boxofficemojo.com/movies/?id=weddingcrashers.htm,209255921,75920820,113,40000000,0,0,1,0,,http://www.imdb.com/title/tt0396269/,NL,209255921,3131,33900720,2925,0,1,matched (3),0,25,matched (3),2,matched (3),64,185.3,7,2.868,matched (3),Wedding Crashers,0,0,0,0,0,"July 15, 2005","December 31, 2005",10
393,2007,29,Meet the Robinsons,http://www.boxofficemojo.com/movies/?id=meettherobinsons.htm,97822171,71510863,92,,1,1,0,0,,http://www.imdb.com/title/tt0396555/,BV,97822171,3435,25123781,3413,0,1,matched (3),0,33,matched (3),5,matched (3),61,244.8,6.9000001,3.1960001,matched (3),Meet the Robinsons,0,0,0,0,0,"March 30, 2007","September 6, 2007",10
394,2004,66,Fat Albert,http://www.boxofficemojo.com/movies/?id=fatalbert.htm,48116322,435000,100,,1,0,0,0,,http://www.imdb.com/title/tt0396592/,Fox,48116322,2744,10021510,2674,0,1,matched (3),,,master only (1),4,matched (3),39,145,4.3000002,7.3803101,matched (3),Fat Albert,0,0,0,0,0,"December 25, 2004","April 7, 2005",10
395,2005,104,Ice Princess,http://www.boxofficemojo.com/movies/?id=iceprincess.htm,24402491,3243000,92,,1,1,0,0,,http://www.imdb.com/title/tt0396652/,BV,24402491,2501,6807471,2501,0,2,matched (3),,,master only (1),4,matched (3),55,120.8,6,4.2179999,matched (3),Ice Princess,0,0,0,0,0,"March 18, 2005","June 16, 2005",10
396,2006,68,Nanny McPhee,http://www.boxofficemojo.com/movies/?id=nannymcphee.htm,47144110,75345712,98,25000000,1,0,0,0,,http://www.imdb.com/title/tt0396752/,Uni.,47144110,2148,14503650,1995,0,3,matched (3),0,15,matched (3),3,matched (3),59,179,6.5999999,3.20684,matched (3),Nanny McPhee,0,0,0,0,0,"January 27, 2006","May 4, 2006",10
397,2007,197,Blood and Chocolate,http://www.boxofficemojo.com/movies/?id=bloodandchocolate.htm,3526847,2784270,98,,1,0,0,0,,http://www.imdb.com/title/tt0397044/,MGM,3526847,1200,2074300,1200,0,4,matched (3),,,master only (1),4,matched (3),33,264.89999,5.5,5.4400001,matched (3),Blood and Chocolate,1,0,1,0,0,"January 26, 2007","March 29, 2007",10
398,2005,87,House of Wax,http://www.boxofficemojo.com/movies/?id=houseofwax.htm,32064800,36701321,110,40000000,1,0,1,0,,http://www.imdb.com/title/tt0397065/,WB,32064800,3111,12077236,3111,1,2,matched (3),0,16,matched (3),1,matched (3),41,283.79999,5.3000002,4.7963099,matched (3),La maison de cire,0,1,1,0,0,"May 6, 2005","July 28, 2005",10
399,2006,126,Just My Luck,http://www.boxofficemojo.com/movies/?id=justmyluck.htm,17326650,20833255,108,,1,0,0,0,,http://www.imdb.com/title/tt0397078/,Fox,17326650,2543,5692285,2541,0,1,matched (3),0,7,matched (3),3,matched (3),29,354.79999,5.4000001,4.8536401,matched (3),Just My Luck,0,0,0,0,0,"May 12, 2006","August 3, 2006",10
400,2005,61,The Skeleton Key,http://www.boxofficemojo.com/movies/?id=skeletonkey.htm,47907715,44067103,104,43000000,1,0,0,0,,http://www.imdb.com/title/tt0397101/,Uni.,47907715,2784,16057945,2771,0,2,matched (3),0,5,matched (3),3,matched (3),47,287.89999,6.5,2.9419999,matched (3),The Skeleton Key,0,0,0,0,0,"August 12, 2005","October 27, 2005",10
401,2006,27,Eight Below,http://www.boxofficemojo.com/movies/?id=antarctica.htm,81612565,38843429,112,40000000,1,0,0,0,,http://www.imdb.com/title/tt0397313/,BV,81612565,3122,20188176,3066,0,1,matched (3),0,3,matched (3),3,matched (3),64,129.60001,7.3000002,3.0472901,matched (3),Eight Below,0,0,0,0,0,"February 17, 2006","June 1, 2006",10
402,2005,45,Memoirs of a Geisha,http://www.boxofficemojo.com/movies/?id=memoirsofageisha.htm,57490508,104752454,144,85000000,1,0,0,0,,http://www.imdb.com/title/tt0397535/,Sony,57490508,1654,682504,8,0,1,matched (3),1,122,matched (3),2,matched (3),54,315,7.4000001,2.8363199,matched (3),Memoirs of a Geisha,0,0,0,0,0,"December 9, 2005","March 12, 2006",10
403,2008,22,Bolt,http://www.boxofficemojo.com/movies/?id=bolt.htm,114053579,195926415,96,150000000,1,0,0,0,,http://www.imdb.com/title/tt0397892/,BV,114053579,3654,26223128,3651,0,1,matched (3),1,57,matched (3),5,matched (3),67,238.3,6.9000001,2.5727899,matched (3),Bolt,0,0,0,0,1,"November 21, 2008","February 22, 2009",10
404,2005,75,Derailed,http://www.boxofficemojo.com/movies/?id=derailed.htm,36024076,21455000,106,22000000,0,0,1,0,,http://www.imdb.com/title/tt0398017/,Wein.,36024076,2447,12211986,2443,0,2,matched (3),,,master only (1),2,matched (3),40,203.3,6.5999999,2.85536,matched (3),Derailed,0,0,0,0,0,"November 11, 2005","February 16, 2006",10
405,2005,12,The Longest Yard,http://www.boxofficemojo.com/movies/?id=longestyard05.htm,158119460,32201108,109,82000000,1,0,0,0,,http://www.imdb.com/title/tt0398165/,Par.,158119460,3654,47606480,3634,0,1,matched (3),0,21,matched (3),3,matched (3),48,310.70001,6.4000001,3.2922001,matched (3),The Longest Yard,0,0,0,0,0,"May 27, 2005","October 6, 2005",10
406,2010,10,Tangled,http://www.boxofficemojo.com/movies/?id=rapunzel.htm,200821936,390973000,100,260000000,1,0,0,0,,http://www.imdb.com/title/tt0398286/,BV,200821936,3603,48767052,3603,0,1,matched (3),1,83,matched (3),7,matched (3),71,62.5,7.8000002,2.2720001,matched (3),Tangled,0,0,0,0,1,"November 24, 2010","June 2, 2011",10
407,2005,68,Rumor Has It,http://www.boxofficemojo.com/movies/?id=rumorhasit.htm,43000262,45933300,96,,1,0,0,0,,http://www.imdb.com/title/tt0398375/,WB,43000262,2815,3473155,2815,0,3,matched (3),,,master only (1),3,matched (3),35,538.40002,5.5,3.64025,matched (3),Rumor Has It...,0,0,0,0,0,"December 25, 2005","March 9, 2006",10
408,2005,113,Assault on Precinct 13,http://www.boxofficemojo.com/movies/?id=assaultonprecinct13.htm,20040895,15253575,109,30000000,0,0,1,0,,http://www.imdb.com/title/tt0398712/,Rog.,20040895,2297,6502724,2297,0,2,matched (3),0,7,matched (3),4,matched (3),54,318.5,6.3000002,2.37129,matched (3),Assaut sur le central 13,0,0,0,0,0,"January 19, 2005","February 24, 2005",10
409,2007,34,Bridge to Terabithia,http://www.boxofficemojo.com/movies/?id=bridgetoterabithia.htm,82272442,55314621,95,,1,0,0,0,,http://www.imdb.com/title/tt0398808/,BV,82272442,3210,22564612,3139,0,2,matched (3),0,20,matched (3),4,matched (3),74,137.5,7.1999998,3.4154,matched (3),Bridge to Terabithia,0,0,0,0,0,"February 16, 2007","June 28, 2007",10
410,2004,177,Clifford's Really Big Movie,http://www.boxofficemojo.com/movies/?id=cliffordsreallybigmovie.htm,2922354,333072,73,,1,1,0,0,,http://www.imdb.com/title/tt0398872/,WB,2922354,471,662152,471,0,1,matched (3),,,master only (1),2,matched (3),49,182.5,5.5,6.9499998,matched (3),Clifford's Really Big Movie,0,1,1,0,0,"April 20, 2004","May 27, 2004",10
411,2005,90,A History of Violence,http://www.boxofficemojo.com/movies/?id=historyofviolence.htm,31504633,29236194,96,32000000,0,0,1,0,,http://www.imdb.com/title/tt0399146/,NL,31504633,1348,515992,14,0,3,matched (3),1,158,matched (3),3,matched (3),81,76.800003,7.5,2.6760001,matched (3),A History of Violence,0,0,0,0,0,"September 23, 2005","February 9, 2006",10
412,2005,76,The Island,http://www.boxofficemojo.com/movies/?id=island05.htm,35818913,127130251,127,126000000,0,0,0,0,,http://www.imdb.com/title/tt0399201/,DW,35818913,3138,12409070,3122,0,1,matched (3),0,18,matched (3),5,matched (3),50,76.900002,6.9000001,2.5932,matched (3),The Island,0,0,0,0,0,"July 22, 2005","September 8, 2005",10
413,2005,105,Lord of War,http://www.boxofficemojo.com/movies/?id=lordofwar.htm,24149632,48467436,122,50000000,0,0,1,0,,http://www.imdb.com/title/tt0399295/,Lions,24149632,2814,9390144,2814,0,3,matched (3),1,4,matched (3),3,matched (3),62,371.79999,7.5999999,2.0408399,matched (3),Lord of War,0,0,0,0,0,"September 16, 2005","November 3, 2005",10
414,2005,152,The Man,http://www.boxofficemojo.com/movies/?id=man.htm,8330720,5154425,84,,0,0,0,0,,http://www.imdb.com/title/tt0399327/,NL,8330720,2040,4065014,2040,0,2,matched (3),0,3,matched (3),3,matched (3),33,398.79999,5.5999999,3.6409199,matched (3),Le boss,0,0,0,0,0,"September 9, 2005","October 13, 2005",10
415,2006,149,End of the Spear,http://www.boxofficemojo.com/movies/?id=endofthespear.htm,11967000,161105,111,10000000,0,0,0,0,,http://www.imdb.com/title/tt0399862/,RM,11967000,1163,4281388,1163,0,1,matched (3),0,2,matched (3),2,matched (3),45,201.7,7,5.4190001,matched (3),End of the Spear,0,0,0,0,0,"January 20, 2006","March 9, 2006",10
416,2004,140,What the #$*! Do We Know?!,http://www.boxofficemojo.com/movies/?id=whatthe.htm,10942306,5055872,111,,0,0,0,1,,http://www.imdb.com/title/tt0399877/,CLD,10942306,146,7655,1,0,1,matched (3),0,6,matched (3),6,matched (3),38,657.09998,5.4000001,10.17616,matched (3),What the #$*! Do We (K)now!?,0.33333334,0,0.33333334,0,1,"February 6, 2004","April 14, 2005",10
417,2004,152,"Woman, Thou Art Loosed",http://www.boxofficemojo.com/movies/?id=womanthouartloosed.htm,6879730,,99,,0,0,1,0,,http://www.imdb.com/title/tt0399901/,Magn.,6879730,521,2325474,408,0,1,matched (3),0,13,matched (3),1,matched (3),55,396.39999,6.8000002,6.204,matched (3),Woman Thou Art Loosed,0,1,1,1,0,"October 1, 2004","November 21, 2004",10
418,2004,193,Elles etaient cinq,http://www.boxofficemojo.com/movies/?id=ellesetaientcinq.htm,1852272,1112166,93,,0,0,0,1,,http://www.imdb.com/title/tt0400400/,All.,1852272,45,,,1,1,matched (3),0,16,matched (3),2,matched (3),,,7.0999999,3.85481,matched (3),The Five of Us,,,,,0,"August 27, 2004",,0
419,2005,37,Herbie: Fully Loaded,http://www.boxofficemojo.com/movies/?id=herbie05.htm,66023816,78123000,92,50000000,1,1,0,0,,http://www.imdb.com/title/tt0400497/,BV,66023816,3521,12709221,3521,0,1,matched (3),0,7,matched (3),6,matched (3),47,338.29999,4.8000002,5.0509601,matched (3),Herbie Fully Loaded,1,1,1,0,0,"June 22, 2005","October 13, 2005",10
420,2005,148,The Ice Harvest,http://www.boxofficemojo.com/movies/?id=iceharvest.htm,9016782,1140186,88,,0,0,1,0,,http://www.imdb.com/title/tt0400525/,Focus,9016782,1555,3740799,1550,0,1,matched (3),0,4,matched (3),4,matched (3),62,219.5,6.3000002,2.9596901,matched (3),The Ice Harvest,0,0,0,0,0,"November 23, 2005","December 15, 2005",10
421,2006,23,Open Season,http://www.boxofficemojo.com/movies/?id=openseason06.htm,85105259,112203768,100,85000000,1,0,0,0,,http://www.imdb.com/title/tt0400717/,Sony,85105259,3833,23624548,3833,0,1,matched (3),0,10,matched (3),4,matched (3),49,282,6.0999999,3.08161,matched (3),Open Season,0.33333334,0,0.33333334,0,1,"September 29, 2006",,10
422,2007,170,The Diving Bell and the Butterfly,http://www.boxofficemojo.com/movies/?id=divingbellandthebutterfly.htm,6003227,13774420,112,,0,0,0,0,,http://www.imdb.com/title/tt0401383/,Mira.,6003227,213,75721,3,1,2,matched (3),1,187,matched (3),2,matched (3),92,218.3,8,2.825,matched (3),The Diving Bell and the Butterfly,,,,,0,"November 30, 2007","April 10, 2008",10
423,2006,166,A Good Year,http://www.boxofficemojo.com/movies/?id=goodyear.htm,7459300,34604805,118,35000000,1,0,0,0,,http://www.imdb.com/title/tt0401445/,Fox,7459300,2067,3721526,2066,0,2,matched (3),0,3,matched (3),3,matched (3),47,100.1,7,2.8280001,matched (3),A Good Year,0,0,0,0,0,"November 10, 2006","January 25, 2007",10
424,2005,79,Magnificent Desolation (IMAX),http://www.boxofficemojo.com/movies/?id=magnificentdesolationimax.htm,34137524,6201878,40,,0,0,0,1,,http://www.imdb.com/title/tt0401623/,Imax,34137524,82,479587,80,0,1,matched (3),0,4,matched (3),3,matched (3),71,103.57143,7,5.3189998,matched (3),Magnificent Desolation: Walking on the Moon 3D,0,0,0,0,0,"September 23, 2005","August 16, 2015",7
425,2007,179,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,4899278,12572449,121,,0,0,1,0,,http://www.imdb.com/title/tt0401711/,First,4899278,200,39242,2,1,4,matched (3),0,2,matched (3),3,matched (3),66,129.5,7.3000002,2.6510201,matched (3),"Paris, je t'aime",0.090909094,0.18181819,0.18181819,0,1,"May 4, 2007","August 9, 2007",10
426,2012,41,John Carter,http://www.boxofficemojo.com/movies/?id=johncarterofmars.htm,73078100,211061000,132,250000000,1,0,0,0,,http://www.imdb.com/title/tt0401729/,BV,73078100,3749,30180188,3749,0,1,matched (3),0,22,matched (3),3,matched (3),51,470.70001,6.5999999,3.7581601,matched (3),John Carter,0,0,0,0,0,"March 9, 2012","June 28, 2012",10
427,2005,32,Sin City,http://www.boxofficemojo.com/movies/?id=sincity.htm,74103820,84650000,125,40000000,0,0,1,0,,http://www.imdb.com/title/tt0401792/,Dim.,74103820,3230,29120273,3230,0,1,matched (3),1,136,matched (3),2,matched (3),74,426,8,3.2679999,matched (3),Sin City,0,0.33333334,0.33333334,0,1,"April 1, 2005","August 11, 2005",10
428,2006,47,Underworld: Evolution,http://www.boxofficemojo.com/movies/?id=underworld2.htm,62318875,49021926,106,,1,0,1,0,,http://www.imdb.com/title/tt0401855/,SGem,62318875,3207,26857181,3207,0,1,matched (3),0,10,matched (3),5,matched (3),36,260.79999,6.6999998,3.18009,matched (3),Underworld: Evolution,0,0,0,0,0,"January 20, 2006","March 12, 2006",10
429,2007,80,Breach,http://www.boxofficemojo.com/movies/?id=breach.htm,33231264,7722671,110,,1,0,0,0,,http://www.imdb.com/title/tt0401997/,Uni.,33231264,1505,10504990,1489,0,1,matched (3),0,4,matched (3),5,matched (3),74,80.300003,7,2.0599999,matched (3),Breach,0,0,0,0,0,"February 16, 2007","April 12, 2007",10
430,2005,99,Aeon Flux,http://www.boxofficemojo.com/movies/?id=aeonflux.htm,25874337,26429664,95,62000000,1,0,0,0,,http://www.imdb.com/title/tt0402022/,Par.,25874337,2608,12661112,2608,0,1,matched (3),0,4,matched (3),2,matched (3),36,428.20001,5.5,3.882,matched (3),Æon Flux,1,1,1,0,0,"December 2, 2005","February 9, 2006",10
431,2005,136,The New World,http://www.boxofficemojo.com/movies/?id=newworld.htm,12712093,17823920,150,30000000,0,0,0,0,,http://www.imdb.com/title/tt0402399/,NL,12712093,811,30864,3,0,2,matched (3),1,33,matched (3),4,matched (3),69,252.5,6.6999998,4.9180899,matched (3),The New World,0,0,0,0,0,"December 25, 2005","April 2, 2006",10
432,2005,139,Casanova,http://www.boxofficemojo.com/movies/?id=casanova.htm,11304403,26387241,112,,1,0,1,0,,http://www.imdb.com/title/tt0402894/,BV,11304403,1011,119276,37,0,1,matched (3),0,7,matched (3),4,matched (3),57,239.7,6.5,3.0225,matched (3),Casanova,0,0,0,0,1,"December 25, 2005","April 20, 2006",10
433,2005,133,The Cave,http://www.boxofficemojo.com/movies/?id=cave.htm,15007991,18288466,97,,1,0,0,0,,http://www.imdb.com/title/tt0402901/,SGem,15007991,2195,6147294,2195,0,3,matched (3),,,master only (1),3,matched (3),30,335.29999,5.0999999,4.00001,matched (3),The Cave,0,0,0,0,0,"August 26, 2005","October 2, 2005",10
434,2005,180,Supercross,http://www.boxofficemojo.com/movies/?id=supercross.htm,3102550,241881,92,,1,0,0,0,,http://www.imdb.com/title/tt0403016/,Fox,3102550,1621,1330520,1621,0,1,matched (3),,,master only (1),4,matched (3),26,168.60001,4.1999998,9.1086397,matched (3),Supercross,0,0,0,0,0,"August 17, 2005","September 29, 2005",10
435,2005,122,Roll Bounce,http://www.boxofficemojo.com/movies/?id=rollbounce.htm,17380866,120000,112,,1,0,0,0,,http://www.imdb.com/title/tt0403455/,FoxS,17380866,1661,7570366,1625,0,1,matched (3),0,8,matched (3),4,matched (3),59,217.5,6.0999999,6.6023998,matched (3),Roll Bounce,0,1,1,1,0,"September 23, 2005","January 5, 2006",10
436,2005,71,The Sisterhood of the Traveling Pants,http://www.boxofficemojo.com/movies/?id=travelingpants.htm,39053061,2960817,119,25000000,1,0,0,0,,http://www.imdb.com/title/tt0403508/,WB,39053061,2583,9833340,2583,0,1,matched (3),0,15,matched (3),4,matched (3),66,162.5,6.5,4.2179999,matched (3),The Sisterhood of the Traveling Pants,0,0,0,0,0,"June 1, 2005","September 15, 2005",10
437,2005,193,State Property 2,http://www.boxofficemojo.com/movies/?id=stateproperty2.htm,1691706,,94,,0,0,1,0,,http://www.imdb.com/title/tt0403537/,Lions,1691706,202,756905,202,0,1,matched (3),0,1,matched (3),4,matched (3),33,265,4.5999999,8.7966003,matched (3),State Property: Blood on the Streets,0,1,1,1,0,"April 13, 2005","May 5, 2005",10
438,2010,124,Youth in Revolt,http://www.boxofficemojo.com/movies/?id=youthinrevolt.htm,15281286,4369807,90,18000000,0,0,1,0,,http://www.imdb.com/title/tt0403702/,W/Dim.,15281286,1873,6888334,1873,0,1,matched (3),0,1,matched (3),3,matched (3),63,203.2,6.5,2.8255,matched (3),Youth in Revolt,0,1,1,0,0,"January 8, 2010","March 25, 2010",10
439,2004,108,Yu-Gi-Oh! The Movie,http://www.boxofficemojo.com/movies/?id=yugioh.htm,19765868,9404542,90,,1,0,0,0,,http://www.imdb.com/title/tt0403703/,WB,19765868,2411,9485494,2411,1,2,matched (3),,,master only (1),6,matched (3),15,213.3,4.6999998,10.08671,matched (3),Yu-Gi-Oh!: The Movie,,,,,0,"August 13, 2004","November 3, 2004",10
440,2005,192,Everything Is Illuminated,http://www.boxofficemojo.com/movies/?id=everythingisilluminated.htm,1712337,1889637,100,,1,0,0,0,,http://www.imdb.com/title/tt0404030/,WIP,1712337,110,66806,6,0,1,matched (3),1,11,matched (3),2,matched (3),58,168.2,7.5,2.6240001,matched (3),Everything Is Illuminated,0,0,0,0,0,"September 16, 2005","December 1, 2005",10
441,2005,30,The Exorcism of Emily Rose,http://www.boxofficemojo.com/movies/?id=exorcismofemilyrose.htm,75072454,69144014,114,19000000,1,0,0,0,,http://www.imdb.com/title/tt0404032/,SGem,75072454,3045,30054300,2981,0,1,matched (3),0,12,matched (3),3,matched (3),46,310.29999,6.6999998,3.1908901,matched (3),The Exorcism of Emily Rose,0,0,0,0,0,"September 9, 2005","November 6, 2005",10
442,2006,180,Little Children,http://www.boxofficemojo.com/movies/?id=littlechildren.htm,5463019,9358639,130,26000000,0,0,1,0,,http://www.imdb.com/title/tt0404203/,NL,5463019,115,97953,5,0,1,matched (3),1,96,matched (3),2,matched (3),75,356.89999,7.5,2.45175,matched (3),Little Children,0,0,0,0,0,"October 6, 2006","April 12, 2007",10
443,2006,174,Running Scared,http://www.boxofficemojo.com/movies/?id=runningscared05.htm,6855137,2524892,110,15000000,0,0,1,0,,http://www.imdb.com/title/tt0404390/,NL,6855137,1611,3381974,1611,0,2,matched (3),0,4,matched (3),4,matched (3),41,323.79999,7.4000001,3.0736401,matched (3),Running Scared,0,0,0,0,1,"February 24, 2006","April 2, 2006",10
444,2007,140,The Lives of Others,http://www.boxofficemojo.com/movies/?id=livesofothers.htm,11286112,66070830,137,2000000,1,0,1,0,,http://www.imdb.com/title/tt0405094/,SPC,11286112,259,213589,9,1,1,matched (3),1,120,matched (3),2,matched (3),89,217,8.3999996,2.28016,matched (3),The Lives of Others,0,0,0,0,0,"February 9, 2007","September 13, 2007",10
445,2004,24,Million Dollar Baby,http://www.boxofficemojo.com/movies/?id=milliondollarbaby.htm,100492203,116271443,137,30000000,1,0,0,0,,http://www.imdb.com/title/tt0405159/,WB,100492203,2375,179953,8,0,1,matched (3),1,190,matched (3),2,matched (3),86,141.60001,8.1000004,2.4388101,matched (3),Million Dollar Baby,0,0,0,0,0,"December 15, 2004","June 30, 2005",10
446,2006,179,A Scanner Darkly,http://www.boxofficemojo.com/movies/?id=scannerdarkly.htm,5501616,2158302,100,,1,0,1,0,,http://www.imdb.com/title/tt0405296/,WIP,5501616,263,391672,17,0,1,matched (3),1,26,matched (3),5,matched (3),73,238.2,7.0999999,3.0868101,matched (3),A Scanner Darkly,0,0,0,0,0,"July 7, 2006","October 12, 2006",10
447,2005,39,Sky High,http://www.boxofficemojo.com/movies/?id=skyhigh.htm,63946815,22423000,102,35000000,1,0,0,0,,http://www.imdb.com/title/tt0405325/,BV,63946815,2912,14631784,2905,0,1,matched (3),,,master only (1),4,matched (3),62,197.5,6.1999998,3.747,matched (3),Sky High,0,0,0,0,0,"July 29, 2005","December 1, 2005",10
448,2009,178,Rudo Y Cursi,http://www.boxofficemojo.com/movies/?id=rudoycursi.htm,1827660,9341572,90,,1,0,1,0,,http://www.imdb.com/title/tt0405393/,SPC,1827660,219,211460,70,1,2,matched (3),0,14,matched (3),3,matched (3),67,82.199997,6.6999998,4.4918199,matched (3),Rudo y Cursi,,,,,0,"May 8, 2009","August 27, 2009",10
449,2005,19,The 40-Year-Old Virgin,http://www.boxofficemojo.com/movies/?id=40yearoldvirgin.htm,109449237,67929408,116,26000000,1,0,1,0,,http://www.imdb.com/title/tt0405422/,Uni.,109449237,3006,21422815,2845,0,1,matched (3),1,36,matched (3),2,matched (3),73,241.60001,7.0999999,2.8123901,matched (3),The 40-Year-Old Virgin,0,0,0,0,0,"August 19, 2005","December 15, 2005",10
450,2006,84,The Wild,http://www.boxofficemojo.com/movies/?id=wild.htm,37384046,64954469,94,80000000,1,1,0,0,,http://www.imdb.com/title/tt0405469/,BV,37384046,2854,9684809,2854,0,2,matched (3),0,2,matched (3),4,matched (3),47,280.39999,5.3000002,4.41431,matched (3),The Wild,0,0,0,0,0,"April 14, 2006","August 17, 2006",10
