,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics
1111,2008,69,Nights in Rodanthe,http://www.boxofficemojo.com/movies/?id=nightsinrodanthe.htm,41850659,42524402,97,,1,0,0,0,,http://www.imdb.com/title/tt0956038/,WB,41850659,2704,13418454,2704,0,2,matched (3),0,2,matched (3),2,matched (3),39,344.79999,6,4.2490001,matched (3),Nights in Rodanthe,0,0,0,0,0,"September 26, 2008","January 15, 2009",10
1112,2008,112,Revolutionary Road,http://www.boxofficemojo.com/movies/?id=revolutionaryroad.htm,22911480,52314541,119,35000000,0,0,1,0,,http://www.imdb.com/title/tt0959337/,ParV,22911480,1077,189911,3,0,2,matched (3),1,107,matched (3),2,matched (3),69,204.5,7.3000002,2.6568,matched (3),Revolutionary Road,0,0,0,0,0,"December 26, 2008","April 2, 2009",10
1113,2008,29,You Don't Mess with the Zohan,http://www.boxofficemojo.com/movies/?id=youdontmesswiththezohan.htm,100018837,99917174,113,90000000,1,0,0,0,,http://www.imdb.com/title/tt0960144/,Sony,100018837,3466,38531374,3462,0,1,matched (3),0,2,matched (3),2,matched (3),54,121.8,5.5,5.3255,matched (3),You Don't Mess with the Zohan,0,0,0,0,0,"June 6, 2008","September 7, 2008",10
1114,2008,24,Bedtime Stories,http://www.boxofficemojo.com/movies/?id=bedtimestories.htm,110101975,102772467,95,80000000,1,0,0,0,,http://www.imdb.com/title/tt0960731/,BV,110101975,3684,27450296,3681,0,1,matched (3),0,9,matched (3),4,matched (3),33,450.60001,6.0999999,3.35199,matched (3),Bedtime Stories,0,0,0,0,0,"December 25, 2008","March 12, 2009",10
1115,2008,33,High School Musical 3: Senior Year,http://www.boxofficemojo.com/movies/?id=highschoolmusical3.htm,90559416,162349761,100,11000000,1,1,0,0,,http://www.imdb.com/title/tt0962726/,BV,90559416,3626,42030184,3623,0,1,matched (3),0,30,matched (3),6,matched (3),57,234.89999,4.6999998,9.97089,matched (3),High School Musical 3: Senior Year,0,0,0,0,0,"October 24, 2008","February 5, 2009",10
1116,2009,136,The Young Victoria,http://www.boxofficemojo.com/movies/?id=youngvictoria.htm,11001272,16408617,104,35000000,0,0,0,0,,http://www.imdb.com/title/tt0962736/,App.,11001272,476,260591,44,1,2,matched (3),1,32,matched (3),4,matched (3),64,307.5,7.3000002,2.3964,matched (3),The Young Victoria,0,0,0,0,0,"December 18, 2009","April 29, 2010",10
1117,2009,101,The International,http://www.boxofficemojo.com/movies/?id=international.htm,25450527,34710864,118,50000000,1,0,1,0,,http://www.imdb.com/title/tt0963178/,Sony,25450527,2364,9331739,2364,0,3,matched (3),0,3,matched (3),5,matched (3),52,217.39999,6.5,2.30375,matched (3),The International,0,0,0,0,0,"February 13, 2009","March 22, 2009",10
1118,2008,122,The Ruins,http://www.boxofficemojo.com/movies/?id=ruins.htm,17432844,5295199,97,,0,0,1,0,,http://www.imdb.com/title/tt0963794/,P/DW,17432844,2814,8003421,2812,0,3,matched (3),0,5,matched (3),1,matched (3),44,221,5.9000001,3.88481,matched (3),The Ruins,0,0,0,0,0,"April 4, 2008","June 19, 2008",10
1119,2010,50,The Sorcerer's Apprentice,http://www.boxofficemojo.com/movies/?id=sorcerersapprentice.htm,63150991,152132751,111,150000000,1,0,0,0,,http://www.imdb.com/title/tt0963966/,BV,63150991,3504,17619622,3504,0,1,matched (3),0,1,matched (3),4,matched (3),46,82.099998,6.0999999,3.34761,matched (3),The Sorcerer's Apprentice,0,0,0,0,0,"July 14, 2010","October 28, 2010",10
1120,2010,35,The Fighter,http://www.boxofficemojo.com/movies/?id=fighter10.htm,93617009,35573860,114,25000000,1,0,1,0,,http://www.imdb.com/title/tt0964517/,Par.,93617009,2534,300010,4,0,1,matched (3),1,261,matched (3),3,matched (3),79,331.79999,7.8000002,1.61316,matched (3),The Fighter,0,0,0,0,1,"December 10, 2010","March 31, 2011",10
1121,2011,135,The Conspirator,http://www.boxofficemojo.com/movies/?id=conspirator.htm,11538204,3940596,122,25000000,0,0,0,0,,http://www.imdb.com/title/tt0968264/,RAtt.,11538204,849,3506602,707,0,1,matched (3),0,6,matched (3),3,matched (3),55,488,6.9000001,2.3404,matched (3),The Conspirator,0,0,0,0,0,"April 15, 2011","September 15, 2011",10
1122,2011,49,Hugo,http://www.boxofficemojo.com/movies/?id=hugocabret.htm,73864507,111905653,127,,1,0,0,0,,http://www.imdb.com/title/tt0970179/,Par.,73864507,2608,11364505,1277,0,1,matched (3),1,343,matched (3),4,matched (3),83,140.8,7.5,2.734,matched (3),Hugo,0,0,0,0,0,"November 23, 2011","April 12, 2012",10
1123,2008,154,City of Ember,http://www.boxofficemojo.com/movies/?id=cityofember.htm,7873007,10056677,95,55000000,1,0,0,0,,http://www.imdb.com/title/tt0970411/,Fox,7873007,2023,3129473,2022,0,1,matched (3),0,7,matched (3),4,matched (3),58,148.2,6.5,2.77,matched (3),City of Ember,0,0,0,0,0,"October 10, 2008","January 15, 2009",10
1124,2008,40,The Day the Earth Stood Still (2008),http://www.boxofficemojo.com/movies/?id=daytheearthstoodstill08.htm,79366978,153726881,110,80000000,1,0,0,0,,http://www.imdb.com/title/tt0970416/,Fox,79366978,3560,30480153,3560,0,2,matched (3),0,12,matched (3),3,matched (3),40,218.60001,5.5,3.638,matched (3),The Day the Earth Stood Still,0,0,0,0,0,"December 12, 2008","April 2, 2009",10
1125,2008,137,Miss Pettigrew Lives for a Day,http://www.boxofficemojo.com/movies/?id=misspettigrewlivesforaday.htm,12313694,4411239,92,,0,0,0,0,,http://www.imdb.com/title/tt0970468/,Focus,12313694,539,2490942,535,1,2,matched (3),,,master only (1),2,matched (3),63,156,7.0999999,2.8092,matched (3),Miss Pettigrew Lives for a Day,,,,,0,"March 7, 2008","May 22, 2008",10
1126,2010,16,Little Fockers,http://www.boxofficemojo.com/movies/?id=meetthefockerssequel.htm,148438600,162211985,98,100000000,1,0,0,0,,http://www.imdb.com/title/tt0970866/,Uni.,148438600,3675,30833665,3536,0,1,matched (3),0,8,matched (3),2,matched (3),27,190.10001,5.5,3.4295001,matched (3),Little Fockers,0,0,0,0,0,"December 22, 2010","March 17, 2011",10
1127,2009,122,A Perfect Getaway,http://www.boxofficemojo.com/movies/?id=perfectgetaway.htm,15515460,7337178,97,14000000,1,0,1,0,,http://www.imdb.com/title/tt0971209/,Uni.,15515460,2159,5948555,2159,0,1,matched (3),0,1,matched (3),3,matched (3),63,45.200001,6.5,2.9400001,matched (3),A Perfect Getaway,0,0,0,0,0,"August 7, 2009","September 17, 2009",10
1128,2008,182,Elegy,http://www.boxofficemojo.com/movies/?id=elegy.htm,3581642,11312705,108,,0,0,1,0,,http://www.imdb.com/title/tt0974554/,Gold.,3581642,142,104168,6,0,1,matched (3),1,11,matched (3),2,matched (3),66,297.79999,6.8000002,3.0741999,matched (3),Elegy,1,1,1,0,0,"August 8, 2008","November 13, 2008",10
1129,2009,53,17 Again,http://www.boxofficemojo.com/movies/?id=17again.htm,64167069,72100407,102,,1,0,0,0,,http://www.imdb.com/title/tt0974661/,WB (NL),64167069,3255,23722310,3255,0,1,matched (3),0,7,matched (3),5,matched (3),48,267.89999,6.4000001,3.4519999,matched (3),17 Again,0,0,0,0,0,"April 17, 2009","August 6, 2009",10
1130,2012,147,Hitchcock,http://www.boxofficemojo.com/movies/?id=hitchcock.htm,6008677,17561864,98,,1,0,0,0,,http://www.imdb.com/title/tt0975645/,FoxS,6008677,561,287715,17,0,2,matched (3),1,45,matched (3),2,matched (3),55,735.79999,6.8000002,1.9493999,matched (3),Hitchcock,0,0,0,0,0,"November 23, 2012","March 14, 2013",10
1131,2008,82,The Reader,http://www.boxofficemojo.com/movies/?id=reader.htm,34194407,74707560,122,32000000,0,0,1,0,,http://www.imdb.com/title/tt0976051/,Wein.,34194407,1203,168051,8,0,2,matched (3),1,99,matched (3),2,matched (3),58,100.3,7.5999999,2.27404,matched (3),The Reader,0,0,0,0,0,"December 10, 2008","May 13, 2009",10
1132,2009,159,Bandslam,http://www.boxofficemojo.com/movies/?id=bandslam.htm,5210988,7014035,111,,0,0,0,0,,http://www.imdb.com/title/tt0976222/,Sum.,5210988,2121,2231273,2121,0,1,matched (3),,,master only (1),5,matched (3),66,63.299999,6.3000002,4.9015999,matched (3),Bandslam,0,0,0,0,0,"August 14, 2009","September 24, 2009",10
1133,2009,62,Old Dogs,http://www.boxofficemojo.com/movies/?id=olddogs.htm,49492060,47261636,88,35000000,1,0,0,0,,http://www.imdb.com/title/tt0976238/,BV,49492060,3425,16894511,3425,0,1,matched (3),0,4,matched (3),2,matched (3),19,487.10001,5.4000001,4.8495598,matched (3),Old Dogs,0,0,0,0,0,"November 25, 2009","April 1, 2010",10
1134,2009,180,Every Little Step,http://www.boxofficemojo.com/movies/?id=everylittlestep.htm,1725141,1044622,96,,1,0,0,0,,http://www.imdb.com/title/tt0977648/,SPC,1725141,70,68504,8,0,1,matched (3),0,8,matched (3),2,matched (3),76,277.79999,7.5,4.8239999,matched (3),Every Little Step,0,0,0,0,1,"April 17, 2009","October 8, 2009",10
1135,2010,134,Fair Game (2010),http://www.boxofficemojo.com/movies/?id=fairgame10.htm,9540691,14648231,108,22000000,0,0,0,0,,http://www.imdb.com/title/tt0977855/,Sum.,9540691,436,651082,46,0,2,matched (3),1,14,matched (3),3,matched (3),69,77,6.8000002,2.4983201,matched (3),Fair Game,0,0,0,0,0,"November 5, 2010","February 17, 2011",10
1136,2008,192,Frozen River,http://www.boxofficemojo.com/movies/?id=frozenriver.htm,2511476,2902807,97,,1,0,1,0,,http://www.imdb.com/title/tt0978759/,SPC,2511476,96,70234,7,0,1,matched (3),1,80,matched (3),2,matched (3),82,109.4,7.1999998,2.2923999,matched (3),Frozen River,1,0,1,0,0,"August 1, 2008","March 19, 2009",10
1137,2011,89,Sucker Punch,http://www.boxofficemojo.com/movies/?id=suckerpunch.htm,36392502,53400000,120,82000000,1,0,0,0,,http://www.imdb.com/title/tt0978764/,WB,36392502,3033,19058199,3033,0,2,matched (3),0,13,matched (3),2,matched (3),33,436.10001,6.0999999,5.4591899,matched (3),Sucker Punch,0,0,0,0,0,"March 25, 2011","May 26, 2011",10
1138,2010,106,Lottery Ticket,http://www.boxofficemojo.com/movies/?id=lotteryticket.htm,24719879,58185010,99,17000000,1,0,0,0,,http://www.imdb.com/title/tt0979434/,WB,24719879,1974,10652297,1973,0,1,matched (3),,,master only (1),1,matched (3),50,283.89999,5,6.8649998,matched (3),Lottery Ticket,0,1,1,1,0,"August 20, 2010","November 4, 2010",10
1139,2010,27,The Chronicles of Narnia: The Voyage of the Dawn Treader,http://www.boxofficemojo.com/movies/?id=narnia3.htm,104386950,311299267,112,155000000,1,0,0,0,,http://www.imdb.com/title/tt0980970/,Fox,104386950,3555,24005069,3555,0,1,matched (3),1,38,matched (3),3,matched (3),53,251.2,6.3000002,3.3479099,matched (3),The Chronicles of Narnia: The Voyage of the Dawn Treader,0,0,0,0,0,"December 10, 2010","April 14, 2011",10
1140,2008,92,Nick and Norah's Infinite Playlist,http://www.boxofficemojo.com/movies/?id=nickandnorahsinfiniteplaylist.htm,31487293,2018844,90,10000000,1,0,0,0,,http://www.imdb.com/title/tt0981227/,Sony,31487293,2421,11311751,2421,0,1,matched (3),0,9,matched (3),4,matched (3),64,510.60001,6.6999998,3.1691101,matched (3),Nick and Norah's Infinite Playlist,0,0,0,0,0,"October 3, 2008","November 16, 2008",10
1141,2011,44,The Adventures of Tintin,http://www.boxofficemojo.com/movies/?id=tintin.htm,77591831,296402120,101,,1,0,0,0,,http://www.imdb.com/title/tt0983193/,Par.,77591831,3087,9720993,3087,0,2,matched (3),1,154,matched (3),4,matched (3),68,233,7.3000002,2.3531101,matched (3),The Adventures of Tintin,0,0,0,0,0,"December 21, 2011","March 22, 2012",10
1142,2010,100,Machete,http://www.boxofficemojo.com/movies/?id=machete.htm,26593646,17499670,105,10500000,1,0,1,0,,http://www.imdb.com/title/tt0985694/,Fox,26593646,2678,11416164,2670,0,1,matched (3),0,9,matched (3),3,matched (3),60,128.3,6.5999999,4.08184,matched (3),Machete,0,0.5,0.5,0,1,"September 3, 2010","November 18, 2010",10
1143,2008,35,Valkyrie,http://www.boxofficemojo.com/movies/?id=valkyrie.htm,83077833,117198951,120,75000000,0,0,0,0,,http://www.imdb.com/title/tt0985699/,UA,83077833,2838,21027007,2711,0,2,matched (3),0,17,matched (3),4,matched (3),56,341.29999,7.0999999,2.15521,matched (3),Valkyrie,0,0,0,0,0,"December 25, 2008","April 16, 2009",10
1144,2009,76,Surrogates,http://www.boxofficemojo.com/movies/?id=surrogates.htm,38577772,83867000,89,80000000,1,0,0,0,,http://www.imdb.com/title/tt0986263/,BV,38577772,2992,14902692,2951,0,1,matched (3),,,master only (1),3,matched (3),45,292.5,6.3000002,2.34969,matched (3),Surrogates,0,0,0,0,0,"September 25, 2009","December 3, 2009",10
1145,2009,10,Sherlock Holmes,http://www.boxofficemojo.com/movies/?id=sherlockholmes.htm,209028679,315000000,134,90000000,1,0,0,0,,http://www.imdb.com/title/tt0988045/,WB,209028679,3626,62304277,3626,0,2,matched (3),1,114,matched (3),5,matched (3),57,152,7.5999999,2.1861999,matched (3),Sherlock Holmes,0,0,0,0,0,"December 25, 2009","April 29, 2010",10
1146,2008,110,Traitor,http://www.boxofficemojo.com/movies/?id=traitor.htm,23530831,4133342,110,22000000,0,0,0,0,,http://www.imdb.com/title/tt0988047/,Over.,23530831,2108,7868465,2054,0,1,matched (3),0,8,matched (3),4,matched (3),60,181.3,7,2.1129999,matched (3),Traitor,0,0,0,0,0,"August 27, 2008","November 25, 2008",10
1147,2008,41,27 Dresses,http://www.boxofficemojo.com/movies/?id=27dresses.htm,76808654,83450665,107,30000000,1,0,0,0,,http://www.imdb.com/title/tt0988595/,Fox,76808654,3074,23007725,3057,0,1,matched (3),0,9,matched (3),2,matched (3),47,140,6.0999999,3.51759,matched (3),27 Dresses,1,0,1,0,0,"January 18, 2008","May 29, 2008",10
1148,2010,43,Dear John,http://www.boxofficemojo.com/movies/?id=dearjohn.htm,80014842,34962262,108,25000000,1,0,0,0,,http://www.imdb.com/title/tt0989757/,SGem,80014842,3062,30468614,2969,0,1,matched (3),0,12,matched (3),3,matched (3),43,85.699997,6.3000002,4.1195998,matched (3),Dear John,0,0,0,0,0,"February 5, 2010","April 29, 2010",10
1149,2011,32,The Green Hornet,http://www.boxofficemojo.com/movies/?id=greenhornet.htm,98780042,129037206,108,120000000,1,0,0,0,,http://www.imdb.com/title/tt0990407/,Sony,98780042,3584,33526876,3584,0,1,matched (3),0,17,matched (3),5,matched (3),39,462.29999,5.8000002,3.6572001,matched (3),The Green Hornet,0,0,0,0,1,"January 14, 2011","April 21, 2011",10
1150,2009,197,Sugar,http://www.boxofficemojo.com/movies/?id=sugar09.htm,1082124,62314,114,,1,0,1,0,,http://www.imdb.com/title/tt0990413/,SPC,1082124,51,60140,11,0,2,matched (3),1,21,matched (3),2,matched (3),82,58.599998,7.1999998,3.37324,matched (3),Sugar,0.5,0,0.5,0,1,"April 3, 2009","August 13, 2009",10
1151,2011,75,Hanna,http://www.boxofficemojo.com/movies/?id=hanna.htm,40259119,23522959,111,30000000,0,0,0,0,,http://www.imdb.com/title/tt0993842/,Focus,40259119,2545,12370549,2535,0,3,matched (3),1,41,matched (3),3,matched (3),65,371.10001,6.8000002,2.91048,matched (3),Hanna,0,0,0,0,0,"April 8, 2011","July 7, 2011",10
1152,2013,28,The Wolf of Wall Street,http://www.boxofficemojo.com/movies/?id=wolfofwallstreet.htm,116900694,275100000,180,100000000,1,0,1,0,,http://www.imdb.com/title/tt0993846/,Par.,116900694,2557,18361578,2537,0,1,matched (3),1,254,matched (3),4,matched (3),75,340.79999,8.1999998,2.5559599,matched (3),The Wolf of Wall Street,0,0,0,0,0,"December 25, 2013","April 3, 2014",10
1153,2008,132,Ghost Town,http://www.boxofficemojo.com/movies/?id=ghosttown.htm,13367624,13706868,102,20000000,0,0,0,0,,http://www.imdb.com/title/tt0995039/,P/DW,13367624,1512,5012315,1505,0,1,matched (3),0,6,matched (3),4,matched (3),72,229.60001,6.6999998,2.43662,matched (3),Ghost Town,0,0,0,0,0,"September 19, 2008","November 13, 2008",10
1154,2008,157,Dolphins and Whales: Tribes of the Ocean 3D,http://www.boxofficemojo.com/movies/?id=dolphinsandwhales3d.htm,7714996,1093663,42,,0,0,0,1,,http://www.imdb.com/title/tt0996382/,3D,7714996,42,41695,4,1,2,matched (3),,,master only (1),3,matched (3),,,6.5,5.1322498,matched (3),Dolphins and Whales 3D: Tribes of the Ocean,0,0,0,0,0,"February 15, 2008","May 6, 2010",0
1155,2008,62,College Road Trip,http://www.boxofficemojo.com/movies/?id=collegeroadtrip.htm,45610425,5939249,83,,1,1,0,0,,http://www.imdb.com/title/tt0997047/,BV,45610425,2706,13601419,2706,0,1,matched (3),,,master only (1),4,matched (3),36,171.89999,4.3000002,7.6791101,matched (3),College Road Trip,0,0,0,0,0,"March 7, 2008","July 31, 2008",10
1156,2011,138,Straw Dogs (2011),http://www.boxofficemojo.com/movies/?id=strawdogs10.htm,10324441,,105,25000000,1,0,1,0,,http://www.imdb.com/title/tt0999913/,SGem,10324441,2408,5123760,2408,0,1,matched (3),0,1,matched (3),3,matched (3),45,663.5,5.8000002,3.7564399,matched (3),Straw Dogs,0,0,0,0,0,"September 16, 2011","October 13, 2011",10
1157,2008,11,Sex and the City,http://www.boxofficemojo.com/movies/?id=sexandthecity.htm,152647258,262606383,135,65000000,1,0,1,0,,http://www.imdb.com/title/tt1000774/,WB (NL),152647258,3325,57038404,3285,0,1,matched (3),0,18,matched (3),3,matched (3),53,319.39999,5.5999999,7.5892,matched (3),Sex and the City,0,0,0,0,1,"May 30, 2008","September 18, 2008",10
1158,2009,35,He's Just Not That Into You,http://www.boxofficemojo.com/movies/?id=hesjustnotthatintoyou.htm,93953653,84893246,129,,1,0,0,0,,http://www.imdb.com/title/tt1001508/,WB (NL),93953653,3175,27785487,3175,0,3,matched (3),0,4,matched (3),3,matched (3),47,108.7,6.4000001,3.2622399,matched (3),Ce que pensent les hommes,0,0,0,0,0,"February 6, 2009","June 18, 2009",10
1159,2010,17,Megamind,http://www.boxofficemojo.com/movies/?id=mastermind.htm,148415853,173469912,96,130000000,0,0,0,0,,http://www.imdb.com/title/tt1001526/,P/DW,148415853,3949,46016833,3944,0,1,matched (3),0,23,matched (3),5,matched (3),63,121,7.3000002,2.2828901,matched (3),Megamind,0,0,0,0,0,"November 5, 2010","February 24, 2011",10
1160,2008,176,Witless Protection,http://www.boxofficemojo.com/movies/?id=witlessprotection.htm,4161625,360576,97,,0,0,0,0,,http://www.imdb.com/title/tt1001562/,LGF,4161625,1354,2116692,1333,0,1,matched (3),0,5,matched (3),2,matched (3),17,231.5,3.3,9.5564003,matched (3),Witless Protection,0,0,0,0,0,"February 22, 2008","March 20, 2008",6
1161,2008,93,Zack and Miri Make a Porno,http://www.boxofficemojo.com/movies/?id=zackandmirimakeaporno.htm,31457946,10647165,101,24000000,0,0,1,0,,http://www.imdb.com/title/tt1007028/,Wein.,31457946,2735,10065630,2735,0,1,matched (3),0,5,matched (3),2,matched (3),56,260.79999,6.5999999,3.2420001,matched (3),Zack and Miri Make a Porno,0,0,0,0,0,"October 31, 2008","January 29, 2009",10
1162,2011,100,The Iron Lady,http://www.boxofficemojo.com/movies/?id=ironlady.htm,30017992,84938707,105,,0,0,0,0,,http://www.imdb.com/title/tt1007029/,Wein.,30017992,1244,220409,4,1,2,matched (3),1,83,matched (3),3,matched (3),54,119.8,6.4000001,3.0871601,matched (3),The Iron Lady,1,0,1,0,0,"December 30, 2011","April 26, 2012",10
1163,2008,16,Slumdog Millionaire,http://www.boxofficemojo.com/movies/?id=slumdogmillionaire.htm,141319928,236590616,120,15000000,1,0,1,0,,http://www.imdb.com/title/tt1010048/,FoxS,141319928,2943,360018,10,1,2,matched (3),1,364,matched (3),2,matched (3),86,78.099998,8,2.763,matched (3),Slumdog Millionaire,0,0,0,0,0,"November 12, 2008","May 28, 2009",10
1164,2008,194,Redbelt,http://www.boxofficemojo.com/movies/?id=redbelt.htm,2345941,328149,99,7000000,1,0,1,0,,http://www.imdb.com/title/tt1012804/,SPC,2345941,1379,63361,6,0,1,matched (3),0,1,matched (3),2,matched (3),69,175.3,6.8000002,3.8438001,matched (3),Redbelt,0,0,0,0,0,"May 2, 2008","July 17, 2008",10
1165,2010,45,Knight & Day,http://www.boxofficemojo.com/movies/?id=cruisediaz10.htm,76423035,185507401,130,117000000,1,0,0,0,,http://www.imdb.com/title/tt1013743/,Fox,76423035,3104,20139985,3098,0,1,matched (3),0,4,matched (3),3,matched (3),46,221.2,6.3000002,3.1032,matched (3),Knight and Day,0,0,0,0,0,"June 23, 2010","October 7, 2010",10
1166,2009,17,Fast and Furious,http://www.boxofficemojo.com/movies/?id=fastandthefurious4.htm,155064265,208100000,99,85000000,1,0,0,0,,http://www.imdb.com/title/tt1013752/,Uni.,155064265,3674,70950500,3461,0,1,matched (3),0,10,matched (3),3,matched (3),46,347,6.5999999,3.31056,matched (3),Fast & Furious,0,1,1,0,0,"April 3, 2009","July 2, 2009",10
1167,2008,89,Milk,http://www.boxofficemojo.com/movies/?id=milk.htm,31841299,22745285,128,20000000,0,0,1,0,,http://www.imdb.com/title/tt1013753/,Focus,31841299,882,1453844,36,0,1,matched (3),1,260,matched (3),4,matched (3),84,97.800003,7.5999999,3.0041599,matched (3),Milk,0,0,0,0,0,"November 26, 2008","April 16, 2009",10
1168,2010,2,Alice in Wonderland (2010),http://www.boxofficemojo.com/movies/?id=aliceinwonderland10.htm,334191110,691276000,109,200000000,1,0,0,0,,http://www.imdb.com/title/tt1014759/,BV,334191110,3739,116101023,3728,0,1,matched (3),1,179,matched (3),3,matched (3),53,582,6.5,3.4242499,matched (3),Alice in Wonderland,0,0,0,0,0,"March 5, 2010","July 8, 2010",10
1169,2008,32,Beverly Hills Chihuahua,http://www.boxofficemojo.com/movies/?id=beverlyhillschihuahua.htm,94514402,54767204,85,,1,0,0,0,,http://www.imdb.com/title/tt1014775/,BV,94514402,3239,29300465,3215,0,1,matched (3),0,9,matched (3),5,matched (3),41,519.09998,3.8,8.4554396,matched (3),Beverly Hills Chihuahua,0,0,0,0,0,"October 3, 2008","February 5, 2009",10
1170,2009,106,Fame (2009),http://www.boxofficemojo.com/movies/?id=fame09.htm,22455510,54756326,107,18000000,1,0,0,0,,http://www.imdb.com/title/tt1016075/,MGM,22455510,3133,10011682,3096,0,1,matched (3),,,master only (1),4,matched (3),39,451.5,5.0999999,5.9619899,matched (3),Fame,0,1,1,0,1,"September 25, 2009","December 10, 2009",10
1171,2005,171,Enron: The Smartest Guys in the Room,http://www.boxofficemojo.com/movies/?id=enron.htm,4071700,782464,110,,0,0,0,1,,http://www.imdb.com/title/tt1016268/,Magn.,4071700,151,76639,3,0,1,matched (3),1,18,matched (3),1,matched (3),,,7.6999998,1.676,matched (3),Enron: The Smartest Guys in the Room,0,0,0,0,0,"April 22, 2005","September 29, 2005",0
1172,2010,158,The Runaways,http://www.boxofficemojo.com/movies/?id=therunaways.htm,3573673,1107978,109,10000000,0,0,1,0,,http://www.imdb.com/title/tt1017451/,App.,3573673,244,805115,244,0,1,matched (3),0,6,matched (3),3,matched (3),65,70.400002,6.5999999,3.48176,matched (3),The Runaways,1,0,1,0,0,"March 19, 2010","June 3, 2010",10
1173,2010,122,Splice,http://www.boxofficemojo.com/movies/?id=splice.htm,17010170,9847289,104,30000000,1,0,1,0,,http://www.imdb.com/title/tt1017460/,WB,17010170,2450,7385277,2450,0,3,matched (3),0,72,matched (3),3,matched (3),66,227.60001,5.6999998,3.90449,matched (3),Splice - Das Genexperiment,0,0,0,0,0,"June 4, 2010","August 5, 2010",10
1174,2015,139,Our Brand Is Crisis (2015),http://www.boxofficemojo.com/movies/?id=ourbrandiscrisis20115.htm,7002261,,108,28000000,1,0,1,0,,http://www.imdb.com/title/tt1018765/,WB,7002261,2202,3238433,2202,0,1,matched (3),0,3,matched (3),2,matched (3),53,232.7,6.0999999,2.9951999,matched (3),Our Brand Is Crisis,0,0,0,0,0,"October 30, 2015","December 17, 2015",10
1175,2008,63,The Sisterhood of the Traveling Pants 2,http://www.boxofficemojo.com/movies/?id=travelingpants2.htm,44089964,262453,117,27000000,1,0,0,0,,http://www.imdb.com/title/tt1018785/,WB,44089964,2714,10678430,2707,0,1,matched (3),,,master only (1),4,matched (3),63,160.39999,6.1999998,4.4390001,matched (3),The Sisterhood of the Traveling Pants 2,1,1,1,0,0,"August 6, 2008","November 13, 2008",10
1176,2009,145,A Serious Man,http://www.boxofficemojo.com/movies/?id=seriousman.htm,9228768,22201566,105,,0,0,1,0,,http://www.imdb.com/title/tt1019452/,Focus,9228768,262,251337,6,0,3,matched (3),1,161,matched (3),2,matched (3),79,581.59998,7.0999999,3.4992001,matched (3),A Serious Man,0,0,0,0,1,"October 2, 2009","January 7, 2010",10
1177,2014,61,Selma,http://www.boxofficemojo.com/movies/?id=selma.htm,52076908,14711000,127,20000000,1,0,0,0,,http://www.imdb.com/title/tt1020072/,Par.,52076908,2235,571450,19,0,2,matched (3),1,249,matched (3),3,matched (3),88,171.5,7.5,2.5455,matched (3),Selma,1,1,1,1,0,"December 25, 2014","April 16, 2015",10
1178,2011,196,Certified Copy,http://www.boxofficemojo.com/movies/?id=certifiedcopy.htm,1373975,4081761,106,,0,0,0,1,,http://www.imdb.com/title/tt1020773/,IFC,1373975,57,77937,5,1,4,matched (3),1,31,matched (3),1,matched (3),82,181.39999,7.3000002,3.5999999,matched (3),Certified Copy,,,,,0,"March 11, 2011","June 16, 2011",10
